epoch, batch, loss, loss_e, e/N_mae
    4,    20,       0.00040104,       0.00040104,       0.00027487
    4,    21,       0.00041342,       0.00041342,       0.00023557
    4,    22,        0.0017498,        0.0017498,       0.00054717
    4,    23,        0.0010193,        0.0010193,       0.00042478
    4,    24,       0.00058329,       0.00058329,       0.00030614
    4,    25,       0.00091943,       0.00091943,       0.00037703
    4,    26,       0.00052706,       0.00052706,        0.0003085
    4,    27,       0.00054486,       0.00054486,       0.00028226
    4,    28,       0.00083461,       0.00083461,        0.0003661
    4,    29,       0.00036788,       0.00036788,       0.00024618
    4,    30,       0.00072652,       0.00072652,       0.00031567
    4,    31,        0.0004262,        0.0004262,       0.00029704
    4,    32,       0.00064376,       0.00064376,       0.00033527
    4,    33,       0.00048423,       0.00048423,       0.00025613
    4,    34,       0.00034033,       0.00034033,       0.00022658
    4,    35,       0.00064065,       0.00064065,       0.00029907
    4,    36,       0.00072003,       0.00072003,       0.00036578
    4,    37,       0.00069936,       0.00069936,       0.00035465
    4,    38,        0.0007432,        0.0007432,       0.00037992
    4,    39,       0.00070902,       0.00070902,       0.00039812
    4,    40,        0.0005571,        0.0005571,       0.00034608
    4,    41,       0.00058221,       0.00058221,       0.00028483
    4,    42,       0.00021124,       0.00021124,       0.00020056
    4,    43,        0.0012562,        0.0012562,       0.00045648
    4,    44,       0.00017895,       0.00017895,       0.00018086
    4,    45,       0.00080479,       0.00080479,       0.00037927
    4,    46,       0.00054574,       0.00054574,       0.00029725
    4,    47,       0.00048337,       0.00048337,       0.00031396
    4,    48,       0.00055676,       0.00055676,       0.00029233
    5,     1,       0.00054348,       0.00054348,       0.00030871
    5,     2,       0.00053946,       0.00053946,       0.00029222
    5,     3,        0.0006887,        0.0006887,       0.00023365
    5,     4,       0.00098435,       0.00098435,       0.00038002
    5,     5,        0.0012365,        0.0012365,       0.00047222
    5,     6,       0.00054588,       0.00054588,        0.0003177
    5,     7,       0.00045921,       0.00045921,       0.00030293
    5,     8,        0.0013696,        0.0013696,       0.00046815
    5,     9,       0.00062388,       0.00062388,       0.00034554
    5,    10,        0.0010327,        0.0010327,       0.00035807
    5,    11,       0.00030602,       0.00030602,       0.00025367
    5,    12,        0.0010609,        0.0010609,        0.0004159
    5,    13,       0.00025646,       0.00025646,       0.00021684
    5,    14,       0.00069012,       0.00069012,       0.00035861
    5,    15,       0.00041636,       0.00041636,        0.0002753
    5,    16,       0.00070657,       0.00070657,       0.00033805
    5,    17,       0.00083219,       0.00083219,       0.00034811
    5,    18,        0.0007002,        0.0007002,        0.0003358
    5,    19,       0.00042203,       0.00042203,       0.00027958
    5,    20,       0.00083725,       0.00083725,        0.0003857
    5,    21,       0.00078224,       0.00078224,       0.00038334
    5,    22,       0.00048672,       0.00048672,       0.00028622
    5,    23,       0.00082101,       0.00082101,       0.00036096
    5,    24,       0.00032144,       0.00032144,       0.00024286
    5,    25,       0.00092472,       0.00092472,       0.00041193
    5,    26,        0.0003838,        0.0003838,       0.00028537
    5,    27,       0.00086759,       0.00086759,       0.00035058
    5,    28,       0.00036946,       0.00036946,       0.00025763
    5,    29,       0.00044809,       0.00044809,       0.00026288
    5,    30,       0.00057139,       0.00057139,       0.00032306
    5,    31,        0.0007158,        0.0007158,       0.00037039
    5,    32,       0.00031667,       0.00031667,        0.0002481
    5,    33,       0.00038973,       0.00038973,       0.00029864
    5,    34,        0.0010948,        0.0010948,       0.00046023
    5,    35,       0.00068981,       0.00068981,       0.00035026
    5,    36,       0.00042348,       0.00042348,       0.00027551
    5,    37,       0.00065677,       0.00065677,       0.00034233
    5,    38,        0.0014815,        0.0014815,       0.00055788
    5,    39,        0.0014162,        0.0014162,       0.00053433
    5,    40,       0.00022968,       0.00022968,       0.00020891
    5,    41,       0.00085064,       0.00085064,       0.00043485
    5,    42,       0.00092659,       0.00092659,        0.0004493
    5,    43,       0.00078886,       0.00078886,        0.0003842
    5,    44,       0.00028033,       0.00028033,       0.00021223
    5,    45,       0.00047621,       0.00047621,       0.00028783
    5,    46,       0.00048231,       0.00048231,       0.00031706
    5,    47,       0.00076087,       0.00076087,       0.00039127
    5,    48,        0.0010241,        0.0010241,       0.00038709
    6,     1,       0.00042585,       0.00042585,       0.00028526
    6,     2,       0.00064509,       0.00064509,       0.00036643
    6,     3,        0.0014154,        0.0014154,       0.00042735
    6,     4,        0.0012311,        0.0012311,       0.00049064
    6,     5,        0.0012494,        0.0012494,       0.00038688
    6,     6,       0.00059985,       0.00059985,       0.00028504
    6,     7,       0.00066178,       0.00066178,       0.00035882
    6,     8,       0.00052334,       0.00052334,       0.00031888
    6,     9,          0.00113,          0.00113,       0.00049171
    6,    10,       0.00028009,       0.00028009,       0.00019156
    6,    11,       0.00030027,       0.00030027,       0.00022476
    6,    12,        0.0012505,        0.0012505,       0.00040744
    6,    13,        0.0014032,        0.0014032,       0.00047404
    6,    14,       0.00075915,       0.00075915,       0.00039769
    6,    15,       0.00031153,       0.00031153,       0.00023065
    6,    16,       0.00055561,       0.00055561,       0.00027894
    6,    17,       0.00048372,       0.00048372,       0.00028205
    6,    18,       0.00073662,       0.00073662,       0.00033087
    6,    19,       0.00030791,       0.00030791,        0.0002178
    6,    20,       0.00025184,       0.00025184,        0.0002209
    6,    21,        0.0012394,        0.0012394,       0.00042842
    6,    22,       0.00028747,       0.00028747,       0.00021159
    6,    23,       0.00076966,       0.00076966,       0.00039469
    6,    24,       0.00038255,       0.00038255,       0.00027701
    6,    25,       0.00061758,       0.00061758,       0.00031042
    6,    26,       0.00077273,       0.00077273,       0.00039973
    6,    27,       0.00040451,       0.00040451,       0.00025528
    6,    28,        0.0005587,        0.0005587,       0.00028901
    6,    29,        0.0004315,        0.0004315,       0.00025164
    6,    30,       0.00017458,       0.00017458,       0.00017754
    6,    31,       0.00041754,       0.00041754,       0.00027038
    6,    32,       0.00061485,       0.00061485,       0.00032027
    6,    33,       0.00038386,       0.00038386,       0.00024596
    6,    34,       0.00041496,       0.00041496,       0.00026813
    6,    35,       0.00033787,       0.00033787,       0.00028162
    6,    36,       0.00062388,       0.00062388,       0.00036257
    6,    37,       0.00071768,       0.00071768,       0.00031492
    6,    38,       0.00046338,       0.00046338,       0.00030057
    6,    39,       0.00031508,       0.00031508,       0.00022133
    6,    40,        0.0010154,        0.0010154,       0.00046494
    6,    41,         0.001277,         0.001277,       0.00046997
    6,    42,       0.00068093,       0.00068093,       0.00037253
    6,    43,       0.00068224,       0.00068224,       0.00037049
    6,    44,       0.00056848,       0.00056848,        0.0002526
    6,    45,       0.00024784,       0.00024784,       0.00019917
    6,    46,       0.00027883,       0.00027883,       0.00020752
    6,    47,       0.00060258,       0.00060258,       0.00031824
    6,    48,       0.00040075,       0.00040075,       0.00032365
    7,     1,       0.00052214,       0.00052214,       0.00031706
    7,     2,       0.00046057,       0.00046057,       0.00027198
    7,     3,       0.00023057,       0.00023057,       0.00022401
    7,     4,       0.00062282,       0.00062282,       0.00031974
    7,     5,       0.00037233,       0.00037233,       0.00025549
    7,     6,       0.00098043,       0.00098043,       0.00039866
    7,     7,       0.00084871,       0.00084871,       0.00037531
    7,     8,        0.0007729,        0.0007729,       0.00028729
    7,     9,        0.0004973,        0.0004973,       0.00030689
    7,    10,       0.00096595,       0.00096595,       0.00038345
    7,    11,       0.00055507,       0.00055507,       0.00033666
    7,    12,       0.00025044,       0.00025044,       0.00020142
    7,    13,       0.00054942,       0.00054942,        0.0003297
    7,    14,       0.00058505,       0.00058505,       0.00033719
    7,    15,       0.00066768,       0.00066768,        0.0003327
    7,    16,       0.00031295,       0.00031295,        0.0002027
    7,    17,       0.00073302,       0.00073302,       0.00037874
    7,    18,       0.00049333,       0.00049333,       0.00029629
    7,    19,        0.0003978,        0.0003978,       0.00024703
    7,    20,       0.00020189,       0.00020189,       0.00017797
    7,    21,       0.00022969,       0.00022969,       0.00017946
    7,    22,       0.00054429,       0.00054429,       0.00031428
    7,    23,       0.00088748,       0.00088748,        0.0003782
    7,    24,       0.00023501,       0.00023501,       0.00018482
    7,    25,       0.00030771,       0.00030771,       0.00020666
    7,    26,       0.00032519,       0.00032519,       0.00022786
    7,    27,       0.00076489,       0.00076489,       0.00032092
    7,    28,       0.00039572,       0.00039572,       0.00027027
    7,    29,       0.00043226,       0.00043226,       0.00030164
    7,    30,       0.00046074,       0.00046074,       0.00029211
    7,    31,       0.00046366,       0.00046366,       0.00032702
    7,    32,       0.00057623,       0.00057623,       0.00031203
    7,    33,       0.00069328,       0.00069328,       0.00034223
    7,    34,       0.00037259,       0.00037259,       0.00024714
    7,    35,       0.00050351,       0.00050351,       0.00032445
    7,    36,       0.00039686,       0.00039686,        0.0002451
    7,    37,       0.00023678,       0.00023678,       0.00020077
    7,    38,       0.00034894,       0.00034894,       0.00024607
    7,    39,       0.00099014,       0.00099014,        0.0003872
    7,    40,       0.00045846,       0.00045846,       0.00027991
    7,    41,        0.0006092,        0.0006092,        0.0003313
    7,    42,       0.00016821,       0.00016821,        0.0001861
    7,    43,       0.00013825,       0.00013825,       0.00014167
    7,    44,       0.00086423,       0.00086423,       0.00036953
    7,    45,        0.0005456,        0.0005456,       0.00027412
    7,    46,       0.00034932,       0.00034932,       0.00021866
    7,    47,        0.0006696,        0.0006696,       0.00030924
    7,    48,        8.498e-05,        8.498e-05,       0.00015098
    8,     1,       0.00032337,       0.00032337,       0.00023086
    8,     2,       0.00027533,       0.00027533,       0.00020227
    8,     3,       0.00068327,       0.00068327,       0.00030314
    8,     4,       0.00049198,       0.00049198,       0.00025699
    8,     5,       0.00044982,       0.00044982,       0.00026159
    8,     6,       0.00038696,       0.00038696,        0.0002859
    8,     7,        0.0002782,        0.0002782,       0.00022883
    8,     8,        0.0001869,        0.0001869,       0.00017475
    8,     9,       0.00035593,       0.00035593,       0.00026127
    8,    10,       0.00031231,       0.00031231,        0.0002572
    8,    11,       0.00013389,       0.00013389,       0.00015248
    8,    12,       0.00050776,       0.00050776,       0.00026781
    8,    13,       8.1034e-05,       8.1034e-05,        0.0001255
    8,    14,       6.9899e-05,       6.9899e-05,       0.00010976
    8,    15,        0.0004805,        0.0004805,        0.0003041
    8,    16,       0.00027519,       0.00027519,       0.00022465
    8,    17,        0.0005526,        0.0005526,       0.00029789
    8,    18,       0.00051877,       0.00051877,       0.00030261
    8,    19,       0.00033559,       0.00033559,        0.0002072
    8,    20,       0.00080381,       0.00080381,       0.00042864
    8,    21,        0.0004104,        0.0004104,       0.00027444
    8,    22,        0.0011698,        0.0011698,       0.00050574
    8,    23,       0.00038609,       0.00038609,       0.00028333
    8,    24,       0.00029259,       0.00029259,       0.00022712
    8,    25,        0.0002839,        0.0002839,       0.00024628
    8,    26,       0.00062324,       0.00062324,       0.00033783
    8,    27,       0.00014507,       0.00014507,       0.00016126
    8,    28,       0.00042968,       0.00042968,       0.00023151
    8,    29,       0.00047926,       0.00047926,       0.00026684
    8,    30,       0.00022629,       0.00022629,       0.00020377
    8,    31,       0.00017887,       0.00017887,       0.00019264
    8,    32,       0.00043784,       0.00043784,       0.00027594
    8,    33,       0.00021573,       0.00021573,       0.00019017
    8,    34,       0.00080554,       0.00080554,        0.0003524
    8,    35,       0.00045842,       0.00045842,       0.00028547
    8,    36,       0.00066414,       0.00066414,       0.00029393
    8,    37,        0.0011747,        0.0011747,       0.00045198
    8,    38,       0.00023889,       0.00023889,       0.00021512
    8,    39,       0.00013066,       0.00013066,       0.00015055
    8,    40,       0.00050294,       0.00050294,       0.00028794
    8,    41,       0.00017545,       0.00017545,       0.00017829
    8,    42,       0.00024316,       0.00024316,        0.0001936
    8,    43,       9.4905e-05,       9.4905e-05,       0.00012978
    8,    44,       0.00017978,       0.00017978,       0.00018974
    8,    45,       0.00052053,       0.00052053,       0.00026224
    8,    46,       0.00039534,       0.00039534,       0.00027284
    8,    47,       0.00021258,       0.00021258,       0.00018899
    8,    48,       0.00041753,       0.00041753,        0.0003373
    9,     1,       0.00033475,       0.00033475,       0.00023761
    9,     2,       0.00014185,       0.00014185,       0.00015655
    9,     3,       0.00019952,       0.00019952,       0.00017797
    9,     4,       0.00045307,       0.00045307,       0.00026577
    9,     5,       0.00043105,       0.00043105,         0.000248
    9,     6,       0.00050083,       0.00050083,       0.00029629
    9,     7,        0.0003584,        0.0003584,       0.00026781
    9,     8,       0.00042518,       0.00042518,       0.00028783
    9,     9,         0.000127,         0.000127,       0.00016276
    9,    10,       0.00038443,       0.00038443,       0.00027412
    9,    11,       0.00039013,       0.00039013,       0.00027005
    9,    12,       0.00040847,       0.00040847,       0.00021534
    9,    13,       0.00066904,       0.00066904,       0.00037264
    9,    14,        0.0010101,        0.0010101,       0.00047768
    9,    15,       0.00046852,       0.00046852,        0.0003161
    9,    16,       0.00028838,       0.00028838,       0.00021866
    9,    17,       0.00079445,       0.00079445,       0.00041172
    9,    18,       0.00064243,       0.00064243,       0.00036782
    9,    19,       0.00026491,       0.00026491,       0.00022305
    9,    20,       0.00082345,       0.00082345,       0.00041322
    9,    21,       0.00054459,       0.00054459,       0.00034704
    9,    22,       0.00040397,       0.00040397,       0.00024789
    9,    23,       0.00048915,       0.00048915,       0.00027391
    9,    24,       0.00051718,       0.00051718,       0.00032295
    9,    25,        0.0002634,        0.0002634,       0.00021587
    9,    26,       0.00046118,       0.00046118,       0.00029383
    9,    27,       0.00021669,       0.00021669,       0.00021041
    9,    28,        0.0005437,        0.0005437,       0.00030657
    9,    29,        0.0002524,        0.0002524,        0.0002466
    9,    30,       0.00027443,       0.00027443,       0.00022615
    9,    31,       0.00016046,       0.00016046,       0.00016961
    9,    32,       0.00058271,       0.00058271,       0.00032895
    9,    33,       0.00028283,       0.00028283,        0.0002345
    9,    34,       0.00022389,       0.00022389,       0.00019799
    9,    35,        0.0003602,        0.0003602,       0.00024007
    9,    36,       0.00044067,       0.00044067,       0.00028569
    9,    37,       0.00031381,       0.00031381,       0.00024917
    9,    38,       0.00052373,       0.00052373,       0.00027123
    9,    39,       0.00010212,       0.00010212,        0.0001376
    9,    40,       0.00025666,       0.00025666,       0.00021319
    9,    41,       0.00027896,       0.00027896,        0.0001967
    9,    42,       0.00021583,       0.00021583,       0.00019082
    9,    43,       0.00053549,       0.00053549,       0.00029982
    9,    44,       0.00051129,       0.00051129,       0.00029308
    9,    45,       7.5063e-05,       7.5063e-05,       0.00011136
    9,    46,       0.00056837,       0.00056837,       0.00022872
    9,    47,       0.00024924,       0.00024924,         0.000236
    9,    48,       0.00085902,       0.00085902,       0.00043608
   10,     1,       0.00031642,       0.00031642,       0.00024061
   10,     2,        0.0007563,        0.0007563,       0.00041129
   10,     3,       0.00046478,       0.00046478,       0.00031728
   10,     4,       0.00030101,       0.00030101,        0.0002556
   10,     5,       0.00087072,       0.00087072,        0.0003524
   10,     6,       0.00071853,       0.00071853,       0.00041118
   10,     7,       0.00030245,       0.00030245,       0.00023161
   10,     8,       0.00019064,       0.00019064,       0.00017936
   10,     9,       0.00016873,       0.00016873,         0.000174
   10,    10,       0.00049285,       0.00049285,       0.00028547
   10,    11,       0.00019686,       0.00019686,       0.00015002
   10,    12,       0.00030668,       0.00030668,       0.00019863
   10,    13,       0.00047531,       0.00047531,       0.00027498
   10,    14,         0.000208,         0.000208,       0.00020998
   10,    15,       0.00019944,       0.00019944,       0.00018343
   10,    16,        6.917e-05,        6.917e-05,       0.00011061
   10,    17,       0.00028475,       0.00028475,       0.00021309
   10,    18,        0.0003186,        0.0003186,       0.00022529
   10,    19,        0.0001894,        0.0001894,         0.000177
   10,    20,       0.00018562,       0.00018562,       0.00019735
   10,    21,        0.0004072,        0.0004072,       0.00028697
   10,    22,       0.00026828,       0.00026828,       0.00023461
   10,    23,       0.00012142,       0.00012142,        0.0001543
   10,    24,       0.00024295,       0.00024295,       0.00020377
   10,    25,       0.00023587,       0.00023587,       0.00020527
   10,    26,       0.00061726,       0.00061726,       0.00035497
   10,    27,       0.00017468,       0.00017468,       0.00016886
   10,    28,        0.0003397,        0.0003397,       0.00023964
   10,    29,       0.00044493,       0.00044493,       0.00024735
   10,    30,       0.00041163,       0.00041163,       0.00023086
   10,    31,       0.00043238,       0.00043238,       0.00025196
   10,    32,       0.00067214,       0.00067214,       0.00038934
   10,    33,       0.00025519,       0.00025519,       0.00024211
   10,    34,        0.0001965,        0.0001965,       0.00015569
   10,    35,       0.00052963,       0.00052963,        0.0002768
   10,    36,       0.00030216,       0.00030216,       0.00018728
   10,    37,       0.00046004,       0.00046004,        0.0002768
   10,    38,       0.00045122,       0.00045122,         0.000248
   10,    39,        0.0010362,        0.0010362,       0.00051387
   10,    40,       0.00032703,       0.00032703,       0.00026224
   10,    41,        9.917e-05,        9.917e-05,       0.00012507
   10,    42,       0.00035938,       0.00035938,       0.00023964
   10,    43,       0.00031774,       0.00031774,       0.00026502
   10,    44,       0.00050634,       0.00050634,       0.00031556
   10,    45,       0.00027282,       0.00027282,       0.00019221
   10,    46,       0.00036224,       0.00036224,       0.00025699
   10,    47,       0.00046105,       0.00046105,       0.00029136
   10,    48,        0.0001028,        0.0001028,       0.00014215
   11,     1,       0.00033343,       0.00033343,       0.00021919
   11,     2,       0.00026758,       0.00026758,       0.00024296
   11,     3,       0.00031381,       0.00031381,       0.00021994
   11,     4,       0.00024932,       0.00024932,       0.00019189
   11,     5,       0.00019003,       0.00019003,       0.00020591
   11,     6,       0.00029854,       0.00029854,        0.0002209
   11,     7,       0.00041917,       0.00041917,       0.00024189
   11,     8,       0.00013095,       0.00013095,       0.00015355
   11,     9,       0.00023856,       0.00023856,       0.00021448
   11,    10,       0.00045512,       0.00045512,       0.00030732
   11,    11,       0.00011716,       0.00011716,       0.00015109
   11,    12,       0.00043724,       0.00043724,       0.00027166
   11,    13,       0.00016889,       0.00016889,       0.00018321
   11,    14,       0.00011978,       0.00011978,       0.00016019
   11,    15,       0.00029158,       0.00029158,       0.00022123
   11,    16,       0.00032383,       0.00032383,       0.00026877
   11,    17,       0.00024522,       0.00024522,       0.00017925
   11,    18,       0.00022366,       0.00022366,       0.00019735
   11,    19,         0.000238,         0.000238,       0.00020784
   11,    20,       0.00018448,       0.00018448,       0.00017732
   11,    21,       0.00034065,       0.00034065,       0.00027048
   11,    22,       0.00030123,       0.00030123,       0.00016255
   11,    23,       0.00016053,       0.00016053,       0.00016919
   11,    24,       0.00029201,       0.00029201,       0.00025463
   11,    25,       0.00031839,       0.00031839,       0.00024553
   11,    26,       0.00024796,       0.00024796,       0.00017647
   11,    27,       0.00031224,       0.00031224,       0.00018728
   11,    28,       0.00024669,       0.00024669,       0.00022165
   11,    29,        0.0001424,        0.0001424,       0.00016158
   11,    30,        0.0001562,        0.0001562,        0.0001664
   11,    31,       0.00025167,       0.00025167,       0.00019467
   11,    32,       0.00010155,       0.00010155,       0.00014424
   11,    33,       0.00033903,       0.00033903,       0.00021576
   11,    34,       0.00020307,       0.00020307,       0.00018535
   11,    35,       9.0204e-05,       9.0204e-05,        0.0001362
   11,    36,       0.00027815,       0.00027815,       0.00022744
