epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
        26,  255.101,    0.005,        0.0041183,       2.1968e-05,        0.0041403,      0.00173,       0.0024,      0.00145,            0,      0.00197,      0.00114,       0.0021,            0,      0.00264,      0.00158,      0.00543,     0.000143,         0.002633,       1.4212e-06,        0.0026344,      0.00131,      0.00192,      0.00116,            0,      0.00145,     0.000871,      0.00176,            0,      0.00205,      0.00127,      0.00133,     3.51e-05
        27,  264.901,    0.005,        0.0042115,       2.0163e-05,        0.0042316,      0.00172,      0.00243,       0.0014,            0,      0.00201,      0.00114,      0.00205,            0,      0.00272,      0.00159,      0.00517,     0.000136,          0.00252,        1.335e-06,        0.0025214,      0.00128,      0.00188,      0.00112,            0,      0.00141,     0.000846,      0.00172,            0,      0.00201,      0.00124,      0.00129,      3.4e-05
        28,  274.742,    0.005,         0.004067,       2.7518e-05,        0.0040945,      0.00172,      0.00238,      0.00142,            0,      0.00198,      0.00113,      0.00206,            0,      0.00264,      0.00157,      0.00578,     0.000152,        0.0024325,        1.277e-06,        0.0024338,      0.00125,      0.00184,      0.00111,            0,      0.00138,      0.00083,      0.00169,            0,      0.00197,      0.00122,      0.00128,     3.36e-05
        29,  284.559,    0.005,         0.004045,       2.1274e-05,        0.0040663,      0.00169,      0.00238,      0.00137,            0,      0.00199,      0.00112,      0.00199,            0,      0.00268,      0.00156,      0.00535,     0.000141,        0.0023498,       1.2182e-06,         0.002351,      0.00122,      0.00181,      0.00108,            0,      0.00135,     0.000811,      0.00167,            0,      0.00193,       0.0012,      0.00123,     3.23e-05
        30,  294.400,    0.005,         0.004036,       1.8628e-05,        0.0040546,      0.00168,      0.00238,      0.00136,            0,      0.00196,      0.00111,      0.00202,            0,      0.00265,      0.00156,      0.00477,     0.000126,        0.0022725,       1.2276e-06,        0.0022737,       0.0012,      0.00178,      0.00106,            0,      0.00133,     0.000795,      0.00164,            0,       0.0019,      0.00118,      0.00124,     3.26e-05
        31,  304.219,    0.005,        0.0036763,       2.2519e-05,        0.0036988,       0.0016,      0.00227,      0.00132,            0,      0.00186,      0.00106,      0.00196,            0,      0.00251,      0.00149,      0.00519,     0.000137,        0.0021946,       1.0773e-06,        0.0021957,      0.00117,      0.00175,      0.00103,            0,      0.00129,     0.000776,      0.00161,            0,      0.00187,      0.00116,      0.00118,      3.1e-05
        32,  314.062,    0.005,        0.0041766,       2.1692e-05,        0.0041983,       0.0017,      0.00241,      0.00131,            0,      0.00206,      0.00112,      0.00196,            0,      0.00276,      0.00157,      0.00507,     0.000133,        0.0021306,       1.0644e-06,        0.0021317,      0.00115,      0.00173,      0.00102,            0,      0.00127,     0.000764,      0.00159,            0,      0.00184,      0.00114,      0.00117,     3.08e-05
        33,  323.880,    0.005,        0.0038488,       1.6703e-05,        0.0038655,      0.00163,      0.00232,      0.00136,            0,      0.00188,      0.00108,      0.00202,            0,      0.00255,      0.00153,      0.00455,      0.00012,        0.0020707,       1.0296e-06,        0.0020718,      0.00113,       0.0017,        0.001,            0,      0.00125,      0.00075,      0.00157,            0,      0.00181,      0.00113,      0.00116,     3.04e-05
        34,  333.710,    0.005,        0.0036301,        1.203e-05,        0.0036421,      0.00157,      0.00225,      0.00126,            0,      0.00185,      0.00104,      0.00191,            0,      0.00252,      0.00148,      0.00388,     0.000102,        0.0020042,       9.9943e-07,        0.0020052,      0.00111,      0.00167,     0.000978,            0,      0.00122,     0.000733,      0.00155,            0,      0.00178,      0.00111,      0.00114,        3e-05
        35,  343.537,    0.005,        0.0046441,       2.2866e-05,        0.0046669,      0.00179,      0.00255,      0.00142,            0,      0.00213,      0.00118,      0.00206,            0,      0.00292,      0.00166,      0.00495,      0.00013,        0.0019808,       8.9428e-07,        0.0019817,       0.0011,      0.00166,     0.000965,            0,      0.00122,     0.000727,      0.00154,            0,      0.00177,       0.0011,      0.00108,     2.85e-05
        36,  353.382,    0.005,        0.0032254,       9.6068e-06,         0.003235,      0.00146,      0.00212,      0.00117,            0,      0.00173,     0.000964,       0.0018,            0,      0.00238,      0.00139,      0.00349,     9.19e-05,        0.0019085,       8.7069e-07,        0.0019094,      0.00107,      0.00163,     0.000938,            0,      0.00118,     0.000706,      0.00152,            0,      0.00173,      0.00108,      0.00106,     2.79e-05
        37,  363.265,    0.005,        0.0033233,       2.1773e-05,         0.003345,      0.00149,      0.00215,      0.00117,            0,      0.00177,     0.000981,      0.00181,            0,      0.00242,      0.00141,      0.00534,      0.00014,        0.0018532,       8.1846e-07,         0.001854,      0.00105,      0.00161,     0.000922,            0,      0.00116,     0.000693,      0.00149,            0,      0.00171,      0.00107,      0.00103,     2.71e-05
        38,  373.107,    0.005,        0.0038306,       2.5596e-05,        0.0038562,      0.00162,      0.00232,      0.00123,            0,      0.00198,      0.00107,      0.00187,            0,      0.00266,      0.00151,      0.00553,     0.000146,        0.0018205,       7.7528e-07,        0.0018213,      0.00104,      0.00159,     0.000908,            0,      0.00115,     0.000687,      0.00148,            0,      0.00169,      0.00106,        0.001,     2.64e-05
        39,  382.950,    0.005,        0.0031601,       1.7426e-05,        0.0031775,      0.00146,       0.0021,      0.00118,            0,      0.00171,     0.000962,      0.00181,            0,      0.00234,      0.00138,      0.00472,     0.000124,        0.0017675,       7.2256e-07,        0.0017682,      0.00101,      0.00157,     0.000887,            0,      0.00113,     0.000671,      0.00146,            0,      0.00166,      0.00104,     0.000965,     2.54e-05
        40,  392.772,    0.005,        0.0033526,       1.2367e-05,         0.003365,       0.0015,      0.00217,      0.00121,            0,      0.00177,     0.000992,      0.00184,            0,      0.00242,      0.00142,      0.00392,     0.000103,        0.0017232,       7.1461e-07,        0.0017239,     0.000994,      0.00155,     0.000872,            0,       0.0011,     0.000659,      0.00145,            0,      0.00164,      0.00103,     0.000968,     2.55e-05
        41,  402.591,    0.005,         0.003222,        1.412e-05,        0.0032361,      0.00145,      0.00212,      0.00115,            0,      0.00171,     0.000954,      0.00178,            0,      0.00239,      0.00139,      0.00435,     0.000114,        0.0016853,       6.6922e-07,         0.001686,     0.000977,      0.00153,     0.000857,            0,      0.00109,     0.000647,      0.00143,            0,      0.00162,      0.00102,     0.000944,     2.48e-05
        42,  412.419,    0.005,        0.0027143,       1.5111e-05,        0.0027294,      0.00134,      0.00195,       0.0011,            0,      0.00155,     0.000883,      0.00172,            0,      0.00214,      0.00128,      0.00396,     0.000104,        0.0016326,       6.1171e-07,        0.0016332,     0.000954,      0.00151,     0.000839,            0,      0.00106,     0.000632,      0.00141,            0,      0.00159,        0.001,     0.000902,     2.37e-05
        43,  422.233,    0.005,        0.0030925,       1.4293e-05,        0.0031068,      0.00144,      0.00208,      0.00114,            0,      0.00171,     0.000947,      0.00177,            0,      0.00233,      0.00136,      0.00447,     0.000118,        0.0015996,       5.7413e-07,        0.0016002,     0.000942,       0.0015,     0.000826,            0,      0.00105,     0.000624,       0.0014,            0,      0.00158,     0.000992,     0.000876,     2.31e-05
        44,  432.064,    0.005,         0.002976,       9.9908e-06,        0.0029859,      0.00138,      0.00204,      0.00105,            0,      0.00168,     0.000909,      0.00168,            0,      0.00231,      0.00133,      0.00358,     9.42e-05,        0.0015654,       5.2585e-07,         0.001566,      0.00093,      0.00148,     0.000814,            0,      0.00103,     0.000616,      0.00139,            0,      0.00156,     0.000981,     0.000839,     2.21e-05
        45,  441.879,    0.005,        0.0030839,       2.2402e-05,        0.0031063,      0.00144,      0.00208,      0.00114,            0,      0.00172,     0.000953,      0.00174,            0,      0.00234,      0.00136,      0.00502,     0.000132,        0.0015385,        4.978e-07,         0.001539,     0.000921,      0.00147,     0.000804,            0,      0.00103,      0.00061,      0.00138,            0,      0.00154,     0.000973,     0.000802,     2.11e-05
        46,  451.685,    0.005,        0.0031108,       9.1905e-06,          0.00312,      0.00143,      0.00209,      0.00108,            0,      0.00174,      0.00094,      0.00171,            0,      0.00237,      0.00136,      0.00326,     8.58e-05,        0.0015152,       4.6057e-07,        0.0015157,     0.000908,      0.00146,      0.00079,            0,      0.00101,     0.000602,      0.00137,            0,      0.00153,     0.000966,     0.000787,     2.07e-05
        47,  461.481,    0.005,        0.0030311,       1.4669e-05,        0.0030458,      0.00143,      0.00206,      0.00114,            0,       0.0017,     0.000946,      0.00175,            0,       0.0023,      0.00135,      0.00438,     0.000115,        0.0014952,       4.1685e-07,        0.0014956,     0.000898,      0.00145,     0.000783,            0,        0.001,     0.000595,      0.00136,            0,      0.00152,     0.000959,     0.000746,     1.96e-05
        48,  471.309,    0.005,        0.0027326,       1.3203e-05,        0.0027458,      0.00132,      0.00195,      0.00104,            0,      0.00156,     0.000868,      0.00166,            0,      0.00218,      0.00128,        0.004,     0.000105,        0.0014637,       4.1007e-07,        0.0014641,     0.000886,      0.00143,     0.000776,            0,     0.000984,     0.000587,      0.00135,            0,       0.0015,     0.000949,     0.000746,     1.96e-05
        49,  481.126,    0.005,        0.0027606,       1.8368e-05,        0.0027789,      0.00135,      0.00197,      0.00108,            0,      0.00159,     0.000891,      0.00168,            0,      0.00219,      0.00129,      0.00502,     0.000132,        0.0014355,       4.3157e-07,        0.0014359,     0.000872,      0.00142,     0.000762,            0,     0.000971,     0.000578,      0.00133,            0,      0.00149,      0.00094,     0.000767,     2.02e-05
        50,  490.937,    0.005,        0.0030488,        2.074e-05,        0.0030695,      0.00137,      0.00207,      0.00109,            0,      0.00161,     0.000902,      0.00176,            0,      0.00231,      0.00136,      0.00462,     0.000122,        0.0014124,       3.5601e-07,        0.0014128,     0.000863,       0.0014,     0.000759,            0,     0.000957,     0.000572,      0.00133,            0,      0.00147,     0.000933,     0.000687,     1.81e-05
