epoch, batch, loss, loss_f, loss_e, f_mae, f_rmse, H_f_mae, B_f_mae, C_f_mae, psavg_f_mae, H_f_rmse, B_f_rmse, C_f_rmse, psavg_f_rmse, e_mae, e/N_mae
    1,    35,          0.57508,          0.57464,       0.00044177,         0.020715,         0.028334,         0.012578,                0,         0.028039,         0.013539,         0.015784,                0,         0.036071,         0.017285,         0.029016,       0.00076358
    1,    36,           0.6799,          0.67955,       0.00035688,          0.02198,         0.030812,         0.011729,                0,         0.031207,         0.014312,         0.015011,                0,         0.040013,         0.018341,         0.025745,       0.00067749
    1,    37,           0.4454,          0.44455,       0.00084907,         0.017397,         0.024921,        0.0095104,                0,         0.024494,         0.011335,         0.012027,                0,         0.032402,          0.01481,         0.038391,        0.0010103
    1,    38,          0.37952,          0.37824,        0.0012787,         0.015966,         0.022988,        0.0089073,                0,         0.022319,         0.010409,         0.011893,                0,         0.029609,         0.013834,         0.049377,        0.0012994
    1,    39,          0.53209,          0.53075,        0.0013441,         0.019093,          0.02723,        0.0078798,                0,         0.029185,         0.012355,         0.010547,                0,         0.036176,         0.015574,         0.051782,        0.0013627
    1,    40,          0.55271,          0.55154,        0.0011703,         0.018572,         0.027759,        0.0078956,                0,         0.028182,         0.012026,         0.010299,                0,         0.036994,         0.015764,         0.048328,        0.0012718
    1,    41,          0.47822,          0.47729,       0.00093341,         0.017436,         0.025823,        0.0090134,                0,         0.025016,         0.011343,         0.011632,                0,          0.03384,         0.015157,         0.041492,        0.0010919
    1,    42,          0.50677,          0.50665,       0.00011613,         0.018581,         0.026605,        0.0074939,                0,         0.028559,         0.012018,        0.0096131,                0,          0.03552,         0.015045,         0.014734,       0.00038773
    1,    43,          0.61256,          0.61252,       4.5588e-05,         0.019606,         0.029253,         0.007991,                0,          0.03006,         0.012684,         0.010017,                0,         0.039187,         0.016401,        0.0083008,       0.00021844
    1,    44,           0.5154,          0.51506,        0.0003431,         0.018349,         0.026825,        0.0071817,                0,         0.028399,          0.01186,        0.0092343,                0,         0.035923,         0.015052,         0.025378,       0.00066785
    1,    45,          0.47877,          0.47679,        0.0019784,         0.016818,         0.025809,        0.0068064,                0,         0.025828,         0.010878,        0.0087417,                0,         0.034595,         0.014446,          0.06084,         0.001601
    1,    46,          0.48979,          0.48601,        0.0037793,         0.018274,         0.026058,         0.007409,                0,         0.028052,          0.01182,        0.0092182,                0,         0.034837,         0.014685,         0.087195,        0.0022946
    1,    47,          0.47622,          0.46913,        0.0070883,          0.01781,         0.025601,        0.0084072,                0,         0.026273,          0.01156,         0.010534,                0,         0.033844,         0.014793,          0.11954,        0.0031459
    1,    48,          0.38492,           0.3764,         0.008512,         0.016091,         0.022932,        0.0075704,                0,          0.02376,         0.010444,         0.009506,                0,         0.030295,         0.013267,          0.13021,        0.0034266
    1,    49,          0.48839,          0.47903,        0.0093577,         0.016447,          0.02587,        0.0069685,                0,         0.024977,         0.010649,        0.0088702,                0,         0.034652,         0.014507,          0.13651,        0.0035924
    1,    50,          0.43803,          0.43082,         0.007214,         0.017057,         0.024533,         0.007132,                0,         0.025989,          0.01104,        0.0091901,                0,         0.032674,         0.013955,          0.12042,         0.003169
    1,    51,          0.35422,          0.34911,        0.0051152,         0.015295,         0.022085,        0.0074981,                0,         0.022312,        0.0099369,        0.0097309,                0,         0.029008,         0.012913,          0.10145,        0.0026698
    1,    52,          0.37239,          0.36996,        0.0024313,         0.015014,         0.022735,        0.0065513,                0,          0.02263,        0.0097272,        0.0082749,                0,         0.030338,         0.012871,         0.069275,         0.001823
    1,    53,          0.49842,          0.49763,       0.00078943,         0.016883,         0.026367,        0.0069457,                0,         0.025827,         0.010924,        0.0088843,                0,         0.035354,         0.014746,         0.038672,        0.0010177
    1,    54,          0.38244,          0.38237,       6.5848e-05,         0.016169,         0.023113,        0.0074935,                0,         0.023977,          0.01049,        0.0095796,                0,         0.030535,         0.013372,        0.0099854,       0.00026277
    1,    55,          0.39317,           0.3931,       6.9539e-05,          0.01624,         0.023435,        0.0076335,                0,         0.023986,          0.01054,        0.0097817,                0,         0.030941,         0.013574,        0.0093262,       0.00024543
    1,    56,          0.39005,           0.3899,        0.0001444,         0.016234,         0.023339,         0.008425,                0,         0.023263,         0.010563,         0.010938,                0,         0.030452,         0.013796,         0.016028,       0.00042179
    1,    57,          0.45648,          0.45634,       0.00013813,         0.016717,          0.02525,        0.0080449,                0,         0.024522,         0.010856,         0.010125,                0,         0.033452,         0.014526,         0.016321,       0.00042949
    1,    58,           0.3758,          0.37511,       0.00069231,          0.01572,         0.022892,        0.0082435,                0,         0.022448,         0.010231,         0.010366,                0,         0.029983,          0.01345,         0.035034,       0.00092195
    1,    59,          0.40548,          0.40414,        0.0013376,         0.016108,         0.023762,        0.0074173,                0,          0.02393,         0.010449,        0.0089683,                0,         0.031629,         0.013532,         0.051746,        0.0013617
    1,    60,          0.33555,          0.33247,        0.0030715,         0.014952,         0.021552,        0.0071291,                0,         0.021993,        0.0097074,        0.0090175,                0,         0.028449,         0.012489,          0.07865,        0.0020697
    1,    61,          0.36551,          0.36318,         0.002334,         0.015526,         0.022525,        0.0065824,                0,         0.023576,         0.010053,        0.0083053,                0,         0.030033,         0.012779,         0.068469,        0.0018018
    1,    62,          0.31625,           0.3148,        0.0014562,         0.014794,         0.020971,        0.0066467,                0,         0.022126,        0.0095909,        0.0083955,                0,         0.027788,         0.012061,         0.053101,        0.0013974
    1,    63,          0.36501,          0.36451,       0.00049757,         0.014961,         0.022567,        0.0064532,                0,         0.022618,        0.0096904,        0.0081883,                0,          0.03012,          0.01277,         0.029407,       0.00077386
    1,    64,          0.28614,          0.28601,       0.00013009,         0.013975,         0.019989,        0.0066354,                0,          0.02058,        0.0090719,        0.0086996,                0,         0.026288,         0.011663,         0.015198,       0.00039994
    1,    65,          0.27941,          0.27908,       0.00032358,         0.013382,         0.019746,         0.007397,                0,         0.018768,        0.0087215,        0.0092792,                0,         0.025755,         0.011678,         0.024438,       0.00064312
    1,    66,          0.28951,          0.28938,       0.00013767,         0.013475,         0.020107,         0.006174,                0,         0.020045,        0.0087397,        0.0077885,                0,         0.026712,           0.0115,         0.013623,        0.0003585
    1,    67,          0.24624,          0.24571,       0.00052959,         0.013167,         0.018528,        0.0064602,                0,         0.019203,        0.0085543,        0.0082985,                0,         0.024295,         0.010864,         0.031287,       0.00082333
    1,    68,          0.23781,          0.23567,        0.0021431,         0.012158,         0.018145,        0.0059351,                0,         0.017758,        0.0078978,         0.007466,                0,         0.023988,         0.010485,          0.06499,        0.0017103
    1,    69,           0.2871,           0.2853,        0.0018034,         0.013466,         0.019964,        0.0056859,                0,         0.020468,        0.0087178,        0.0074847,                0,         0.026587,         0.011357,         0.060266,         0.001586
    1,    70,          0.26961,          0.26899,       0.00062115,         0.013363,         0.019386,        0.0061766,                0,         0.019831,        0.0086692,         0.007838,                0,         0.025666,         0.011168,         0.033069,       0.00087023
    1,    71,          0.21301,          0.21269,       0.00032276,         0.011507,         0.017238,        0.0056427,                0,         0.016786,        0.0074761,        0.0070909,                0,         0.022788,        0.0099598,         0.023022,       0.00060585
    1,    72,          0.20374,          0.20094,        0.0027937,         0.011761,         0.016755,        0.0062952,                0,         0.016681,        0.0076588,        0.0078932,                0,         0.021848,        0.0099136,         0.073889,        0.0019445
    1,    73,          0.21598,          0.21257,        0.0034048,         0.012012,         0.017233,         0.006818,                0,         0.016687,         0.007835,        0.0087397,                0,          0.02226,         0.010333,         0.082764,         0.002178
    1,    74,          0.20461,          0.20329,        0.0013239,         0.011986,         0.016853,        0.0061345,                0,         0.017252,        0.0077954,         0.007703,                0,          0.02205,        0.0099178,         0.049744,         0.001309
    1,    75,          0.22332,          0.22324,       8.6364e-05,         0.012067,          0.01766,        0.0056757,                0,          0.01782,        0.0078319,        0.0075021,                0,         0.023279,          0.01026,         0.012805,       0.00033698
    1,    76,          0.27132,          0.27095,       0.00036411,         0.013365,         0.019456,        0.0065683,                0,         0.019483,        0.0086836,        0.0085189,                0,         0.025572,         0.011364,         0.024878,       0.00065468
    1,    77,          0.18196,          0.18132,       0.00063467,         0.010676,         0.015916,        0.0054536,                0,         0.015377,        0.0069435,        0.0070139,                0,         0.020905,        0.0093064,         0.035181,       0.00092581
    1,    78,           0.2494,          0.24814,        0.0012595,         0.013319,         0.018619,         0.007526,                0,         0.018533,        0.0086862,        0.0091797,                0,         0.024142,         0.011107,         0.050085,         0.001318
    1,    79,          0.14991,          0.14892,       0.00099469,         0.010445,         0.014424,        0.0060933,                0,         0.014362,        0.0068184,         0.007578,                0,         0.018537,        0.0087049,         0.044714,        0.0011767
    1,    80,          0.20767,          0.20695,       0.00072324,         0.011569,         0.017004,        0.0057672,                0,          0.01679,        0.0075192,        0.0073705,                0,         0.022371,        0.0099137,         0.037537,       0.00098781
    1,    81,          0.17454,          0.17443,       0.00010876,         0.010576,         0.015611,        0.0052696,                0,         0.015352,         0.006874,        0.0068217,                0,         0.020522,        0.0091145,         0.014258,       0.00037521
    1,    82,           0.1952,          0.19502,       0.00018248,          0.01243,         0.016506,        0.0078378,                0,         0.016563,        0.0081335,        0.0094777,                0,           0.0209,         0.010126,          0.01593,       0.00041922
    1,    83,          0.16984,          0.16971,       0.00012999,         0.011162,         0.015398,        0.0066551,                0,         0.015219,        0.0072912,        0.0083408,                0,         0.019694,        0.0093451,         0.015527,       0.00040861
    1,    84,           0.1973,          0.19708,       0.00022071,         0.011509,         0.016593,        0.0058746,                0,         0.016581,        0.0074851,         0.007573,                0,         0.021715,        0.0097626,           0.0177,       0.00046579
    1,    85,          0.15953,          0.15929,       0.00023105,         0.010518,         0.014918,        0.0064011,                0,         0.014223,        0.0068748,        0.0078928,                0,         0.019151,        0.0090147,         0.019788,       0.00052073
    1,    86,          0.15326,           0.1531,        0.0001551,         0.010133,         0.014625,        0.0055532,                0,         0.014255,        0.0066026,        0.0073551,                0,         0.018913,        0.0087561,         0.015771,       0.00041504
    1,    87,          0.18618,          0.18615,       3.4263e-05,         0.011439,         0.016127,        0.0059721,                0,         0.016359,        0.0074436,        0.0076183,                0,         0.021021,        0.0095465,        0.0069336,       0.00018246
    1,    88,          0.14109,          0.14098,       0.00010939,         0.010015,         0.014034,        0.0057526,                0,          0.01385,        0.0065343,        0.0072722,                0,         0.018073,        0.0084483,         0.014575,       0.00038356
    1,    89,          0.11918,          0.11915,          2.3e-05,        0.0092291,         0.012902,        0.0053751,                0,         0.012698,        0.0060243,        0.0066232,                0,         0.016638,        0.0077536,        0.0061401,       0.00016158
    1,    90,          0.12266,          0.12218,       0.00048428,        0.0094154,         0.013065,        0.0057662,                0,           0.0127,        0.0061553,        0.0070566,                0,         0.016718,        0.0079249,         0.030688,       0.00080759
    1,    91,          0.16491,          0.16377,        0.0011416,         0.010818,         0.015126,        0.0063712,                0,          0.01482,        0.0070636,        0.0078784,                0,         0.019464,        0.0091143,         0.047693,        0.0012551
    1,    92,          0.14925,          0.14772,        0.0015291,          0.01012,         0.014366,        0.0056482,                0,         0.014145,        0.0065977,        0.0073981,                0,         0.018517,        0.0086382,         0.055481,          0.00146
    1,    93,          0.10686,          0.10572,        0.0011362,        0.0087786,         0.012153,        0.0059151,                0,         0.011356,        0.0057569,        0.0073662,                0,         0.015225,        0.0075304,         0.047839,        0.0012589
    1,    94,          0.10671,          0.10647,       0.00023724,        0.0085072,         0.012196,        0.0050833,                0,         0.011589,        0.0055573,        0.0062523,                0,          0.01573,        0.0073276,         0.021631,       0.00056923
    1,    95,           0.1064,          0.10637,       2.7698e-05,         0.008912,          0.01219,        0.0060083,                0,         0.011525,        0.0058445,        0.0074838,                0,          0.01523,        0.0075712,        0.0067993,       0.00017893
    1,    96,           0.1164,          0.11591,       0.00048924,        0.0093354,         0.012725,        0.0054464,                0,         0.012835,         0.006094,         0.006909,                0,          0.01627,        0.0077264,          0.03103,       0.00081659
    1,    97,          0.10189,          0.10046,        0.0014351,        0.0088855,         0.011847,        0.0062281,                0,         0.011277,        0.0058351,        0.0081692,                0,         0.014373,        0.0075142,         0.052991,        0.0013945
    1,    98,          0.10365,           0.1026,        0.0010493,        0.0082393,         0.011972,        0.0048332,                0,         0.011305,        0.0053793,        0.0062261,                0,          0.01541,        0.0072119,         0.045801,        0.0012053
    1,    99,         0.092184,         0.091385,       0.00079989,        0.0082888,         0.011299,        0.0053461,                0,         0.010937,        0.0054278,         0.006817,                0,         0.014169,        0.0069952,         0.039697,        0.0010447
    1,   100,           0.0963,         0.095973,       0.00032648,        0.0085487,         0.011579,         0.005488,                0,         0.011303,        0.0055971,         0.007193,                0,         0.014429,        0.0072073,         0.025232,         0.000664
    1,   101,         0.091034,         0.090905,       0.00012882,        0.0083981,         0.011269,        0.0050829,                0,         0.011382,        0.0054882,        0.0063461,                0,          0.01432,        0.0068886,          0.01593,       0.00041922
    1,   102,          0.11961,          0.11961,       3.4501e-06,        0.0097324,         0.012927,        0.0060047,                0,         0.013087,         0.006364,        0.0072716,                0,         0.016429,        0.0079001,        0.0021484,       5.6538e-05
    1,   103,          0.11265,          0.11248,       0.00017198,        0.0091369,         0.012536,        0.0058402,                0,         0.012104,        0.0059814,        0.0073501,                0,          0.01581,          0.00772,         0.017395,       0.00045776
    1,   104,          0.14006,          0.13969,       0.00037195,         0.010173,          0.01397,        0.0061453,                0,         0.013799,         0.006648,        0.0076345,                0,         0.017842,        0.0084922,         0.027148,       0.00071443
    1,   105,          0.10964,          0.10917,       0.00047165,        0.0092483,          0.01235,        0.0064149,                0,         0.011798,        0.0060711,        0.0082553,                0,         0.015114,        0.0077899,         0.030615,       0.00080566
    1,   106,         0.096078,         0.095847,       0.00023095,        0.0085002,         0.011572,        0.0058401,                0,         0.010894,        0.0055782,        0.0073086,                0,         0.014365,        0.0072245,         0.021289,       0.00056024
    1,   107,          0.10513,          0.10512,       9.5225e-06,        0.0090462,         0.012119,        0.0056814,                0,         0.012075,        0.0059186,        0.0070819,                0,         0.015294,        0.0074585,        0.0036377,       9.5729e-05
    1,   108,         0.070652,         0.070437,       0.00021506,        0.0073453,          0.00992,        0.0043771,                0,         0.010017,        0.0047979,        0.0054979,                0,          0.01264,        0.0060459,         0.020044,       0.00052747
    1,   109,         0.094925,         0.093937,       0.00098811,        0.0088483,         0.011456,        0.0058581,                0,          0.01154,        0.0057992,        0.0070444,                0,         0.014307,        0.0071171,         0.044629,        0.0011744
    1,   110,          0.10091,         0.099957,       0.00095682,         0.008677,         0.011817,        0.0051345,                0,         0.011865,        0.0056666,        0.0062993,                0,         0.015153,        0.0071508,         0.043848,        0.0011539
    1,   111,         0.089594,         0.089128,       0.00046591,        0.0079175,         0.011159,        0.0047555,                0,         0.010763,        0.0051729,         0.005917,                0,          0.01432,        0.0067458,         0.029614,       0.00077932
    1,   112,         0.088821,          0.08862,       0.00020105,        0.0080088,         0.011127,        0.0049987,                0,         0.010718,        0.0052388,        0.0062106,                0,         0.014161,        0.0067904,         0.019934,       0.00052458
    1,   113,         0.088142,         0.088114,       2.8001e-05,        0.0082456,         0.011095,        0.0050355,                0,         0.011135,        0.0053901,        0.0062569,                0,         0.014095,        0.0067839,        0.0069336,       0.00018246
    1,   114,          0.07169,         0.071452,       0.00023806,         0.007395,        0.0099912,        0.0049609,                0,        0.0095857,        0.0048489,        0.0062373,                0,         0.012436,        0.0062244,         0.021606,       0.00056859
    1,   115,         0.088332,         0.087974,       0.00035803,         0.007993,         0.011086,        0.0048952,                0,         0.010781,        0.0052254,        0.0061994,                0,         0.014104,        0.0067679,         0.026794,       0.00070512
    1,   116,         0.082909,          0.08262,       0.00028949,        0.0078304,         0.010744,        0.0049689,                0,         0.010406,        0.0051249,        0.0061474,                0,         0.013612,        0.0065866,         0.023523,       0.00061902
    1,   117,          0.07877,         0.078634,       0.00013561,        0.0075594,         0.010481,        0.0046114,                0,         0.010213,        0.0049413,        0.0057595,                0,         0.013374,         0.006378,         0.015955,       0.00041986
    1,   118,         0.077314,         0.077249,       6.5326e-05,        0.0074603,         0.010389,        0.0046248,                0,         0.010012,         0.004879,        0.0059497,                0,          0.01316,          0.00637,         0.011255,       0.00029618
    1,   119,         0.069442,         0.069434,       8.2222e-06,        0.0073549,        0.0098491,        0.0049885,                0,        0.0094846,        0.0048244,        0.0061242,                0,          0.01227,        0.0061314,        0.0030396,       7.9988e-05
    1,   120,         0.074918,         0.074911,       6.7983e-06,        0.0074753,          0.01023,        0.0048073,                0,        0.0098765,        0.0048946,         0.006005,                0,         0.012899,        0.0063014,        0.0031494,       8.2879e-05
    1,   121,         0.090558,         0.090556,       2.8964e-06,        0.0081004,         0.011248,        0.0048186,                0,         0.011054,        0.0052909,        0.0062657,                0,         0.014319,        0.0068617,        0.0022461,       5.9108e-05
    1,   122,         0.071504,         0.071496,       8.0933e-06,        0.0071222,        0.0099942,         0.004493,                0,        0.0094885,        0.0046605,        0.0055891,                0,         0.012715,        0.0061013,         0.003125,       8.2237e-05
    1,   123,         0.062741,         0.062732,       9.4548e-06,         0.007002,        0.0093617,         0.004862,                0,        0.0089281,        0.0045967,        0.0061515,                0,         0.011509,        0.0058869,        0.0032104,       8.4486e-05
    1,   124,         0.091159,         0.091103,       5.6253e-05,        0.0084058,         0.011282,        0.0058114,                0,         0.010741,        0.0055174,        0.0073744,                0,         0.013888,        0.0070876,        0.0096191,       0.00025314
    1,   125,         0.077582,          0.07739,       0.00019172,          0.00751,         0.010398,         0.004873,                0,        0.0098832,        0.0049188,        0.0065155,                0,         0.012931,        0.0064823,         0.018726,       0.00049278
    1,   126,         0.080701,         0.080531,       0.00017037,         0.007917,         0.010607,         0.005105,                0,         0.010448,        0.0051842,          0.00647,                0,          0.01327,          0.00658,         0.018408,       0.00048443
    1,   127,         0.068019,         0.068002,       1.7104e-05,        0.0072355,         0.009747,        0.0047791,                0,        0.0094463,        0.0047418,        0.0058596,                0,         0.012231,        0.0060303,        0.0057007,       0.00015002
    1,   128,         0.076182,         0.075963,       0.00021901,         0.007644,         0.010302,        0.0045873,                0,         0.010395,        0.0049941,         0.005997,                0,          0.01301,        0.0063358,         0.020764,       0.00054643
    1,   129,         0.074872,         0.073724,        0.0011477,        0.0076353,         0.010149,        0.0051269,                0,        0.0098929,        0.0050066,        0.0065008,                0,         0.012556,        0.0063524,         0.047754,        0.0012567
    1,   130,         0.073047,         0.071674,        0.0013726,        0.0076455,         0.010007,         0.006353,                0,        0.0088088,        0.0050539,        0.0080824,                0,         0.011466,         0.006516,         0.052368,        0.0013781
    1,   131,         0.092198,         0.091492,       0.00070597,        0.0082153,         0.011306,        0.0050561,                0,         0.011059,        0.0053716,        0.0065482,                0,         0.014292,        0.0069468,         0.037646,        0.0009907
    1,   132,         0.069527,          0.06943,       9.7586e-05,        0.0073911,        0.0098488,        0.0044561,                0,         0.010033,        0.0048296,        0.0054372,                0,         0.012557,        0.0059982,          0.01366,       0.00035946
    1,   133,         0.065833,         0.065821,       1.2419e-05,         0.007308,        0.0095894,        0.0056211,                0,        0.0088262,        0.0048158,        0.0068768,                0,         0.011496,        0.0061242,        0.0047119,         0.000124
    1,   134,         0.079635,         0.079618,       1.7349e-05,        0.0079819,         0.010547,        0.0054844,                0,          0.01023,         0.005238,        0.0066029,                0,         0.013119,        0.0065739,        0.0046875,       0.00012336
    1,   135,         0.070083,         0.070077,       6.2906e-06,         0.007341,        0.0098946,        0.0044839,                0,        0.0099123,        0.0047987,        0.0056906,                0,         0.012525,        0.0060718,        0.0031128,       8.1916e-05
    1,   136,         0.091086,         0.091049,       3.6775e-05,        0.0084588,         0.011278,        0.0073273,                0,        0.0094771,        0.0056015,        0.0099223,                0,         0.012373,        0.0074316,        0.0064331,       0.00016929
    1,   137,         0.085802,         0.085791,        1.096e-05,        0.0082286,         0.010948,         0.005299,                0,         0.010865,        0.0053881,        0.0066332,                0,         0.013716,        0.0067831,        0.0038696,       0.00010183
    1,   138,         0.086201,         0.085987,        0.0002138,        0.0079491,          0.01096,        0.0042932,                0,         0.011239,        0.0051775,        0.0054532,                0,         0.014194,        0.0065492,         0.019849,       0.00052233
    1,   139,         0.066397,         0.065886,       0.00051065,        0.0070014,        0.0095941,        0.0046577,                0,        0.0091107,        0.0045895,        0.0058748,                0,         0.011993,        0.0059559,         0.031946,       0.00084068
    1,   140,         0.083158,         0.082639,       0.00051853,         0.008067,         0.010745,        0.0048022,                0,         0.011005,        0.0052692,        0.0059801,                0,         0.013681,        0.0065538,         0.032263,       0.00084903
    1,   141,         0.081351,         0.080985,       0.00036613,        0.0076718,         0.010637,        0.0046256,                0,         0.010413,         0.005013,        0.0057855,                0,         0.013596,        0.0064604,          0.02699,       0.00071026
    1,   142,          0.06047,         0.060451,       1.8616e-05,        0.0065878,        0.0091899,        0.0039607,                0,        0.0089522,        0.0043043,        0.0052845,                0,         0.011633,        0.0056392,        0.0050049,       0.00013171
    2,     1,         0.086577,         0.086424,       0.00015361,        0.0081503,         0.010988,         0.004563,                0,         0.011379,         0.005314,        0.0057566,                0,         0.014127,         0.006628,         0.017212,       0.00045295
    2,     2,         0.066535,         0.066316,        0.0002193,        0.0073664,        0.0096254,        0.0054691,                0,         0.009074,        0.0048477,         0.006757,                0,         0.011616,        0.0061244,           0.0203,       0.00053422
