epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
        11,  101.271,    0.005,        0.0079907,       6.2172e-05,        0.0080528,      0.00246,      0.00334,      0.00199,            0,      0.00288,      0.00163,       0.0028,            0,      0.00377,      0.00219,      0.00922,     0.000243,        0.0058697,       2.7425e-06,        0.0058725,      0.00208,      0.00289,      0.00167,            0,      0.00245,      0.00137,      0.00242,            0,      0.00324,      0.00189,      0.00199,     5.24e-05
        12,  111.019,    0.005,        0.0081918,       7.1507e-05,        0.0082633,      0.00253,      0.00341,      0.00198,            0,      0.00301,      0.00167,      0.00275,            0,      0.00391,      0.00222,      0.00971,     0.000255,        0.0054664,       2.6498e-06,         0.005469,        0.002,      0.00278,      0.00162,            0,      0.00234,      0.00132,      0.00236,            0,      0.00311,      0.00183,      0.00198,     5.21e-05
        13,  120.860,    0.005,        0.0076595,        4.203e-05,        0.0077015,      0.00242,       0.0033,      0.00191,            0,      0.00288,      0.00159,      0.00268,            0,      0.00376,      0.00215,      0.00712,     0.000187,        0.0051132,       2.4049e-06,        0.0051156,      0.00193,      0.00269,      0.00158,            0,      0.00224,      0.00127,      0.00231,            0,        0.003,      0.00177,      0.00185,     4.87e-05
        14,  130.227,    0.005,        0.0066457,       1.9327e-05,         0.006665,      0.00224,      0.00307,      0.00179,            0,      0.00265,      0.00148,      0.00255,            0,      0.00348,      0.00201,      0.00504,     0.000133,        0.0047293,       2.3287e-06,        0.0047316,      0.00184,      0.00259,      0.00153,            0,      0.00213,      0.00122,      0.00225,            0,      0.00286,       0.0017,      0.00186,     4.88e-05
        15,  140.045,    0.005,        0.0069014,       2.2195e-05,        0.0069236,      0.00229,      0.00313,      0.00189,            0,      0.00265,      0.00151,      0.00267,            0,      0.00349,      0.00205,      0.00556,     0.000146,        0.0044177,       2.1662e-06,        0.0044198,      0.00178,       0.0025,      0.00148,            0,      0.00204,      0.00117,      0.00218,            0,      0.00276,      0.00165,      0.00181,     4.76e-05
        16,  149.679,    0.005,        0.0074863,       4.4186e-05,        0.0075304,      0.00237,      0.00326,      0.00184,            0,      0.00285,      0.00156,      0.00257,            0,      0.00378,      0.00212,      0.00768,     0.000202,        0.0042409,       1.8878e-06,        0.0042427,      0.00174,      0.00245,      0.00145,            0,      0.00199,      0.00115,      0.00214,            0,       0.0027,      0.00161,      0.00169,     4.45e-05
        17,  159.371,    0.005,        0.0061017,       3.4525e-05,        0.0061362,      0.00215,      0.00294,      0.00175,            0,       0.0025,      0.00142,      0.00248,            0,      0.00331,      0.00193,      0.00689,     0.000181,        0.0039738,       1.7376e-06,        0.0039756,      0.00168,      0.00237,      0.00141,            0,      0.00191,      0.00111,      0.00209,            0,      0.00261,      0.00156,      0.00163,     4.29e-05
        18,  169.178,    0.005,        0.0062195,       2.8352e-05,        0.0062478,      0.00216,      0.00297,      0.00176,            0,      0.00251,      0.00142,      0.00248,            0,      0.00335,      0.00194,      0.00564,     0.000149,        0.0037552,       1.5239e-06,        0.0037567,      0.00162,      0.00231,      0.00137,            0,      0.00185,      0.00107,      0.00203,            0,      0.00253,      0.00152,      0.00151,     3.98e-05
        19,  178.842,    0.005,        0.0059471,       2.8844e-05,         0.005976,       0.0021,       0.0029,      0.00172,            0,      0.00244,      0.00139,      0.00246,            0,      0.00325,       0.0019,      0.00625,     0.000164,        0.0035677,       1.3773e-06,        0.0035691,      0.00158,      0.00225,      0.00134,            0,      0.00179,      0.00104,      0.00198,            0,      0.00247,      0.00148,      0.00144,     3.79e-05
        20,  188.613,    0.005,        0.0050187,        1.929e-05,         0.005038,      0.00192,      0.00267,      0.00156,            0,      0.00224,      0.00126,      0.00225,            0,      0.00299,      0.00175,      0.00489,     0.000129,        0.0033486,       1.2276e-06,        0.0033498,      0.00152,      0.00218,       0.0013,            0,      0.00173,      0.00101,      0.00192,            0,      0.00239,      0.00144,      0.00135,     3.56e-05
        21,  198.342,    0.005,        0.0057798,        1.951e-05,        0.0057993,      0.00209,      0.00287,       0.0017,            0,      0.00245,      0.00138,      0.00239,            0,      0.00323,      0.00187,      0.00505,     0.000133,        0.0032066,        1.096e-06,        0.0032077,      0.00149,      0.00213,      0.00127,            0,      0.00169,     0.000985,      0.00188,            0,      0.00233,      0.00141,      0.00129,     3.38e-05
        22,  208.040,    0.005,        0.0051016,        1.869e-05,        0.0051203,      0.00184,      0.00268,      0.00147,            0,      0.00218,      0.00122,      0.00216,            0,      0.00308,      0.00175,      0.00448,     0.000118,        0.0030182,       9.9223e-07,        0.0030192,      0.00144,      0.00207,      0.00123,            0,      0.00163,     0.000951,      0.00183,            0,      0.00226,      0.00136,      0.00122,     3.21e-05
        23,  217.726,    0.005,        0.0053136,       2.0825e-05,        0.0053344,      0.00193,      0.00275,      0.00152,            0,       0.0023,      0.00128,       0.0022,            0,      0.00316,      0.00179,      0.00506,     0.000133,        0.0029275,       8.6911e-07,        0.0029284,      0.00141,      0.00204,      0.00119,            0,       0.0016,     0.000932,      0.00179,            0,      0.00224,      0.00134,      0.00111,     2.92e-05
        24,  227.408,    0.005,        0.0047698,       8.0565e-06,        0.0047778,      0.00184,       0.0026,      0.00143,            0,      0.00221,      0.00121,      0.00211,            0,      0.00298,      0.00169,      0.00335,     8.83e-05,        0.0027851,       7.8568e-07,        0.0027859,      0.00137,      0.00199,      0.00116,            0,      0.00156,     0.000906,      0.00175,            0,      0.00218,      0.00131,      0.00105,     2.77e-05
        25,  237.234,    0.005,        0.0040833,       1.0058e-05,        0.0040934,      0.00172,      0.00241,      0.00142,            0,      0.00199,      0.00114,      0.00207,            0,      0.00267,      0.00158,      0.00376,     9.89e-05,        0.0026422,       7.1261e-07,         0.002643,      0.00133,      0.00194,      0.00113,            0,      0.00151,     0.000879,       0.0017,            0,      0.00212,      0.00128,      0.00101,     2.67e-05
        26,  246.946,    0.005,        0.0038217,        1.398e-05,        0.0038357,      0.00165,      0.00233,      0.00137,            0,      0.00191,      0.00109,      0.00202,            0,      0.00258,      0.00153,      0.00403,     0.000106,        0.0025106,       6.6392e-07,        0.0025113,      0.00129,      0.00189,      0.00109,            0,      0.00146,     0.000852,      0.00166,            0,      0.00207,      0.00124,     0.000977,     2.57e-05
        27,  256.634,    0.005,        0.0039103,       5.0731e-06,        0.0039153,      0.00167,      0.00235,      0.00135,            0,      0.00196,       0.0011,      0.00197,            0,      0.00265,      0.00154,      0.00253,     6.65e-05,        0.0023942,       6.0035e-07,        0.0023948,      0.00125,      0.00184,      0.00106,            0,      0.00143,     0.000828,      0.00162,            0,      0.00202,      0.00121,     0.000931,     2.45e-05
        28,  266.367,    0.005,        0.0037638,       7.0137e-06,        0.0037708,      0.00164,      0.00231,      0.00136,            0,      0.00189,      0.00108,        0.002,            0,      0.00256,      0.00152,      0.00305,     8.03e-05,        0.0022944,       5.3123e-07,        0.0022949,      0.00122,       0.0018,      0.00103,            0,      0.00139,     0.000807,      0.00159,            0,      0.00198,      0.00119,     0.000873,      2.3e-05
        29,  276.172,    0.005,         0.004691,       1.2705e-05,        0.0047037,      0.00181,      0.00258,       0.0014,            0,      0.00218,      0.00119,      0.00207,            0,      0.00296,      0.00168,       0.0038,       0.0001,        0.0022348,         5.18e-07,        0.0022353,       0.0012,      0.00178,      0.00101,            0,      0.00137,     0.000793,      0.00156,            0,      0.00196,      0.00117,     0.000855,     2.25e-05
        30,  285.984,    0.005,        0.0040658,       7.2806e-06,        0.0040731,      0.00169,       0.0024,      0.00134,            0,      0.00201,      0.00112,      0.00199,            0,      0.00272,      0.00157,      0.00295,     7.77e-05,        0.0021702,       4.1532e-07,        0.0021706,      0.00118,      0.00175,     0.000984,            0,      0.00135,     0.000778,      0.00153,            0,      0.00193,      0.00116,     0.000756,     1.99e-05
        31,  295.763,    0.005,        0.0039271,        9.244e-06,        0.0039364,      0.00166,      0.00236,      0.00133,            0,      0.00196,       0.0011,      0.00198,            0,      0.00266,      0.00155,      0.00343,     9.04e-05,        0.0020871,       3.5991e-07,        0.0020874,      0.00115,      0.00172,     0.000958,            0,      0.00132,     0.000759,      0.00151,            0,      0.00189,      0.00113,     0.000691,     1.82e-05
        32,  305.542,    0.005,        0.0035231,       1.0593e-05,        0.0035337,      0.00155,      0.00224,      0.00123,            0,      0.00184,      0.00102,      0.00186,            0,      0.00253,      0.00146,      0.00376,      9.9e-05,        0.0020123,       3.7257e-07,        0.0020126,      0.00112,      0.00169,     0.000934,            0,      0.00129,      0.00074,      0.00148,            0,      0.00186,      0.00111,     0.000714,     1.88e-05
        33,  315.350,    0.005,        0.0033769,       1.2515e-05,        0.0033894,       0.0015,      0.00218,      0.00121,            0,      0.00176,     0.000989,      0.00186,            0,      0.00244,      0.00143,      0.00392,     0.000103,        0.0019339,        3.561e-07,        0.0019342,      0.00109,      0.00166,     0.000911,            0,      0.00126,     0.000722,      0.00146,            0,      0.00182,      0.00109,     0.000699,     1.84e-05
        34,  324.982,    0.005,        0.0040252,       8.8732e-06,        0.0040341,      0.00167,      0.00239,      0.00136,            0,      0.00195,      0.00111,      0.00206,            0,      0.00266,      0.00157,      0.00337,     8.86e-05,        0.0018961,       3.2653e-07,        0.0018964,      0.00108,      0.00164,     0.000899,            0,      0.00124,     0.000713,      0.00144,            0,       0.0018,      0.00108,     0.000662,     1.74e-05
        35,  334.641,    0.005,        0.0036726,         8.83e-06,        0.0036814,      0.00157,      0.00228,       0.0012,            0,      0.00191,      0.00103,      0.00183,            0,      0.00263,      0.00149,       0.0033,     8.69e-05,        0.0018525,        2.899e-07,        0.0018528,      0.00107,      0.00162,     0.000887,            0,      0.00123,     0.000704,      0.00143,            0,      0.00178,      0.00107,     0.000622,     1.64e-05
        36,  344.311,    0.005,         0.003519,       1.3051e-05,        0.0035321,      0.00154,      0.00224,      0.00115,            0,      0.00188,      0.00101,      0.00176,            0,      0.00259,      0.00145,      0.00396,     0.000104,        0.0018032,       2.8764e-07,        0.0018035,      0.00105,       0.0016,     0.000874,            0,      0.00121,     0.000694,      0.00141,            0,      0.00175,      0.00105,     0.000624,     1.64e-05
        37,  354.119,    0.005,        0.0031052,       7.7218e-06,        0.0031129,      0.00141,      0.00207,      0.00113,            0,      0.00165,     0.000929,      0.00178,            0,       0.0023,      0.00136,      0.00313,     8.24e-05,        0.0017363,       2.7272e-07,        0.0017366,      0.00102,      0.00157,     0.000849,            0,      0.00118,     0.000675,      0.00139,            0,      0.00172,      0.00103,     0.000599,     1.58e-05
        38,  363.821,    0.005,        0.0036755,        9.064e-06,        0.0036846,      0.00158,      0.00229,      0.00124,            0,      0.00189,      0.00104,      0.00188,            0,       0.0026,      0.00149,      0.00311,     8.19e-05,        0.0017054,       2.5715e-07,        0.0017056,      0.00101,      0.00156,      0.00084,            0,      0.00116,     0.000667,      0.00137,            0,       0.0017,      0.00103,     0.000581,     1.53e-05
        39,  373.254,    0.005,        0.0031551,       4.8984e-06,          0.00316,      0.00145,      0.00212,      0.00113,            0,      0.00174,     0.000958,      0.00176,            0,      0.00239,      0.00139,      0.00257,     6.76e-05,        0.0016464,        2.549e-07,        0.0016467,     0.000985,      0.00153,     0.000822,            0,      0.00113,     0.000651,      0.00136,            0,      0.00167,      0.00101,     0.000589,     1.55e-05
        40,  381.946,    0.005,        0.0030349,        6.396e-06,        0.0030413,      0.00141,      0.00208,      0.00112,            0,      0.00168,     0.000933,      0.00175,            0,      0.00233,      0.00136,      0.00287,     7.55e-05,        0.0016126,       2.3602e-07,        0.0016128,     0.000974,      0.00151,     0.000816,            0,      0.00112,     0.000644,      0.00135,            0,      0.00165,     0.000998,     0.000557,     1.46e-05
        41,  391.622,    0.005,        0.0034916,       6.7466e-06,        0.0034984,      0.00153,      0.00223,      0.00125,            0,      0.00179,      0.00101,       0.0019,            0,      0.00248,      0.00146,      0.00285,     7.49e-05,        0.0015857,       2.3862e-07,         0.001586,     0.000967,       0.0015,     0.000806,            0,      0.00111,     0.000639,      0.00134,            0,      0.00163,      0.00099,     0.000557,     1.46e-05
        42,  401.287,    0.005,        0.0030731,       1.0059e-05,        0.0030831,      0.00145,      0.00209,      0.00111,            0,      0.00175,     0.000952,      0.00171,            0,      0.00238,      0.00136,      0.00384,     0.000101,        0.0015515,       2.0822e-07,        0.0015517,     0.000949,      0.00148,     0.000793,            0,      0.00109,     0.000627,      0.00133,            0,      0.00161,      0.00098,     0.000516,     1.36e-05
        43,  411.038,    0.005,        0.0027529,       6.1238e-06,         0.002759,      0.00133,      0.00198,      0.00105,            0,      0.00159,      0.00088,      0.00168,            0,      0.00221,       0.0013,      0.00285,     7.49e-05,        0.0015123,       2.1641e-07,        0.0015125,     0.000933,      0.00147,     0.000785,            0,      0.00107,     0.000617,      0.00132,            0,      0.00159,     0.000968,     0.000532,      1.4e-05
        44,  420.887,    0.005,        0.0029548,       7.0886e-06,        0.0029619,      0.00139,      0.00205,      0.00107,            0,      0.00169,     0.000917,      0.00172,            0,      0.00231,      0.00134,      0.00292,     7.67e-05,        0.0014836,       2.1854e-07,        0.0014838,     0.000923,      0.00145,     0.000778,            0,      0.00105,     0.000611,       0.0013,            0,      0.00157,     0.000959,     0.000538,     1.42e-05
        45,  430.729,    0.005,        0.0026265,       5.5229e-06,         0.002632,      0.00129,      0.00193,      0.00102,            0,      0.00154,     0.000854,      0.00165,            0,      0.00215,      0.00127,      0.00266,     7.01e-05,        0.0014435,       2.0411e-07,        0.0014437,     0.000907,      0.00143,     0.000766,            0,      0.00103,       0.0006,      0.00129,            0,      0.00155,     0.000946,     0.000517,     1.36e-05
        46,  440.550,    0.005,        0.0033769,       1.0128e-05,        0.0033871,      0.00146,      0.00218,      0.00115,            0,      0.00174,     0.000965,      0.00185,            0,      0.00245,      0.00143,      0.00343,     9.02e-05,        0.0014303,       1.9842e-07,        0.0014305,     0.000901,      0.00143,     0.000762,            0,      0.00103,     0.000596,      0.00129,            0,      0.00154,     0.000942,     0.000507,     1.33e-05
        47,  450.293,    0.005,          0.00292,       6.5314e-06,        0.0029265,      0.00141,      0.00204,      0.00112,            0,      0.00167,     0.000928,      0.00174,            0,      0.00227,      0.00134,      0.00285,     7.51e-05,        0.0014095,       1.7836e-07,        0.0014096,     0.000895,      0.00141,     0.000756,            0,      0.00102,     0.000592,      0.00128,            0,      0.00153,     0.000935,     0.000484,     1.27e-05
        48,  459.932,    0.005,        0.0027686,       7.9191e-06,        0.0027765,      0.00136,      0.00198,       0.0011,            0,      0.00159,     0.000898,      0.00173,            0,      0.00219,      0.00131,      0.00328,     8.63e-05,         0.001381,        1.711e-07,        0.0013811,      0.00088,       0.0014,     0.000744,            0,        0.001,     0.000582,      0.00127,            0,      0.00151,     0.000926,     0.000479,     1.26e-05
        49,  469.560,    0.005,        0.0025843,       6.5477e-06,        0.0025908,      0.00128,      0.00191,      0.00101,            0,      0.00153,     0.000845,      0.00165,            0,      0.00213,      0.00126,      0.00295,     7.77e-05,        0.0013468,        2.087e-07,        0.0013471,     0.000863,      0.00138,     0.000732,            0,     0.000981,     0.000571,      0.00126,            0,      0.00148,     0.000915,     0.000537,     1.41e-05
        50,  479.228,    0.005,        0.0024707,       6.8532e-06,        0.0024775,      0.00127,      0.00187,      0.00098,            0,      0.00152,     0.000835,       0.0016,            0,      0.00209,      0.00123,      0.00298,     7.84e-05,        0.0013286,       1.9019e-07,        0.0013288,     0.000856,      0.00137,     0.000731,            0,     0.000969,     0.000566,      0.00126,            0,      0.00147,     0.000909,     0.000497,     1.31e-05
