# Step; Sim. Time; t_SCF; t_Grad; Temp; E_Kin; E_Pot; E_Tot; Cons.Qty; Drift
        26;         13.0;    163.7;     53.6;     359.66;    0.064921;     -772.124109;     -772.059188;     -772.094421;      1.02
        27;         13.5;    160.4;     54.0;     359.38;    0.064870;     -772.122719;     -772.057849;     -772.094418;      1.03
        28;         14.0;    129.6;     52.5;     370.19;    0.066823;     -772.123478;     -772.056656;     -772.094458;      0.92
        29;         14.5;    124.8;     50.4;     389.06;    0.070229;     -772.125903;     -772.055674;     -772.094530;      0.72
        30;         15.0;    131.1;     46.3;     410.47;    0.074094;     -772.129000;     -772.054906;     -772.094612;      0.49
        31;         15.5;    144.0;     51.3;     427.62;    0.077188;     -772.131486;     -772.054298;     -772.094692;      0.27
        32;         16.0;    140.2;     54.5;     434.33;    0.078399;     -772.132123;     -772.053724;     -772.094742;      0.13
        33;         16.5;    153.8;     53.9;     427.17;    0.077107;     -772.130135;     -772.053028;     -772.094738;      0.14
        34;         17.0;    150.6;     55.6;     407.36;    0.073532;     -772.125606;     -772.052074;     -772.094664;      0.35
        35;         17.5;    151.4;     52.4;     381.55;    0.068872;     -772.119689;     -772.050817;     -772.094533;      0.71
        36;         18.0;    138.7;     54.4;     360.31;    0.065038;     -772.114391;     -772.049353;     -772.094396;      1.09
        37;         18.5;    128.8;     54.7;     354.06;    0.063910;     -772.111811;     -772.047901;     -772.094330;      1.27
        38;         19.0;    139.5;     52.4;     367.86;    0.066402;     -772.113089;     -772.046687;     -772.094372;      1.16
        39;         19.5;    137.2;     56.4;     398.08;    0.071856;     -772.117700;     -772.045844;     -772.094497;      0.81
        40;         20.0;    167.3;     54.0;     433.85;    0.078313;     -772.123678;     -772.045364;     -772.094646;      0.40
        41;         20.5;    162.8;     54.2;     462.72;    0.083525;     -772.128637;     -772.045112;     -772.094748;      0.12
        42;         21.0;    168.2;     53.6;     476.31;    0.085977;     -772.130885;     -772.044908;     -772.094769;      0.06
        43;         21.5;    171.6;     51.9;     472.91;    0.085364;     -772.129964;     -772.044600;     -772.094718;      0.20
        44;         22.0;    166.6;     54.1;     456.79;    0.082454;     -772.126551;     -772.044097;     -772.094625;      0.46
        45;         22.5;    125.5;     49.5;     435.50;    0.078611;     -772.122002;     -772.043391;     -772.094532;      0.72
        46;         23.0;    168.8;     55.0;     417.25;    0.075318;     -772.117848;     -772.042530;     -772.094458;      0.92
        47;         23.5;    165.0;     51.4;     408.61;    0.073758;     -772.115371;     -772.041613;     -772.094409;      1.06
        48;         24.0;    162.2;     56.8;     412.99;    0.074548;     -772.115329;     -772.040781;     -772.094404;      1.07
        49;         24.5;    169.2;     52.7;     430.15;    0.077646;     -772.117802;     -772.040156;     -772.094442;      0.96
        50;         25.0;    161.1;     54.1;     456.25;    0.082357;     -772.122173;     -772.039816;     -772.094517;      0.76
        51;         25.5;    167.8;     54.5;     484.67;    0.087486;     -772.127251;     -772.039765;     -772.094613;      0.49
        52;         26.0;    162.0;     53.7;     507.53;    0.091614;     -772.131545;     -772.039931;     -772.094706;      0.23
        53;         26.5;    164.4;     54.8;     517.80;    0.093467;     -772.133630;     -772.040164;     -772.094770;      0.06
        54;         27.0;    166.4;     52.8;     511.46;    0.092322;     -772.132601;     -772.040279;     -772.094777;      0.04
        55;         27.5;    152.7;     53.9;     489.53;    0.088363;     -772.128474;     -772.040110;     -772.094707;      0.23
        56;         28.0;    152.9;     54.7;     458.66;    0.082791;     -772.122378;     -772.039586;     -772.094576;      0.59
        57;         28.5;    165.3;     52.2;     429.45;    0.077520;     -772.116301;     -772.038781;     -772.094441;      0.97
        58;         29.0;    160.2;     54.6;     412.31;    0.074425;     -772.112299;     -772.037874;     -772.094367;      1.17
        59;         29.5;    129.9;     53.5;     412.46;    0.074453;     -772.111524;     -772.037071;     -772.094396;      1.09
        60;         30.0;    150.2;     54.2;     427.70;    0.077202;     -772.113689;     -772.036487;     -772.094498;      0.81
        61;         30.5;    151.6;     56.5;     449.81;    0.081195;     -772.117315;     -772.036120;     -772.094608;      0.50
        62;         31.0;    159.6;     54.7;     468.94;    0.084648;     -772.120552;     -772.035904;     -772.094687;      0.28
        63;         31.5;    163.5;     52.3;     478.05;    0.086291;     -772.122007;     -772.035716;     -772.094708;      0.23
        64;         32.0;    163.7;     53.8;     475.16;    0.085770;     -772.121210;     -772.035440;     -772.094668;      0.34
        65;         32.5;    140.1;     53.5;     463.22;    0.083614;     -772.118626;     -772.035011;     -772.094589;      0.56
        66;         33.0;    148.6;     54.5;     448.28;    0.080918;     -772.115347;     -772.034428;     -772.094497;      0.81
        67;         33.5;    161.2;     53.6;     437.20;    0.078918;     -772.112671;     -772.033754;     -772.094419;      1.03
        68;         34.0;    135.9;     55.6;     435.53;    0.078617;     -772.111712;     -772.033095;     -772.094373;      1.16
        69;         34.5;    162.7;     52.4;     446.16;    0.080535;     -772.113112;     -772.032577;     -772.094367;      1.17
        70;         35.0;    155.4;     52.4;     468.54;    0.084576;     -772.116889;     -772.032313;     -772.094402;      1.08
        71;         35.5;    127.4;     54.8;     498.82;    0.090041;     -772.122417;     -772.032376;     -772.094476;      0.87
        72;         36.0;    138.4;     50.4;     530.72;    0.095799;     -772.128560;     -772.032761;     -772.094569;      0.61
        73;         36.5;    160.9;     52.0;     556.93;    0.100530;     -772.133916;     -772.033386;     -772.094653;      0.38
        74;         37.0;    118.4;     54.7;     570.79;    0.103033;     -772.137146;     -772.034113;     -772.094708;      0.23
        75;         37.5;    160.1;     52.3;     568.29;    0.102581;     -772.137358;     -772.034777;     -772.094723;      0.19
        76;         38.0;    162.0;     52.6;     549.59;    0.099206;     -772.134409;     -772.035203;     -772.094677;      0.31
        77;         38.5;    161.5;     52.8;     519.81;    0.093830;     -772.129122;     -772.035292;     -772.094578;      0.59
        78;         39.0;    158.6;     53.6;     487.79;    0.088050;     -772.123110;     -772.035061;     -772.094463;      0.91
        79;         39.5;    138.7;     55.2;     462.89;    0.083555;     -772.118186;     -772.034631;     -772.094386;      1.12
        80;         40.0;    159.0;     53.2;     450.82;    0.081377;     -772.115538;     -772.034161;     -772.094383;      1.13
        81;         40.5;    162.8;     52.6;     451.32;    0.081466;     -772.115225;     -772.033759;     -772.094443;      0.96
        82;         41.0;    162.6;     55.5;     459.08;    0.082867;     -772.116318;     -772.033451;     -772.094524;      0.74
        83;         41.5;    156.3;     53.8;     467.07;    0.084310;     -772.117511;     -772.033202;     -772.094588;      0.56
        84;         42.0;    162.1;     54.8;     469.72;    0.084789;     -772.117727;     -772.032939;     -772.094612;      0.49
        85;         42.5;    163.2;     51.5;     464.79;    0.083898;     -772.116482;     -772.032584;     -772.094592;      0.55
        86;         43.0;    165.4;     54.1;     453.65;    0.081887;     -772.113976;     -772.032089;     -772.094538;      0.70
        87;         43.5;    168.5;     51.6;     440.49;    0.079511;     -772.110963;     -772.031452;     -772.094466;      0.90
        88;         44.0;    165.2;     55.7;     430.66;    0.077737;     -772.108465;     -772.030727;     -772.094400;      1.08
        89;         44.5;    163.2;     52.7;     428.93;    0.077425;     -772.107435;     -772.030010;     -772.094359;      1.20
        90;         45.0;    138.8;     52.8;     438.02;    0.079066;     -772.108479;     -772.029414;     -772.094351;      1.22
        91;         45.5;    155.8;     52.6;     457.76;    0.082629;     -772.111669;     -772.029040;     -772.094378;      1.14
        92;         46.0;    138.8;     53.0;     484.99;    0.087544;     -772.116499;     -772.028955;     -772.094436;      0.98
        93;         46.5;    147.8;     53.9;     514.21;    0.092820;     -772.121987;     -772.029167;     -772.094513;      0.77
        94;         47.0;    149.1;     52.6;     538.92;    0.097279;     -772.126891;     -772.029612;     -772.094588;      0.56
        95;         47.5;    153.0;     53.4;     553.12;    0.099843;     -772.130013;     -772.030170;     -772.094642;      0.41
        96;         48.0;    149.2;     53.5;     553.09;    0.099836;     -772.130524;     -772.030688;     -772.094655;      0.37
        97;         48.5;    153.9;     54.6;     538.72;    0.097244;     -772.128262;     -772.031018;     -772.094617;      0.48
        98;         49.0;    142.7;     46.5;     514.10;    0.092799;     -772.123869;     -772.031070;     -772.094535;      0.71
        99;         49.5;    141.9;     53.6;     486.41;    0.087801;     -772.118649;     -772.030848;     -772.094442;      0.96
       100;         50.0;    148.5;     53.2;     463.17;    0.083605;     -772.114043;     -772.030438;     -772.094382;      1.13
