# Step; Sim. Time; t_SCF; t_Grad; Temp; E_Kin; E_Pot; E_Tot; Cons.Qty; Drift
        76;         38.0;    239.3;     91.6;     538.80;    0.153564;    -1207.339952;    -1207.186388;    -1207.289255;      0.81
        77;         38.5;    257.4;     91.8;     511.29;    0.145725;    -1207.332171;    -1207.186447;    -1207.289145;      1.01
        78;         39.0;    258.0;     91.7;     477.32;    0.136042;    -1207.321993;    -1207.185952;    -1207.288990;      1.28
        79;         39.5;    257.5;     92.1;     445.21;    0.126890;    -1207.311869;    -1207.184979;    -1207.288839;      1.54
        80;         40.0;    256.7;     91.7;     422.57;    0.120436;    -1207.304155;    -1207.183719;    -1207.288741;      1.72
        81;         40.5;    294.9;     92.4;     413.89;    0.117962;    -1207.300380;    -1207.182418;    -1207.288731;      1.73
        82;         41.0;    277.9;     93.3;     419.00;    0.119421;    -1207.300703;    -1207.181282;    -1207.288810;      1.59
        83;         41.5;    259.7;     92.7;     433.35;    0.123511;    -1207.303913;    -1207.180402;    -1207.288931;      1.38
        84;         42.0;    259.3;     92.9;     450.11;    0.128287;    -1207.308045;    -1207.179758;    -1207.289034;      1.20
        85;         42.5;    259.3;     93.0;     463.07;    0.131981;    -1207.311242;    -1207.179261;    -1207.289092;      1.10
        86;         43.0;    257.3;     92.1;     468.59;    0.133555;    -1207.312352;    -1207.178797;    -1207.289099;      1.09
        87;         43.5;    236.0;     91.9;     465.98;    0.132811;    -1207.311064;    -1207.178253;    -1207.289065;      1.15
        88;         44.0;    257.0;     92.9;     457.06;    0.130269;    -1207.307808;    -1207.177539;    -1207.288995;      1.27
        89;         44.5;    292.6;     92.1;     445.65;    0.127016;    -1207.303640;    -1207.176623;    -1207.288895;      1.45
        90;         45.0;    291.6;     91.5;     436.93;    0.124530;    -1207.300100;    -1207.175570;    -1207.288787;      1.63
        91;         45.5;    292.5;     91.4;     436.14;    0.124304;    -1207.298844;    -1207.174540;    -1207.288716;      1.76
        92;         46.0;    293.3;     92.0;     446.37;    0.127222;    -1207.300964;    -1207.173742;    -1207.288722;      1.75
        93;         46.5;    295.2;     92.0;     466.65;    0.133002;    -1207.306338;    -1207.173335;    -1207.288816;      1.58
        94;         47.0;    277.6;     92.3;     491.83;    0.140179;    -1207.313532;    -1207.173353;    -1207.288956;      1.34
        95;         47.5;    258.1;     91.4;     514.72;    0.146702;    -1207.320399;    -1207.173697;    -1207.289079;      1.12
        96;         48.0;    278.3;     91.6;     529.01;    0.150775;    -1207.324975;    -1207.174200;    -1207.289147;      1.00
        97;         48.5;    278.3;     93.2;     531.52;    0.151489;    -1207.326165;    -1207.174677;    -1207.289150;      1.00
        98;         49.0;    241.5;     93.0;     522.81;    0.149008;    -1207.323971;    -1207.174962;    -1207.289094;      1.10
        99;         49.5;    258.2;     94.3;     506.56;    0.144377;    -1207.319343;    -1207.174965;    -1207.288999;      1.26
       100;         50.0;    251.6;     88.5;     488.34;    0.139182;    -1207.313855;    -1207.174673;    -1207.288882;      1.47
