# Step; Sim. Time; t_SCF; t_Grad; Temp; E_Kin; E_Pot; E_Tot; Cons.Qty; Drift
        18;          9.0;    146.3;     43.8;     377.36;    0.068116;     -772.118449;     -772.050333;     -772.073528;      0.25
        19;          9.5;    138.0;     44.2;     414.65;    0.074847;     -772.124479;     -772.049632;     -772.073638;     -0.05
        20;         10.0;    136.1;     47.6;     437.59;    0.078989;     -772.128062;     -772.049074;     -772.073672;     -0.15
        21;         10.5;    144.0;     43.6;     443.79;    0.080108;     -772.128615;     -772.048508;     -772.073640;     -0.06
        22;         11.0;    137.9;     45.5;     436.47;    0.078786;     -772.126621;     -772.047835;     -772.073571;      0.13
        23;         11.5;    139.8;     49.3;     422.00;    0.076175;     -772.123190;     -772.047015;     -772.073493;      0.35
        24;         12.0;    127.6;     43.4;     407.37;    0.073533;     -772.119600;     -772.046067;     -772.073424;      0.54
        25;         12.5;    107.3;     43.7;     398.32;    0.071901;     -772.116965;     -772.045064;     -772.073388;      0.64
        26;         13.0;    142.3;     49.4;     398.51;    0.071934;     -772.116031;     -772.044098;     -772.073385;      0.65
        27;         13.5;    135.9;     43.8;     408.80;    0.073792;     -772.117045;     -772.043253;     -772.073407;      0.58
        28;         14.0;    136.8;     43.5;     427.06;    0.077088;     -772.119703;     -772.042615;     -772.073462;      0.43
        29;         14.5;    146.9;     43.4;     448.52;    0.080961;     -772.123166;     -772.042205;     -772.073541;      0.21
        30;         15.0;    137.0;     44.1;     466.66;    0.084236;     -772.126211;     -772.041975;     -772.073628;     -0.03
        31;         15.5;    140.6;     45.0;     474.93;    0.085729;     -772.127533;     -772.041804;     -772.073695;     -0.21
        32;         16.0;    133.1;     43.8;     468.96;    0.084651;     -772.126175;     -772.041524;     -772.073710;     -0.25
        33;         16.5;    130.5;     44.0;     448.75;    0.081004;     -772.121982;     -772.040978;     -772.073651;     -0.09
        34;         17.0;    133.4;     50.2;     419.86;    0.075788;     -772.115882;     -772.040093;     -772.073527;      0.25
        35;         17.5;    120.2;     39.1;     392.50;    0.070849;     -772.109774;     -772.038926;     -772.073381;      0.66
        36;         18.0;    139.0;     50.9;     377.89;    0.068213;     -772.105878;     -772.037665;     -772.073281;      0.93
        37;         18.5;    144.4;     50.5;     383.00;    0.069134;     -772.105692;     -772.036557;     -772.073284;      0.93
        38;         19.0;    132.0;     50.7;     406.50;    0.073377;     -772.109153;     -772.035776;     -772.073391;      0.63
        39;         19.5;    155.5;     48.3;     439.30;    0.079297;     -772.114643;     -772.035346;     -772.073538;      0.22
        40;         20.0;    148.7;     51.2;     469.44;    0.084738;     -772.119903;     -772.035165;     -772.073647;     -0.08
        41;         20.5;    177.0;     51.1;     488.04;    0.088095;     -772.123182;     -772.035087;     -772.073683;     -0.18
        42;         21.0;    177.8;     51.4;     492.32;    0.088867;     -772.123849;     -772.034982;     -772.073651;     -0.09
        43;         21.5;    173.1;     40.5;     485.12;    0.087568;     -772.122338;     -772.034771;     -772.073581;      0.10
        44;         22.0;    101.5;     41.2;     472.38;    0.085269;     -772.119710;     -772.034441;     -772.073514;      0.29
        45;         22.5;    133.3;     41.2;     460.82;    0.083182;     -772.117198;     -772.034016;     -772.073461;      0.44
        46;         23.0;    128.5;     41.1;     455.94;    0.082301;     -772.115856;     -772.033555;     -772.073419;      0.55
        47;         23.5;    102.5;     41.2;     460.82;    0.083182;     -772.116362;     -772.033180;     -772.073415;      0.56
        48;         24.0;    120.2;     40.9;     476.01;    0.085924;     -772.118907;     -772.032983;     -772.073447;      0.47
        49;         24.5;    101.8;     41.4;     499.00;    0.090074;     -772.123112;     -772.033038;     -772.073511;      0.30
        50;         25.0;    130.0;     41.7;     524.68;    0.094709;     -772.128077;     -772.033368;     -772.073606;      0.03
        51;         25.5;    132.4;     41.4;     546.29;    0.098610;     -772.132507;     -772.033897;     -772.073695;     -0.21
        52;         26.0;    140.1;     41.3;     556.85;    0.100517;     -772.135024;     -772.034508;     -772.073766;     -0.41
        53;         26.5;    121.7;     41.3;     551.62;    0.099571;     -772.134589;     -772.035018;     -772.073786;     -0.47
        54;         27.0;    121.4;     46.0;     530.10;    0.095687;     -772.130937;     -772.035251;     -772.073733;     -0.32
        55;         27.5;    120.9;     41.5;     497.28;    0.089763;     -772.124870;     -772.035107;     -772.073615;      0.01
        56;         28.0;    127.4;     41.3;     462.88;    0.083553;     -772.118164;     -772.034611;     -772.073472;      0.41
        57;         28.5;    112.3;     41.4;     437.97;    0.079057;     -772.112976;     -772.033919;     -772.073369;      0.69
        58;         29.0;    111.0;     41.1;     430.03;    0.077624;     -772.110870;     -772.033246;     -772.073361;      0.71
        59;         29.5;    120.2;     41.8;     439.05;    0.079252;     -772.112005;     -772.032753;     -772.073447;      0.47
        60;         30.0;    121.2;     41.8;     457.67;    0.082614;     -772.115089;     -772.032475;     -772.073571;      0.13
        61;         30.5;    120.3;     41.3;     475.56;    0.085842;     -772.118179;     -772.032337;     -772.073665;     -0.13
        62;         31.0;    113.4;     41.6;     484.82;    0.087514;     -772.119735;     -772.032221;     -772.073693;     -0.21
        63;         31.5;    111.6;     43.9;     483.01;    0.087188;     -772.119213;     -772.032025;     -772.073659;     -0.11
        64;         32.0;    111.3;     41.3;     472.85;    0.085354;     -772.117051;     -772.031696;     -772.073588;      0.08
        65;         32.5;    111.3;     41.5;     460.03;    0.083039;     -772.114277;     -772.031238;     -772.073510;      0.30
        66;         33.0;    112.0;     41.4;     450.81;    0.081376;     -772.112081;     -772.030705;     -772.073444;      0.48
        67;         33.5;    128.8;     41.1;     450.28;    0.081279;     -772.111472;     -772.030193;     -772.073404;      0.59
        68;         34.0;    129.3;     41.2;     461.25;    0.083259;     -772.113076;     -772.029817;     -772.073396;      0.61
        69;         34.5;    128.6;     41.3;     483.71;    0.087314;     -772.117003;     -772.029689;     -772.073423;      0.54
        70;         35.0;    128.4;     41.0;     514.70;    0.092908;     -772.122796;     -772.029888;     -772.073482;      0.38
        71;         35.5;    129.1;     43.3;     548.59;    0.099024;     -772.129459;     -772.030434;     -772.073567;      0.14
        72;         36.0;    129.6;     41.3;     578.10;    0.104352;     -772.135620;     -772.031268;     -772.073659;     -0.11
        73;         36.5;    130.0;     41.3;     596.03;    0.107589;     -772.139843;     -772.032254;     -772.073732;     -0.32
        74;         37.0;    131.2;     41.1;     597.33;    0.107823;     -772.141030;     -772.033207;     -772.073761;     -0.40
        75;         37.5;    130.0;     41.2;     581.11;    0.104896;     -772.138839;     -772.033943;     -772.073726;     -0.30
        76;         38.0;    129.8;     40.8;     551.69;    0.099584;     -772.133923;     -772.034339;     -772.073631;     -0.04
        77;         38.5;    129.3;     42.3;     517.74;    0.093455;     -772.127840;     -772.034385;     -772.073508;      0.30
        78;         39.0;    119.8;     41.1;     489.36;    0.088333;     -772.122519;     -772.034186;     -772.073411;      0.57
        79;         39.5;    119.6;     41.2;     473.72;    0.085510;     -772.119423;     -772.033912;     -772.073387;      0.64
        80;         40.0;    128.7;     41.0;     471.69;    0.085144;     -772.118848;     -772.033703;     -772.073446;      0.48
        81;         40.5;    129.2;     41.0;     477.85;    0.086255;     -772.119849;     -772.033594;     -772.073547;      0.20
        82;         41.0;    129.3;     40.9;     483.89;    0.087345;     -772.120868;     -772.033522;     -772.073629;     -0.03
        83;         41.5;    139.1;     41.2;     483.12;    0.087206;     -772.120598;     -772.033391;     -772.073658;     -0.11
        84;         42.0;    140.3;     40.9;     473.16;    0.085409;     -772.118522;     -772.033113;     -772.073635;     -0.05
        85;         42.5;    111.8;     41.2;     456.02;    0.082315;     -772.114952;     -772.032637;     -772.073577;      0.11
        86;         43.0;    119.3;     43.2;     436.41;    0.078775;     -772.110738;     -772.031962;     -772.073506;      0.31
        87;         43.5;    119.2;     42.2;     419.81;    0.075779;     -772.106913;     -772.031135;     -772.073441;      0.49
        88;         44.0;    109.3;     40.6;     410.93;    0.074177;     -772.104421;     -772.030244;     -772.073396;      0.61
        89;         44.5;    128.1;     40.8;     412.84;    0.074521;     -772.103922;     -772.029400;     -772.073380;      0.66
        90;         45.0;    129.5;     40.9;     426.35;    0.076960;     -772.105675;     -772.028715;     -772.073395;      0.62
        91;         45.5;    136.1;     41.0;     449.66;    0.081168;     -772.109451;     -772.028283;     -772.073441;      0.49
        92;         46.0;    129.0;     41.3;     478.46;    0.086366;     -772.114517;     -772.028151;     -772.073514;      0.29
        93;         46.5;    131.4;     41.1;     506.57;    0.091441;     -772.119739;     -772.028298;     -772.073599;      0.05
        94;         47.0;    119.6;     41.0;     527.34;    0.095190;     -772.123820;     -772.028631;     -772.073671;     -0.15
        95;         47.5;    120.1;     41.2;     535.52;    0.096665;     -772.125668;     -772.029003;     -772.073706;     -0.24
        96;         48.0;    119.9;     41.2;     529.13;    0.095512;     -772.124773;     -772.029261;     -772.073687;     -0.19
        97;         48.5;    119.9;     43.1;     510.70;    0.092186;     -772.121475;     -772.029288;     -772.073613;      0.01
        98;         49.0;    120.4;     43.2;     486.84;    0.087878;     -772.116937;     -772.029059;     -772.073509;      0.30
        99;         49.5;    121.5;     41.0;     465.88;    0.084095;     -772.112742;     -772.028647;     -772.073421;      0.55
       100;         50.0;    125.2;     39.5;     454.19;    0.081986;     -772.110176;     -772.028190;     -772.073399;      0.61
