# Step; Sim. Time; t_SCF; t_Grad; Temp; E_Kin; E_Pot; E_Tot; Cons.Qty; Drift
        23;         11.5;    263.0;     94.2;     467.78;    0.133323;    -1207.381787;    -1207.248464;    -1207.297997;      0.55
        24;         12.0;    263.1;     98.9;     453.38;    0.129219;    -1207.376879;    -1207.247660;    -1207.297892;      0.73
        25;         12.5;    263.3;     94.4;     431.29;    0.122922;    -1207.369390;    -1207.246468;    -1207.297731;      1.01
        26;         13.0;    263.0;     94.4;     409.92;    0.116831;    -1207.361774;    -1207.244943;    -1207.297558;      1.32
        27;         13.5;    262.8;     94.4;     397.54;    0.113304;    -1207.356604;    -1207.243301;    -1207.297452;      1.50
        28;         14.0;    296.3;     94.7;     398.49;    0.113574;    -1207.355381;    -1207.241807;    -1207.297481;      1.45
        29;         14.5;    282.6;     94.8;     410.48;    0.116993;    -1207.357608;    -1207.240615;    -1207.297632;      1.19
        30;         15.0;    263.5;     94.0;     425.44;    0.121254;    -1207.360939;    -1207.239684;    -1207.297820;      0.86
        31;         15.5;    309.6;     94.6;     433.41;    0.123529;    -1207.362355;    -1207.238826;    -1207.297960;      0.61
        32;         16.0;    245.0;     94.5;     427.17;    0.121749;    -1207.359527;    -1207.237778;    -1207.298004;      0.53
        33;         16.5;    244.2;     94.1;     404.83;    0.115382;    -1207.351664;    -1207.236282;    -1207.297936;      0.65
        34;         17.0;    265.5;     95.0;     370.27;    0.105533;    -1207.339706;    -1207.234173;    -1207.297773;      0.94
        35;         17.5;    265.9;     94.6;     331.84;    0.094580;    -1207.326015;    -1207.231435;    -1207.297558;      1.32
        36;         18.0;    263.0;     94.6;     299.91;    0.085480;    -1207.313712;    -1207.228232;    -1207.297356;      1.67
        37;         18.5;    281.9;     94.8;     283.69;    0.080854;    -1207.305725;    -1207.224871;    -1207.297240;      1.88
        38;         19.0;    284.2;     94.9;     287.96;    0.082071;    -1207.303773;    -1207.221702;    -1207.297252;      1.85
        39;         19.5;    285.5;     94.8;     311.06;    0.088657;    -1207.307650;    -1207.218993;    -1207.297377;      1.63
        40;         20.0;    307.9;    100.6;     345.47;    0.098463;    -1207.315312;    -1207.216849;    -1207.297551;      1.33
        41;         20.5;    306.5;     94.7;     381.08;    0.108614;    -1207.323827;    -1207.215213;    -1207.297699;      1.07
        42;         21.0;    305.8;     94.4;     409.24;    0.116639;    -1207.330572;    -1207.213933;    -1207.297780;      0.93
        43;         21.5;    286.3;     94.5;     424.98;    0.121124;    -1207.333944;    -1207.212820;    -1207.297793;      0.90
        44;         22.0;    266.1;     94.5;     427.32;    0.121792;    -1207.333473;    -1207.211681;    -1207.297744;      0.99
        45;         22.5;    264.5;     94.7;     418.70;    0.119335;    -1207.329691;    -1207.210356;    -1207.297638;      1.18
        46;         23.0;    264.1;     94.6;     404.37;    0.115251;    -1207.324020;    -1207.208769;    -1207.297486;      1.44
        47;         23.5;    278.8;     94.5;     391.68;    0.111633;    -1207.318611;    -1207.206977;    -1207.297319;      1.74
        48;         24.0;    284.0;     94.5;     388.20;    0.110642;    -1207.315823;    -1207.205181;    -1207.297200;      1.94
        49;         24.5;    285.2;     94.6;     398.79;    0.113661;    -1207.317311;    -1207.203650;    -1207.297187;      1.97
        50;         25.0;    264.3;     94.5;     422.97;    0.120552;    -1207.323146;    -1207.202594;    -1207.297287;      1.79
        51;         25.5;    244.8;     94.8;     454.52;    0.129544;    -1207.331627;    -1207.202082;    -1207.297457;      1.49
        52;         26.0;    286.8;     94.6;     483.96;    0.137936;    -1207.339949;    -1207.202013;    -1207.297629;      1.19
        53;         26.5;    307.1;     94.7;     502.48;    0.143213;    -1207.345369;    -1207.202157;    -1207.297735;      1.01
        54;         27.0;    286.9;     94.6;     505.14;    0.143970;    -1207.346213;    -1207.202242;    -1207.297743;      0.99
        55;         27.5;    246.1;     94.6;     492.44;    0.140352;    -1207.342388;    -1207.202036;    -1207.297651;      1.15
        56;         28.0;    244.7;     94.4;     470.04;    0.133967;    -1207.335389;    -1207.201422;    -1207.297486;      1.44
        57;         28.5;    245.0;     94.4;     446.94;    0.127385;    -1207.327824;    -1207.200439;    -1207.297299;      1.77
        58;         29.0;    284.7;     95.0;     432.69;    0.123323;    -1207.322613;    -1207.199290;    -1207.297160;      2.02
        59;         29.5;    285.4;     94.2;     434.02;    0.123701;    -1207.321965;    -1207.198264;    -1207.297124;      2.08
        60;         30.0;    282.5;     94.3;     452.22;    0.128888;    -1207.326518;    -1207.197629;    -1207.297206;      1.94
        61;         30.5;    283.0;     94.9;     482.54;    0.137531;    -1207.335059;    -1207.197529;    -1207.297367;      1.65
        62;         31.0;    222.8;     94.7;     516.33;    0.147162;    -1207.345121;    -1207.197959;    -1207.297552;      1.33
        63;         31.5;    283.5;     94.7;     544.95;    0.155318;    -1207.354091;    -1207.198773;    -1207.297692;      1.08
        64;         32.0;    287.4;    100.3;     562.60;    0.160349;    -1207.360116;    -1207.199768;    -1207.297747;      0.99
        65;         32.5;    249.7;     97.0;     567.12;    0.161637;    -1207.362409;    -1207.200772;    -1207.297745;      0.99
        66;         33.0;    269.5;     95.2;     559.70;    0.159521;    -1207.361138;    -1207.201617;    -1207.297694;      1.08
        67;         33.5;    284.8;     95.0;     544.05;    0.155062;    -1207.357249;    -1207.202187;    -1207.297604;      1.24
        68;         34.0;    263.2;     94.0;     525.97;    0.149909;    -1207.352364;    -1207.202455;    -1207.297481;      1.45
        69;         34.5;    282.3;     94.4;     512.33;    0.146020;    -1207.348543;    -1207.202523;    -1207.297365;      1.66
        70;         35.0;    262.1;     93.8;     508.97;    0.145064;    -1207.347669;    -1207.202605;    -1207.297312;      1.75
        71;         35.5;    242.0;     93.7;     518.00;    0.147637;    -1207.350561;    -1207.202925;    -1207.297362;      1.66
        72;         36.0;    282.6;     94.2;     536.09;    0.152792;    -1207.356402;    -1207.203610;    -1207.297506;      1.41
        73;         36.5;    265.3;     94.5;     555.61;    0.158356;    -1207.362966;    -1207.204610;    -1207.297672;      1.12
        74;         37.0;    264.4;     94.0;     567.79;    0.161828;    -1207.367574;    -1207.205746;    -1207.297791;      0.91
        75;         37.5;    262.9;     93.5;     566.18;    0.161369;    -1207.368146;    -1207.206778;    -1207.297830;      0.84
        76;         38.0;    262.6;     93.7;     548.74;    0.156398;    -1207.363860;    -1207.207462;    -1207.297783;      0.92
        77;         38.5;    261.6;     93.0;     518.19;    0.147691;    -1207.355306;    -1207.207615;    -1207.297663;      1.13
        78;         39.0;    241.6;     93.6;     480.99;    0.137087;    -1207.344254;    -1207.207167;    -1207.297501;      1.42
        79;         39.5;    260.3;     92.9;     445.50;    0.126974;    -1207.333162;    -1207.206189;    -1207.297339;      1.70
        80;         40.0;    260.0;     92.9;     419.63;    0.119599;    -1207.324468;    -1207.204869;    -1207.297225;      1.90
        81;         40.5;    258.8;     93.2;     408.24;    0.116355;    -1207.319822;    -1207.203467;    -1207.297200;      1.95
        82;         41.0;    260.8;     94.1;     411.53;    0.117290;    -1207.319494;    -1207.202204;    -1207.297264;      1.83
        83;         41.5;    282.8;     95.1;     425.01;    0.121135;    -1207.322330;    -1207.201196;    -1207.297381;      1.63
        84;         42.0;    303.8;     94.4;     441.75;    0.125904;    -1207.326341;    -1207.200437;    -1207.297496;      1.43
        85;         42.5;    283.6;     94.1;     455.21;    0.129740;    -1207.329576;    -1207.199836;    -1207.297567;      1.30
        86;         43.0;    283.8;     94.9;     461.31;    0.131480;    -1207.330753;    -1207.199273;    -1207.297584;      1.27
        87;         43.5;    259.8;     93.0;     459.07;    0.130840;    -1207.329463;    -1207.198623;    -1207.297548;      1.33
        88;         44.0;    259.1;     93.2;     450.22;    0.128317;    -1207.326113;    -1207.197796;    -1207.297468;      1.48
        89;         44.5;    278.1;     92.9;     438.71;    0.125037;    -1207.321805;    -1207.196768;    -1207.297359;      1.67
        90;         45.0;    293.9;     93.0;     429.95;    0.122542;    -1207.318146;    -1207.195604;    -1207.297246;      1.86
        91;         45.5;    258.1;     93.4;     429.25;    0.122342;    -1207.316812;    -1207.194470;    -1207.297173;      1.99
        92;         46.0;    297.1;     92.9;     439.54;    0.125274;    -1207.318844;    -1207.193570;    -1207.297180;      1.98
        93;         46.5;    298.7;     93.2;     459.66;    0.131008;    -1207.324063;    -1207.193055;    -1207.297270;      1.82
        94;         47.0;    240.7;     93.3;     484.45;    0.138074;    -1207.331026;    -1207.192953;    -1207.297401;      1.59
        95;         47.5;    301.3;     92.8;     506.82;    0.144450;    -1207.337625;    -1207.193176;    -1207.297522;      1.38
        96;         48.0;    301.6;     93.2;     520.55;    0.148364;    -1207.341919;    -1207.193555;    -1207.297593;      1.26
        97;         48.5;    261.9;     93.5;     522.37;    0.148881;    -1207.342773;    -1207.193892;    -1207.297594;      1.25
        98;         49.0;    200.0;     94.0;     512.61;    0.146100;    -1207.340090;    -1207.193990;    -1207.297503;      1.41
        99;         49.5;    245.0;     94.9;     494.71;    0.140999;    -1207.334799;    -1207.193800;    -1207.297393;      1.61
       100;         50.0;    275.8;     93.5;     474.36;    0.135197;    -1207.328488;    -1207.193291;    -1207.297268;      1.83
