epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
       300, 49177.537,    0.005,        0.0011435,       4.2261e-06,        0.0011477,     0.000753,      0.00127,     0.000597,            0,     0.000894,     0.000497,      0.00119,            0,      0.00133,      0.00084,      0.00242,     6.38e-05,       0.00057809,       1.0001e-07,       0.00057819,     0.000381,       0.0009,     0.000356,            0,     0.000404,     0.000253,     0.000946,            0,     0.000856,     0.000601,     0.000315,      8.3e-06
       301, 49327.910,    0.005,        0.0011065,       4.6125e-06,        0.0011111,     0.000703,      0.00121,     0.000565,            0,     0.000827,     0.000464,      0.00116,            0,      0.00126,     0.000807,      0.00252,     6.64e-05,       0.00057334,       9.3867e-08,       0.00057343,     0.000376,     0.000896,     0.000353,            0,     0.000397,      0.00025,     0.000943,            0,     0.000852,     0.000598,     0.000321,     8.45e-06
       302, 49478.039,    0.005,         0.001188,       3.5447e-06,        0.0011916,     0.000781,      0.00129,     0.000639,            0,     0.000909,     0.000516,      0.00121,            0,      0.00136,     0.000855,      0.00215,     5.65e-05,       0.00057547,       1.0288e-07,       0.00057557,     0.000382,     0.000898,     0.000359,            0,     0.000403,     0.000254,     0.000945,            0,     0.000853,     0.000599,     0.000354,     9.31e-06
       303, 49628.373,    0.005,        0.0011588,        3.547e-06,        0.0011624,     0.000755,      0.00127,     0.000601,            0,     0.000894,     0.000498,      0.00118,            0,      0.00135,     0.000844,      0.00217,      5.7e-05,       0.00057565,       1.0784e-07,       0.00057576,     0.000381,     0.000898,     0.000358,            0,     0.000401,     0.000253,     0.000944,            0,     0.000854,     0.000599,     0.000318,     8.36e-06
       304, 49778.543,    0.005,        0.0010501,       3.5578e-06,        0.0010537,     0.000709,      0.00121,     0.000573,            0,     0.000832,     0.000468,      0.00115,            0,      0.00127,     0.000806,       0.0021,     5.52e-05,       0.00057302,       1.0982e-07,       0.00057313,     0.000381,     0.000896,      0.00036,            0,       0.0004,     0.000253,     0.000942,            0,     0.000852,     0.000598,     0.000364,     9.59e-06
       305, 49928.721,    0.005,        0.0011535,        4.908e-06,        0.0011584,     0.000774,      0.00127,     0.000608,            0,     0.000924,      0.00051,      0.00118,            0,      0.00135,     0.000842,      0.00254,     6.69e-05,       0.00057412,       1.0752e-07,       0.00057422,     0.000383,     0.000897,     0.000359,            0,     0.000405,     0.000255,     0.000943,            0,     0.000853,     0.000599,     0.000376,      9.9e-06
       306, 50079.031,    0.005,        0.0011493,       3.1207e-06,        0.0011524,     0.000758,      0.00127,     0.000597,            0,     0.000903,       0.0005,      0.00117,            0,      0.00135,      0.00084,      0.00207,     5.46e-05,       0.00057344,       1.0726e-07,       0.00057355,     0.000383,     0.000896,     0.000357,            0,     0.000407,     0.000254,     0.000942,            0,     0.000853,     0.000598,     0.000376,      9.9e-06
       307, 50229.170,    0.005,        0.0012459,        2.982e-06,        0.0012489,     0.000815,      0.00132,     0.000637,            0,     0.000975,     0.000537,      0.00123,            0,       0.0014,     0.000875,      0.00192,     5.06e-05,       0.00057482,       1.0667e-07,       0.00057493,     0.000382,     0.000897,     0.000357,            0,     0.000405,     0.000254,     0.000942,            0,     0.000855,     0.000599,     0.000313,     8.24e-06
       308, 50379.543,    0.005,        0.0011768,       5.6341e-06,        0.0011825,     0.000795,      0.00128,     0.000641,            0,     0.000933,     0.000525,       0.0012,            0,      0.00136,     0.000851,      0.00259,     6.83e-05,       0.00057248,       1.1105e-07,       0.00057259,     0.000382,     0.000895,     0.000359,            0,     0.000403,     0.000254,     0.000943,            0,     0.000851,     0.000598,     0.000366,     9.64e-06
       309, 50529.779,    0.005,        0.0010305,       3.6463e-06,        0.0010341,     0.000699,       0.0012,     0.000583,            0,     0.000803,     0.000462,      0.00116,            0,      0.00123,     0.000799,      0.00202,     5.32e-05,       0.00057158,       1.2136e-07,        0.0005717,     0.000376,     0.000895,     0.000351,            0,     0.000398,      0.00025,     0.000941,            0,     0.000851,     0.000597,     0.000322,     8.48e-06
       310, 50680.140,    0.005,        0.0012204,       3.4376e-06,        0.0012239,     0.000793,      0.00131,     0.000622,            0,     0.000948,     0.000523,      0.00119,            0,       0.0014,     0.000865,      0.00211,     5.55e-05,       0.00056965,        1.074e-07,       0.00056976,     0.000378,     0.000893,     0.000356,            0,     0.000397,     0.000251,     0.000941,            0,     0.000848,     0.000596,     0.000301,     7.93e-06
       311, 50830.301,    0.005,        0.0012704,         5.45e-06,        0.0012759,     0.000832,      0.00133,     0.000671,            0,     0.000976,     0.000549,      0.00124,            0,      0.00141,     0.000884,      0.00267,     7.02e-05,       0.00057084,       1.1821e-07,       0.00057095,     0.000379,     0.000894,     0.000355,            0,     0.000401,     0.000252,     0.000941,            0,      0.00085,     0.000597,     0.000365,     9.62e-06
       312, 50980.473,    0.005,        0.0012545,       6.0629e-06,        0.0012606,     0.000829,      0.00132,     0.000664,            0,     0.000977,     0.000547,      0.00123,            0,      0.00139,     0.000875,      0.00264,     6.94e-05,       0.00057147,       1.1093e-07,       0.00057158,     0.000382,     0.000895,     0.000356,            0,     0.000406,     0.000254,     0.000941,            0,     0.000851,     0.000597,     0.000389,     1.02e-05
       313, 51130.752,    0.005,        0.0010196,       4.5968e-06,        0.0010241,     0.000709,      0.00119,     0.000585,            0,      0.00082,     0.000468,      0.00114,            0,      0.00124,     0.000793,      0.00249,     6.54e-05,       0.00056756,       1.1401e-07,       0.00056768,     0.000378,     0.000892,     0.000354,            0,       0.0004,     0.000251,     0.000939,            0,     0.000847,     0.000595,     0.000387,     1.02e-05
       314, 51280.808,    0.005,        0.0010466,       4.5832e-06,        0.0010511,      0.00071,      0.00121,     0.000565,            0,      0.00084,     0.000469,      0.00114,            0,      0.00127,     0.000804,      0.00243,     6.39e-05,       0.00056684,       9.8332e-08,       0.00056694,     0.000374,     0.000891,     0.000348,            0,     0.000397,     0.000248,     0.000939,            0,     0.000846,     0.000595,     0.000354,      9.3e-06
       315, 51431.118,    0.005,        0.0010323,        3.039e-06,        0.0010353,      0.00071,       0.0012,     0.000588,            0,      0.00082,     0.000469,      0.00115,            0,      0.00124,     0.000799,      0.00196,     5.17e-05,       0.00056411,        1.008e-07,       0.00056421,     0.000373,     0.000889,     0.000349,            0,     0.000394,     0.000248,     0.000937,            0,     0.000843,     0.000593,     0.000358,     9.43e-06
       316, 51581.230,    0.005,         0.001208,       5.4024e-06,        0.0012134,      0.00078,       0.0013,     0.000625,            0,      0.00092,     0.000515,      0.00121,            0,      0.00138,     0.000862,      0.00257,     6.76e-05,       0.00057158,       1.0333e-07,       0.00057168,     0.000374,     0.000895,     0.000347,            0,     0.000398,     0.000248,      0.00094,            0,     0.000852,     0.000597,     0.000329,     8.65e-06
       317, 51731.616,    0.005,        0.0010642,       2.6938e-06,        0.0010669,     0.000719,      0.00122,     0.000594,            0,     0.000832,     0.000475,      0.00118,            0,      0.00125,     0.000811,      0.00176,     4.64e-05,       0.00056817,       9.3135e-08,       0.00056826,      0.00037,     0.000892,     0.000345,            0,     0.000392,     0.000246,      0.00094,            0,     0.000846,     0.000596,     0.000306,     8.06e-06
       318, 51881.767,    0.005,         0.001272,       4.2415e-06,        0.0012763,     0.000834,      0.00133,     0.000642,            0,      0.00101,      0.00055,       0.0012,            0,      0.00144,     0.000882,      0.00225,     5.92e-05,       0.00056666,       1.1001e-07,       0.00056677,     0.000375,     0.000891,     0.000348,            0,     0.000399,     0.000249,     0.000938,            0,     0.000847,     0.000595,     0.000349,     9.19e-06
       319, 52031.997,    0.005,        0.0011214,       4.6734e-06,        0.0011261,     0.000737,      0.00125,     0.000588,            0,      0.00087,     0.000486,      0.00118,            0,      0.00132,     0.000832,      0.00244,     6.43e-05,       0.00056417,       1.1748e-07,       0.00056429,     0.000374,     0.000889,      0.00035,            0,     0.000396,     0.000249,     0.000936,            0,     0.000844,     0.000593,     0.000364,     9.58e-06
       320, 52182.330,    0.005,        0.0012302,       5.4502e-06,        0.0012356,     0.000789,      0.00131,     0.000618,            0,     0.000943,      0.00052,       0.0012,            0,       0.0014,     0.000868,      0.00278,     7.31e-05,       0.00056617,       1.0814e-07,       0.00056628,     0.000375,      0.00089,     0.000351,            0,     0.000397,     0.000249,     0.000937,            0,     0.000846,     0.000594,     0.000324,     8.52e-06
       321, 52332.909,    0.005,        0.0012244,       4.6224e-06,         0.001229,     0.000806,      0.00131,     0.000627,            0,     0.000968,     0.000532,      0.00119,            0,      0.00141,     0.000866,      0.00241,     6.35e-05,        0.0005653,        1.135e-07,       0.00056542,     0.000378,      0.00089,     0.000354,            0,     0.000399,     0.000251,     0.000937,            0,     0.000845,     0.000594,     0.000334,     8.78e-06
       322, 52483.284,    0.005,        0.0010433,       4.8107e-06,        0.0010481,      0.00071,      0.00121,     0.000571,            0,     0.000836,     0.000469,      0.00115,            0,      0.00126,     0.000803,      0.00237,     6.25e-05,       0.00056158,       1.0743e-07,       0.00056169,     0.000374,     0.000887,      0.00035,            0,     0.000396,     0.000249,     0.000935,            0,     0.000841,     0.000592,      0.00034,     8.94e-06
       323, 52633.441,    0.005,        0.0010099,       3.1928e-06,        0.0010131,     0.000684,      0.00119,      0.00056,            0,     0.000796,     0.000452,      0.00114,            0,      0.00123,      0.00079,        0.002,     5.26e-05,       0.00056249,       1.2039e-07,       0.00056261,     0.000373,     0.000888,     0.000351,            0,     0.000394,     0.000248,     0.000935,            0,     0.000842,     0.000593,     0.000324,     8.53e-06
       324, 52783.881,    0.005,        0.0010416,       4.1182e-06,        0.0010457,      0.00072,      0.00121,     0.000587,            0,     0.000839,     0.000475,      0.00115,            0,      0.00126,     0.000802,      0.00231,     6.08e-05,       0.00055953,       1.0013e-07,       0.00055963,     0.000373,     0.000885,     0.000349,            0,     0.000395,     0.000248,     0.000933,            0,      0.00084,     0.000591,     0.000333,     8.77e-06
       325, 52934.028,    0.005,        0.0014467,       6.8204e-06,        0.0014535,     0.000895,      0.00142,      0.00068,            0,      0.00109,      0.00059,      0.00123,            0,      0.00157,     0.000936,      0.00293,     7.72e-05,       0.00057092,       1.2617e-07,       0.00057105,     0.000385,     0.000894,     0.000352,            0,     0.000414,     0.000255,     0.000935,            0,     0.000855,     0.000597,     0.000399,     1.05e-05
       326, 53084.167,    0.005,        0.0011598,       4.8954e-06,        0.0011647,     0.000783,      0.00127,     0.000595,            0,     0.000953,     0.000516,      0.00114,            0,      0.00138,     0.000842,      0.00255,      6.7e-05,       0.00056392,       1.0576e-07,       0.00056403,     0.000381,     0.000889,     0.000355,            0,     0.000404,     0.000253,     0.000933,            0,     0.000847,     0.000593,     0.000348,     9.16e-06
       327, 53234.459,    0.005,        0.0012275,       3.6355e-06,        0.0012312,     0.000772,      0.00131,     0.000591,            0,     0.000936,     0.000509,      0.00116,            0,      0.00144,     0.000864,      0.00219,     5.76e-05,       0.00056465,       9.0279e-08,       0.00056474,     0.000377,     0.000889,     0.000349,            0,     0.000402,      0.00025,     0.000933,            0,     0.000848,     0.000594,     0.000314,     8.26e-06
       328, 53384.642,    0.005,        0.0012521,       5.0146e-06,        0.0012572,     0.000794,      0.00132,     0.000586,            0,     0.000982,     0.000523,      0.00117,            0,      0.00145,     0.000872,      0.00251,      6.6e-05,       0.00056338,       9.0545e-08,       0.00056347,     0.000369,     0.000888,     0.000343,            0,     0.000391,     0.000245,     0.000935,            0,     0.000844,     0.000593,     0.000281,      7.4e-06
       329, 53535.008,    0.005,        0.0011406,       3.6965e-06,        0.0011443,     0.000772,      0.00126,     0.000618,            0,     0.000911,     0.000509,      0.00117,            0,      0.00134,     0.000837,      0.00204,     5.36e-05,       0.00055814,       1.0537e-07,       0.00055824,     0.000371,     0.000884,     0.000349,            0,     0.000391,     0.000247,     0.000932,            0,     0.000839,      0.00059,     0.000359,     9.46e-06
       330, 53685.144,    0.005,        0.0011144,       6.2003e-06,        0.0011206,     0.000766,      0.00125,     0.000616,            0,     0.000901,     0.000506,      0.00116,            0,      0.00132,     0.000828,      0.00278,     7.31e-05,       0.00055786,       1.2304e-07,       0.00055798,     0.000376,     0.000884,     0.000354,            0,     0.000397,      0.00025,     0.000932,            0,     0.000838,      0.00059,     0.000373,     9.83e-06
       331, 53837.138,    0.005,        0.0010086,       2.1904e-06,        0.0010108,     0.000685,      0.00119,     0.000564,            0,     0.000793,     0.000452,      0.00115,            0,      0.00122,      0.00079,      0.00171,     4.49e-05,       0.00055778,       1.0686e-07,       0.00055788,     0.000371,     0.000884,     0.000347,            0,     0.000392,     0.000246,     0.000931,            0,     0.000839,      0.00059,     0.000351,     9.24e-06
       332, 53989.345,    0.005,        0.0010814,       4.2741e-06,        0.0010857,     0.000737,      0.00123,     0.000602,            0,     0.000858,     0.000487,      0.00117,            0,      0.00128,     0.000817,      0.00243,     6.39e-05,       0.00055846,       1.1332e-07,       0.00055857,     0.000374,     0.000884,     0.000349,            0,     0.000397,     0.000249,      0.00093,            0,     0.000841,      0.00059,     0.000325,     8.55e-06
       333, 54142.889,    0.005,        0.0011209,       4.6434e-06,        0.0011255,     0.000777,      0.00125,     0.000608,            0,     0.000929,     0.000512,      0.00114,            0,      0.00134,     0.000829,      0.00239,     6.29e-05,       0.00055845,       1.2143e-07,       0.00055857,     0.000381,     0.000884,     0.000356,            0,     0.000404,     0.000253,      0.00093,            0,     0.000842,      0.00059,     0.000426,     1.12e-05
       334, 54295.619,    0.005,        0.0012897,        7.275e-06,         0.001297,     0.000802,      0.00134,     0.000625,            0,      0.00096,     0.000529,      0.00121,            0,      0.00145,     0.000888,       0.0028,     7.38e-05,        0.0005611,       1.1793e-07,       0.00056121,     0.000372,     0.000886,     0.000345,            0,     0.000397,     0.000247,     0.000932,            0,     0.000844,     0.000592,     0.000322,     8.47e-06
       335, 54449.716,    0.005,        0.0011234,       2.3363e-06,        0.0011257,     0.000752,      0.00125,     0.000596,            0,     0.000893,     0.000496,      0.00118,            0,      0.00132,     0.000832,      0.00174,     4.59e-05,       0.00055577,       1.0636e-07,       0.00055587,     0.000374,     0.000882,     0.000353,            0,     0.000393,     0.000249,      0.00093,            0,     0.000836,     0.000589,     0.000334,     8.79e-06
       336, 54602.988,    0.005,        0.0010819,       3.9531e-06,        0.0010859,     0.000745,      0.00123,      0.00063,            0,     0.000849,     0.000493,      0.00118,            0,      0.00127,     0.000818,      0.00226,     5.96e-05,       0.00055282,       1.1433e-07,       0.00055294,     0.000374,      0.00088,     0.000353,            0,     0.000392,     0.000248,     0.000928,            0,     0.000834,     0.000587,     0.000372,     9.79e-06
       337, 54755.779,    0.005,        0.0011051,       3.2561e-06,        0.0011083,      0.00074,      0.00124,      0.00059,            0,     0.000875,     0.000488,      0.00117,            0,      0.00131,     0.000825,      0.00204,     5.38e-05,       0.00055519,       9.9681e-08,       0.00055529,     0.000367,     0.000882,     0.000342,            0,      0.00039,     0.000244,     0.000928,            0,     0.000838,     0.000589,     0.000291,     7.67e-06
       338, 54909.305,    0.005,       0.00097275,       2.8844e-06,       0.00097563,     0.000675,      0.00117,     0.000558,            0,     0.000781,     0.000446,      0.00114,            0,      0.00119,     0.000776,      0.00188,     4.95e-05,       0.00055382,       1.0666e-07,       0.00055393,     0.000367,     0.000881,     0.000343,            0,     0.000388,     0.000244,     0.000927,            0,     0.000837,     0.000588,     0.000316,     8.33e-06
       339, 55061.006,    0.005,        0.0010969,        5.345e-06,        0.0011022,     0.000729,      0.00124,     0.000576,            0,     0.000866,     0.000481,      0.00115,            0,      0.00131,     0.000821,      0.00251,     6.61e-05,         0.000553,        1.375e-07,       0.00055314,     0.000367,      0.00088,     0.000346,            0,     0.000387,     0.000244,     0.000927,            0,     0.000835,     0.000588,     0.000337,     8.87e-06
       340, 55213.187,    0.005,         0.001193,       8.3724e-06,        0.0012014,     0.000809,      0.00129,     0.000647,            0,     0.000955,     0.000534,      0.00119,            0,      0.00137,     0.000856,      0.00337,     8.88e-05,       0.00055246,       1.3082e-07,       0.00055259,     0.000375,      0.00088,     0.000355,            0,     0.000392,     0.000249,     0.000929,            0,     0.000833,     0.000587,     0.000329,     8.66e-06
       341, 55366.292,    0.005,        0.0011979,       5.2787e-06,        0.0012032,     0.000819,      0.00129,     0.000649,            0,     0.000971,      0.00054,      0.00117,            0,       0.0014,     0.000856,      0.00254,     6.67e-05,       0.00055182,       1.3091e-07,       0.00055196,     0.000375,     0.000879,     0.000354,            0,     0.000394,      0.00025,     0.000928,            0,     0.000833,     0.000587,     0.000414,     1.09e-05
       342, 55523.090,    0.005,        0.0010512,       7.5436e-06,        0.0010587,     0.000724,      0.00121,     0.000592,            0,     0.000843,     0.000478,      0.00114,            0,      0.00127,     0.000805,      0.00307,     8.08e-05,       0.00055142,       1.1886e-07,       0.00055154,     0.000371,     0.000879,     0.000351,            0,     0.000389,     0.000247,     0.000928,            0,     0.000832,     0.000587,     0.000415,     1.09e-05
       343, 55676.090,    0.005,        0.0010647,       5.5235e-06,        0.0010702,     0.000732,      0.00122,     0.000596,            0,     0.000855,     0.000484,      0.00115,            0,      0.00128,     0.000811,      0.00253,     6.66e-05,       0.00055162,       1.1289e-07,       0.00055174,     0.000371,     0.000879,      0.00035,            0,      0.00039,     0.000247,     0.000927,            0,     0.000833,     0.000587,     0.000359,     9.46e-06
       344, 55828.138,    0.005,        0.0011031,       6.2497e-06,        0.0011094,     0.000765,      0.00124,     0.000614,            0,     0.000901,     0.000505,      0.00116,            0,      0.00131,     0.000824,      0.00282,     7.42e-05,       0.00055177,       1.1882e-07,       0.00055189,     0.000371,     0.000879,     0.000346,            0,     0.000392,     0.000246,     0.000926,            0,     0.000835,     0.000587,     0.000341,     8.98e-06
       345, 55980.900,    0.005,        0.0010158,       3.3509e-06,        0.0010191,     0.000678,      0.00119,      0.00054,            0,     0.000802,     0.000447,      0.00113,            0,      0.00124,     0.000791,      0.00204,     5.36e-05,       0.00054998,       8.2115e-08,       0.00055006,     0.000364,     0.000878,     0.000342,            0,     0.000384,     0.000242,     0.000926,            0,     0.000832,     0.000586,      0.00028,     7.37e-06
       346, 56133.526,    0.005,        0.0013912,       7.0763e-06,        0.0013983,     0.000899,       0.0014,     0.000688,            0,      0.00109,     0.000592,      0.00122,            0,      0.00154,     0.000918,      0.00309,     8.13e-05,       0.00055862,       1.0615e-07,       0.00055873,     0.000376,     0.000885,     0.000347,            0,     0.000402,      0.00025,     0.000928,            0,     0.000844,      0.00059,     0.000342,     9.01e-06
       347, 56285.367,    0.005,        0.0012137,       5.0099e-06,        0.0012188,     0.000798,       0.0013,     0.000648,            0,     0.000933,     0.000527,      0.00122,            0,      0.00137,     0.000863,      0.00236,     6.21e-05,       0.00055413,       1.2425e-07,       0.00055426,     0.000375,     0.000881,     0.000351,            0,     0.000397,     0.000249,     0.000928,            0,     0.000836,     0.000588,     0.000317,     8.35e-06
       348, 56437.421,    0.005,        0.0012026,       6.0667e-06,        0.0012087,     0.000795,       0.0013,     0.000618,            0,     0.000955,     0.000524,      0.00116,            0,      0.00141,     0.000856,      0.00287,     7.55e-05,       0.00055105,       1.0834e-07,       0.00055116,      0.00037,     0.000878,     0.000348,            0,     0.000391,     0.000246,     0.000927,            0,     0.000833,     0.000586,     0.000365,     9.61e-06
       349, 56590.695,    0.005,        0.0010445,        4.119e-06,        0.0010486,     0.000713,      0.00121,     0.000587,            0,     0.000827,     0.000471,      0.00116,            0,      0.00125,     0.000804,      0.00221,     5.81e-05,       0.00055117,       9.2587e-08,       0.00055126,     0.000366,     0.000879,     0.000342,            0,     0.000388,     0.000243,     0.000926,            0,     0.000833,     0.000587,      0.00031,     8.16e-06
       350, 56741.870,    0.005,        0.0010164,       4.7893e-06,        0.0010212,     0.000721,      0.00119,     0.000596,            0,     0.000832,     0.000476,      0.00115,            0,      0.00122,     0.000792,      0.00249,     6.56e-05,       0.00054699,        1.173e-07,        0.0005471,     0.000368,     0.000875,     0.000346,            0,     0.000388,     0.000245,     0.000924,            0,     0.000829,     0.000584,     0.000402,     1.06e-05
       351, 56893.338,    0.005,        0.0010992,       5.1165e-06,        0.0011043,      0.00075,      0.00124,     0.000608,            0,     0.000877,     0.000495,      0.00117,            0,       0.0013,     0.000823,      0.00269,     7.07e-05,       0.00054706,       1.1421e-07,       0.00054717,     0.000366,     0.000875,     0.000345,            0,     0.000386,     0.000243,     0.000924,            0,     0.000829,     0.000584,     0.000358,     9.42e-06
       352, 57044.908,    0.005,        0.0010223,       3.8669e-06,        0.0010262,      0.00071,       0.0012,     0.000579,            0,     0.000828,     0.000469,      0.00114,            0,      0.00124,     0.000795,      0.00214,     5.62e-05,       0.00054647,       1.0025e-07,       0.00054657,     0.000365,     0.000875,     0.000342,            0,     0.000386,     0.000243,     0.000923,            0,     0.000829,     0.000584,     0.000308,     8.11e-06
       353, 57196.940,    0.005,        0.0011158,       4.3747e-06,        0.0011202,     0.000738,      0.00123,     0.000585,            0,     0.000876,     0.000487,      0.00116,            0,       0.0013,     0.000818,      0.00237,     6.24e-05,       0.00055005,       9.7886e-08,       0.00055015,     0.000364,     0.000878,     0.000339,            0,     0.000386,     0.000242,     0.000924,            0,     0.000834,     0.000586,     0.000302,     7.95e-06
       354, 57348.719,    0.005,        0.0014249,       5.6153e-06,        0.0014305,     0.000883,      0.00141,     0.000696,            0,      0.00105,     0.000582,      0.00125,            0,      0.00154,     0.000931,      0.00268,     7.05e-05,       0.00055258,       1.0168e-07,       0.00055269,     0.000378,      0.00088,     0.000351,            0,     0.000402,     0.000251,     0.000925,            0,     0.000837,     0.000587,     0.000327,      8.6e-06
       355, 57501.452,    0.005,        0.0012022,       6.6331e-06,        0.0012088,     0.000781,      0.00127,     0.000591,            0,     0.000951,     0.000514,      0.00112,            0,      0.00139,     0.000837,      0.00288,     7.58e-05,       0.00055063,       8.5112e-08,       0.00055071,     0.000372,     0.000878,     0.000345,            0,     0.000397,     0.000247,     0.000923,            0,     0.000836,     0.000586,      0.00033,     8.69e-06
       356, 57653.056,    0.005,         0.001042,       4.3721e-06,        0.0010464,     0.000746,      0.00121,     0.000626,            0,     0.000855,     0.000493,      0.00116,            0,      0.00125,     0.000803,      0.00239,     6.29e-05,       0.00054571,       1.3237e-07,       0.00054584,     0.000373,     0.000874,     0.000349,            0,     0.000394,     0.000248,      0.00092,            0,     0.000831,     0.000584,     0.000427,     1.12e-05
       357, 57805.511,    0.005,        0.0010381,       6.0452e-06,        0.0010441,     0.000685,      0.00118,     0.000568,            0,     0.000789,     0.000452,      0.00115,            0,      0.00121,     0.000786,      0.00269,     7.09e-05,       0.00054408,       9.1463e-08,       0.00054417,     0.000358,     0.000873,     0.000335,            0,     0.000379,     0.000238,      0.00092,            0,     0.000828,     0.000583,      0.00031,     8.16e-06
       358, 57957.776,    0.005,        0.0010748,       5.2534e-06,          0.00108,     0.000762,      0.00123,     0.000628,            0,     0.000882,     0.000503,      0.00117,            0,      0.00128,     0.000815,      0.00266,        7e-05,       0.00054151,       1.2917e-07,       0.00054164,     0.000368,     0.000871,     0.000348,            0,     0.000386,     0.000244,     0.000919,            0,     0.000825,     0.000581,     0.000424,     1.12e-05
       359, 58109.415,    0.005,        0.0011258,       4.8465e-06,        0.0011306,     0.000761,      0.00126,       0.0006,            0,     0.000906,     0.000502,      0.00117,            0,      0.00132,     0.000833,      0.00253,     6.65e-05,       0.00054238,       1.1426e-07,        0.0005425,     0.000363,     0.000872,     0.000341,            0,     0.000384,     0.000242,      0.00092,            0,     0.000825,     0.000582,     0.000388,     1.02e-05
       360, 58260.786,    0.005,        0.0010529,       4.0329e-06,        0.0010569,      0.00073,      0.00121,     0.000584,            0,     0.000861,     0.000482,      0.00113,            0,      0.00128,     0.000805,      0.00236,     6.21e-05,       0.00054054,       1.0367e-07,       0.00054065,     0.000363,      0.00087,     0.000343,            0,     0.000381,     0.000242,     0.000919,            0,     0.000824,     0.000581,     0.000346,     9.09e-06
       361, 58412.085,    0.005,        0.0011056,         3.29e-06,        0.0011088,     0.000772,      0.00124,     0.000625,            0,     0.000904,     0.000509,      0.00116,            0,      0.00131,     0.000825,      0.00215,     5.65e-05,       0.00054282,        1.157e-07,       0.00054294,     0.000369,     0.000872,     0.000346,            0,      0.00039,     0.000245,      0.00092,            0,     0.000826,     0.000582,     0.000385,     1.01e-05
       362, 58564.210,    0.005,       0.00097992,       6.4211e-06,       0.00098634,     0.000677,      0.00117,     0.000564,            0,     0.000779,     0.000448,      0.00113,            0,       0.0012,     0.000778,      0.00274,     7.21e-05,        0.0005407,       1.0145e-07,        0.0005408,     0.000359,      0.00087,     0.000338,            0,     0.000379,     0.000239,     0.000919,            0,     0.000824,     0.000581,     0.000315,      8.3e-06
       363, 58718.062,    0.005,        0.0010558,       6.1177e-06,         0.001062,     0.000736,      0.00122,     0.000588,            0,      0.00087,     0.000486,      0.00114,            0,      0.00128,     0.000806,      0.00278,     7.32e-05,       0.00054086,       1.0589e-07,       0.00054096,     0.000364,      0.00087,     0.000345,            0,     0.000381,     0.000242,      0.00092,            0,     0.000824,     0.000581,     0.000333,     8.76e-06
       364, 58870.301,    0.005,        0.0011597,       6.6896e-06,        0.0011664,     0.000793,      0.00127,     0.000623,            0,     0.000946,     0.000523,      0.00115,            0,      0.00137,     0.000842,      0.00282,     7.41e-05,       0.00054331,       1.0498e-07,       0.00054341,     0.000366,     0.000872,     0.000344,            0,     0.000386,     0.000243,      0.00092,            0,     0.000827,     0.000582,     0.000381,        1e-05
       365, 59022.517,    0.005,        0.0011121,       3.6246e-06,        0.0011157,     0.000749,      0.00125,     0.000594,            0,     0.000889,     0.000494,      0.00116,            0,      0.00132,     0.000827,      0.00215,     5.66e-05,       0.00054087,       1.1236e-07,       0.00054098,     0.000365,      0.00087,     0.000344,            0,     0.000384,     0.000243,     0.000918,            0,     0.000825,     0.000581,     0.000388,     1.02e-05
       366, 59174.839,    0.005,       0.00094842,        3.215e-06,       0.00095164,     0.000668,      0.00115,     0.000551,            0,     0.000774,     0.000442,      0.00112,            0,      0.00118,     0.000766,      0.00205,      5.4e-05,       0.00053944,        1.041e-07,       0.00053955,     0.000357,     0.000869,     0.000336,            0,     0.000377,     0.000238,     0.000917,            0,     0.000824,      0.00058,     0.000334,     8.79e-06
       367, 59327.802,    0.005,        0.0010556,       5.8686e-06,        0.0010614,     0.000721,      0.00121,     0.000586,            0,     0.000841,     0.000476,      0.00116,            0,      0.00126,     0.000807,      0.00249,     6.54e-05,       0.00053688,        1.008e-07,       0.00053698,     0.000361,     0.000867,      0.00034,            0,      0.00038,      0.00024,     0.000915,            0,     0.000822,     0.000579,     0.000315,     8.28e-06
       368, 59480.462,    0.005,        0.0010742,       4.1888e-06,        0.0010784,     0.000736,      0.00122,     0.000575,            0,     0.000882,     0.000486,      0.00113,            0,       0.0013,      0.00081,      0.00237,     6.23e-05,        0.0005337,       9.7301e-08,        0.0005338,     0.000362,     0.000865,     0.000343,            0,     0.000379,     0.000241,     0.000913,            0,     0.000818,     0.000577,     0.000295,     7.77e-06
       369, 59632.416,    0.005,        0.0010402,       6.4823e-06,        0.0010467,     0.000727,      0.00121,     0.000588,            0,     0.000852,      0.00048,      0.00115,            0,      0.00126,     0.000802,      0.00292,     7.68e-05,       0.00053371,         1.15e-07,       0.00053382,     0.000363,     0.000865,     0.000344,            0,     0.000379,     0.000241,     0.000913,            0,     0.000818,     0.000577,     0.000362,     9.52e-06
