# Step; Sim. Time; t_SCF; t_Grad; Temp; E_Kin; E_Pot; E_Tot; Cons.Qty; Drift
        23;         11.5;    256.3;     91.5;     459.93;    0.131086;    -1207.386532;    -1207.255446;    -1207.306376;      0.46
        24;         12.0;    268.5;     92.4;     445.41;    0.126946;    -1207.381470;    -1207.254524;    -1207.306272;      0.65
        25;         12.5;    256.0;     97.3;     423.14;    0.120601;    -1207.373811;    -1207.253210;    -1207.306111;      0.93
        26;         13.0;    255.4;     92.3;     401.61;    0.114463;    -1207.366022;    -1207.251559;    -1207.305936;      1.24
        27;         13.5;    256.4;     91.7;     389.18;    0.110921;    -1207.360710;    -1207.249789;    -1207.305828;      1.42
        28;         14.0;    256.5;     92.0;     390.33;    0.111249;    -1207.359417;    -1207.248167;    -1207.305852;      1.38
        29;         14.5;    274.7;     92.3;     402.81;    0.114807;    -1207.361664;    -1207.246857;    -1207.305999;      1.12
        30;         15.0;    236.6;     93.2;     418.46;    0.119267;    -1207.365092;    -1207.245824;    -1207.306190;      0.79
        31;         15.5;    280.4;     94.3;     427.25;    0.121772;    -1207.366648;    -1207.244875;    -1207.306332;      0.54
        32;         16.0;    241.0;     93.6;     421.86;    0.120235;    -1207.363981;    -1207.243746;    -1207.306374;      0.47
        33;         16.5;    241.8;     93.6;     400.37;    0.114109;    -1207.356290;    -1207.242180;    -1207.306304;      0.59
        34;         17.0;    259.6;     94.0;     366.64;    0.104498;    -1207.344512;    -1207.240014;    -1207.306138;      0.88
        35;         17.5;    259.9;     93.1;     329.05;    0.093782;    -1207.331015;    -1207.237232;    -1207.305920;      1.26
        36;         18.0;    259.5;     94.0;     297.94;    0.084918;    -1207.318916;    -1207.233998;    -1207.305717;      1.62
        37;         18.5;    197.5;     94.0;     282.54;    0.080528;    -1207.311139;    -1207.230611;    -1207.305592;      1.84
        38;         19.0;    281.3;     94.1;     287.59;    0.081966;    -1207.309398;    -1207.227432;    -1207.305600;      1.83
        39;         19.5;    280.8;     94.1;     311.39;    0.088749;    -1207.313476;    -1207.224726;    -1207.305723;      1.61
        40;         20.0;    282.1;     98.9;     346.38;    0.098722;    -1207.321317;    -1207.222594;    -1207.305895;      1.31
        41;         20.5;    282.2;     94.1;     382.44;    0.109001;    -1207.329978;    -1207.220977;    -1207.306042;      1.05
        42;         21.0;    263.4;     93.9;     410.89;    0.117108;    -1207.336825;    -1207.219717;    -1207.306119;      0.92
        43;         21.5;    243.2;     95.1;     426.72;    0.121620;    -1207.340244;    -1207.218624;    -1207.306125;      0.90
        44;         22.0;    242.2;     93.9;     428.92;    0.122247;    -1207.339755;    -1207.217509;    -1207.306076;      0.99
        45;         22.5;    262.4;     94.4;     419.87;    0.119669;    -1207.335871;    -1207.216202;    -1207.305971;      1.17
        46;         23.0;    267.7;     94.6;     404.80;    0.115372;    -1207.329993;    -1207.214620;    -1207.305818;      1.44
        47;         23.5;    262.4;     94.0;     391.03;    0.111449;    -1207.324264;    -1207.212815;    -1207.305647;      1.74
        48;         24.0;    265.4;     94.5;     386.27;    0.110091;    -1207.321072;    -1207.210981;    -1207.305519;      1.97
        49;         24.5;    281.5;     94.7;     395.56;    0.112740;    -1207.322132;    -1207.209392;    -1207.305496;      2.01
        50;         25.0;    262.5;     95.5;     418.65;    0.119322;    -1207.327588;    -1207.208266;    -1207.305591;      1.84
        51;         25.5;    244.1;     94.9;     449.42;    0.128092;    -1207.335769;    -1207.207677;    -1207.305760;      1.54
        52;         26.0;    244.0;     94.1;     478.30;    0.136322;    -1207.343845;    -1207.207523;    -1207.305932;      1.24
        53;         26.5;    244.0;     94.7;     496.26;    0.141441;    -1207.349013;    -1207.207572;    -1207.306037;      1.06
        54;         27.0;    256.1;     94.4;     498.20;    0.141994;    -1207.349544;    -1207.207550;    -1207.306041;      1.05
        55;         27.5;    249.1;     96.4;     484.55;    0.138102;    -1207.345323;    -1207.207222;    -1207.305945;      1.22
        56;         28.0;    240.7;     93.2;     460.93;    0.131372;    -1207.337839;    -1207.206467;    -1207.305777;      1.51
        57;         28.5;    240.7;     93.0;     436.43;    0.124388;    -1207.329713;    -1207.205325;    -1207.305588;      1.85
        58;         29.0;    259.8;     93.7;     420.66;    0.119893;    -1207.323882;    -1207.203989;    -1207.305443;      2.10
        59;         29.5;    277.6;     93.9;     420.45;    0.119835;    -1207.322588;    -1207.202753;    -1207.305400;      2.18
        60;         30.0;    238.8;     93.3;     437.23;    0.124615;    -1207.326505;    -1207.201890;    -1207.305478;      2.04
        61;         30.5;    218.2;     93.1;     466.29;    0.132899;    -1207.334454;    -1207.201555;    -1207.305649;      1.74
        62;         31.0;    277.7;     92.5;     499.13;    0.142258;    -1207.343981;    -1207.201723;    -1207.305830;      1.42
        63;         31.5;    280.6;     93.2;     527.06;    0.150220;    -1207.352467;    -1207.202248;    -1207.305949;      1.21
        64;         32.0;    280.2;     93.0;     544.16;    0.155093;    -1207.358057;    -1207.202964;    -1207.306003;      1.12
        65;         32.5;    279.5;     93.8;     548.30;    0.156272;    -1207.359960;    -1207.203688;    -1207.306002;      1.12
        66;         33.0;    278.8;     94.2;     540.61;    0.154082;    -1207.358334;    -1207.204252;    -1207.305957;      1.20
        67;         33.5;    258.4;     93.6;     524.79;    0.149572;    -1207.354105;    -1207.204532;    -1207.305865;      1.36
        68;         34.0;    260.0;     93.3;     506.56;    0.144375;    -1207.348877;    -1207.204502;    -1207.305737;      1.58
        69;         34.5;    256.2;     92.3;     492.82;    0.140459;    -1207.344727;    -1207.204268;    -1207.305611;      1.81
        70;         35.0;    277.5;     93.4;     489.66;    0.139559;    -1207.343612;    -1207.204052;    -1207.305550;      1.91
        71;         35.5;    277.3;     92.1;     499.52;    0.142368;    -1207.346462;    -1207.204093;    -1207.305598;      1.83
        72;         36.0;    259.3;     93.2;     519.31;    0.148009;    -1207.352531;    -1207.204523;    -1207.305738;      1.58
        73;         36.5;    259.3;     93.4;     541.25;    0.154263;    -1207.359572;    -1207.205309;    -1207.305905;      1.29
        74;         37.0;    260.2;     92.6;     556.18;    0.158518;    -1207.364795;    -1207.206277;    -1207.306031;      1.07
        75;         37.5;    260.7;     93.2;     557.22;    0.158815;    -1207.365995;    -1207.207180;    -1207.306076;      0.99
        76;         38.0;    259.0;     99.0;     542.07;    0.154497;    -1207.362265;    -1207.207768;    -1207.306032;      1.07
        77;         38.5;    259.1;     93.3;     513.32;    0.146304;    -1207.354154;    -1207.207849;    -1207.305914;      1.27
        78;         39.0;    239.0;     92.7;     477.44;    0.136075;    -1207.343424;    -1207.207349;    -1207.305751;      1.56
        79;         39.5;    238.2;     93.3;     442.86;    0.126220;    -1207.332549;    -1207.206329;    -1207.305589;      1.84
        80;         40.0;    257.3;     93.2;     417.62;    0.119027;    -1207.324005;    -1207.204978;    -1207.305474;      2.05
        81;         40.5;    255.6;     92.5;     406.80;    0.115944;    -1207.319496;    -1207.203553;    -1207.305447;      2.09
        82;         41.0;    257.3;     93.0;     410.74;    0.117067;    -1207.319345;    -1207.202278;    -1207.305511;      1.98
        83;         41.5;    296.5;     92.4;     425.06;    0.121148;    -1207.322421;    -1207.201273;    -1207.305630;      1.77
        84;         42.0;    297.4;     92.7;     442.78;    0.126199;    -1207.326731;    -1207.200532;    -1207.305747;      1.57
        85;         42.5;    279.0;     93.1;     457.31;    0.130338;    -1207.330303;    -1207.199965;    -1207.305821;      1.44
        86;         43.0;    273.9;     91.6;     464.46;    0.132377;    -1207.331827;    -1207.199451;    -1207.305839;      1.41
        87;         43.5;    257.5;     92.7;     463.15;    0.132003;    -1207.330868;    -1207.198865;    -1207.305806;      1.46
        88;         44.0;    195.1;     92.3;     455.02;    0.129686;    -1207.327793;    -1207.198107;    -1207.305723;      1.61
        89;         44.5;    257.1;     92.6;     443.89;    0.126515;    -1207.323672;    -1207.197157;    -1207.305615;      1.80
        90;         45.0;    254.3;     92.8;     435.10;    0.124009;    -1207.320077;    -1207.196068;    -1207.305499;      2.00
        91;         45.5;    255.0;     92.8;     434.02;    0.123702;    -1207.318701;    -1207.194999;    -1207.305421;      2.14
        92;         46.0;    293.0;     92.8;     443.85;    0.126502;    -1207.320659;    -1207.194157;    -1207.305421;      2.14
        93;         46.5;    295.6;     92.9;     463.71;    0.132164;    -1207.325862;    -1207.193698;    -1207.305506;      1.99
        94;         47.0;    237.5;     93.3;     488.65;    0.139272;    -1207.332930;    -1207.193658;    -1207.305636;      1.76
        95;         47.5;    297.1;     93.0;     511.56;    0.145801;    -1207.339755;    -1207.193954;    -1207.305759;      1.55
        96;         48.0;    279.0;     93.4;     526.05;    0.149931;    -1207.344350;    -1207.194419;    -1207.305833;      1.42
        97;         48.5;    278.4;     92.0;     528.65;    0.150671;    -1207.345528;    -1207.194857;    -1207.305841;      1.40
        98;         49.0;    259.0;     92.2;     519.49;    0.148060;    -1207.343155;    -1207.195094;    -1207.305786;      1.50
        99;         49.5;    238.2;     93.1;     501.91;    0.143051;    -1207.338072;    -1207.195021;    -1207.305685;      1.68
       100;         50.0;    256.1;     92.9;     481.51;    0.137236;    -1207.331857;    -1207.194621;    -1207.305561;      1.89
