epoch, batch, loss, loss_f, loss_e, f_mae, f_rmse, H_f_mae, C_f_mae, psavg_f_mae, H_f_rmse, C_f_rmse, psavg_f_rmse, e_mae, e/N_mae
   11,    14,         0.011343,         0.011314,       2.8944e-05,        0.0030085,        0.0040224,        0.0022396,        0.0037004,          0.00297,        0.0029342,        0.0047951,        0.0038646,        0.0068604,       0.00018054
   11,    15,         0.011479,         0.011465,       1.4184e-05,        0.0030324,        0.0040492,        0.0022731,        0.0037157,        0.0029944,        0.0029494,        0.0048295,        0.0038894,        0.0049072,       0.00012914
   11,    16,         0.011442,         0.011312,       0.00013007,        0.0030474,         0.004022,        0.0023427,        0.0036816,        0.0030122,        0.0031503,        0.0046694,        0.0039098,         0.016345,       0.00043014
   11,    17,         0.012209,         0.012133,       7.5625e-05,        0.0031116,        0.0041655,        0.0022002,        0.0039318,         0.003066,        0.0029451,        0.0050162,        0.0039806,         0.012427,       0.00032702
   11,    18,          0.01412,         0.014098,       2.1471e-05,        0.0033008,        0.0044902,        0.0022043,        0.0042877,         0.003246,        0.0029878,        0.0055021,        0.0042449,        0.0048096,       0.00012657
   11,    19,          0.01147,         0.011389,       8.1781e-05,        0.0030275,        0.0040357,        0.0023245,        0.0036602,        0.0029923,        0.0030737,        0.0047373,        0.0039055,          0.01239,       0.00032606
   11,    20,         0.013075,         0.013002,         7.21e-05,        0.0033846,        0.0043122,        0.0024226,        0.0042504,        0.0033365,        0.0030871,        0.0051723,        0.0041297,         0.011816,       0.00031096
   11,    21,         0.013033,         0.013013,       1.9326e-05,        0.0032494,         0.004314,        0.0021375,        0.0042501,        0.0031938,        0.0028549,        0.0052938,        0.0040743,        0.0061401,       0.00016158
   11,    22,         0.011249,         0.011247,       1.7626e-06,        0.0031279,        0.0040106,        0.0023773,        0.0038034,        0.0030904,        0.0030568,        0.0047065,        0.0038817,        0.0015625,       4.1118e-05
   11,    23,         0.010606,         0.010599,       6.9457e-06,        0.0028503,        0.0038932,        0.0019484,         0.003662,        0.0028052,        0.0026542,         0.004739,        0.0036966,        0.0021606,       5.6859e-05
   11,    24,          0.01417,         0.014158,       1.2422e-05,        0.0033984,        0.0044996,        0.0027343,         0.003996,        0.0033652,        0.0034869,        0.0052465,        0.0043667,        0.0046387,       0.00012207
   11,    25,           0.0138,         0.013743,        5.659e-05,        0.0033854,        0.0044332,        0.0024408,        0.0042356,        0.0033382,          0.00302,        0.0053975,        0.0042088,         0.010046,       0.00026438
   11,    26,         0.011627,         0.011578,       4.8798e-05,        0.0031358,        0.0040692,        0.0024523,         0.003751,        0.0031017,        0.0030489,        0.0048056,        0.0039273,        0.0098389,       0.00025892
   11,    27,         0.013512,         0.013506,       6.1933e-06,        0.0034552,        0.0043949,        0.0027809,        0.0040621,        0.0034215,        0.0034487,        0.0050985,        0.0042736,        0.0029419,       7.7418e-05
   11,    28,         0.011144,         0.011114,       3.0527e-05,        0.0029709,        0.0039867,        0.0023209,        0.0035559,        0.0029384,        0.0030846,        0.0046513,        0.0038679,        0.0064331,       0.00016929
   11,    29,          0.01245,         0.012433,        1.661e-05,        0.0032364,        0.0042167,        0.0025241,        0.0038775,        0.0032008,        0.0032085,        0.0049516,          0.00408,         0.004126,       0.00010858
   11,    30,         0.013374,         0.013372,       1.9258e-06,        0.0033324,        0.0043729,        0.0023685,        0.0041999,        0.0032842,        0.0030336,        0.0052963,        0.0041649,        0.0018677,       4.9149e-05
   11,    31,         0.012015,         0.011999,       1.6015e-05,        0.0031041,        0.0041424,        0.0019496,        0.0041431,        0.0030464,        0.0025863,        0.0051559,        0.0038711,        0.0055908,       0.00014713
   11,    32,        0.0097984,         0.009775,         2.34e-05,        0.0028232,        0.0037389,        0.0020539,        0.0035156,        0.0027848,        0.0027142,        0.0044643,        0.0035892,        0.0068237,       0.00017957
   11,    33,         0.012582,         0.012566,       1.5821e-05,         0.003116,        0.0042392,          0.00218,        0.0039584,        0.0030692,          0.00288,        0.0051652,        0.0040226,        0.0039673,        0.0001044
   11,    34,        0.0099782,         0.009953,       2.5205e-05,          0.00276,        0.0037728,        0.0020316,        0.0034156,        0.0027236,        0.0026503,        0.0045522,        0.0036012,        0.0070557,       0.00018568
   11,    35,         0.012087,         0.012064,       2.3353e-05,        0.0031944,        0.0041536,         0.002474,        0.0038428,        0.0031584,        0.0031503,        0.0048833,        0.0040168,        0.0058716,       0.00015452
   11,    36,        0.0098276,        0.0098212,       6.3904e-06,        0.0027671,        0.0037477,        0.0020163,        0.0034429,        0.0027296,         0.002638,        0.0045192,        0.0035786,        0.0029297,       7.7097e-05
   11,    37,        0.0097754,        0.0097611,       1.4323e-05,         0.002783,        0.0037362,        0.0019418,        0.0035401,        0.0027409,        0.0025515,        0.0045457,        0.0035486,        0.0045044,       0.00011854
   11,    38,         0.010037,         0.010004,       3.3313e-05,        0.0029023,        0.0037824,        0.0021486,        0.0035806,        0.0028646,        0.0028035,        0.0044843,        0.0036439,        0.0075684,       0.00019917
   11,    39,         0.010086,         0.010076,       1.0059e-05,        0.0028717,        0.0037959,        0.0020801,        0.0035842,        0.0028321,        0.0026776,        0.0045743,         0.003626,         0.004248,       0.00011179
   11,    40,         0.012309,         0.012297,       1.2078e-05,        0.0031115,        0.0041935,        0.0021844,         0.003946,        0.0030652,        0.0029131,        0.0050769,         0.003995,        0.0044434,       0.00011693
   11,    41,        0.0092924,        0.0092871,       5.3327e-06,        0.0027406,        0.0036444,        0.0020606,        0.0033526,        0.0027066,        0.0027304,        0.0043041,        0.0035172,        0.0026489,       6.9709e-05
   11,    42,          0.01254,         0.012535,       5.2307e-06,        0.0031044,         0.004234,        0.0021911,        0.0039264,        0.0030588,        0.0028978,        0.0051481,         0.004023,        0.0029785,       7.8382e-05
   11,    43,         0.012525,         0.012501,       2.4151e-05,        0.0031509,        0.0042281,        0.0023328,        0.0038873,          0.00311,        0.0030891,        0.0050377,        0.0040634,         0.005835,       0.00015355
   11,    44,         0.010557,         0.010538,        1.921e-05,        0.0029752,        0.0038821,        0.0022982,        0.0035844,        0.0029413,        0.0029442,        0.0045642,        0.0037542,        0.0049683,       0.00013074
   11,    45,         0.011705,         0.011699,       6.1215e-06,        0.0031704,        0.0040903,        0.0023454,        0.0039129,        0.0031292,        0.0030524,        0.0048376,         0.003945,        0.0029419,       7.7418e-05
   11,    46,         0.012122,         0.012106,       1.6179e-05,        0.0032375,        0.0041608,        0.0027293,        0.0036949,        0.0032121,        0.0035462,        0.0046449,        0.0040956,        0.0047729,        0.0001256
   11,    47,         0.012452,         0.012414,       3.7369e-05,        0.0031361,        0.0042135,        0.0023814,        0.0038152,        0.0030983,         0.003035,         0.005044,        0.0040395,        0.0078979,       0.00020784
   11,    48,           0.0114,         0.011389,       1.1206e-05,        0.0029964,        0.0040357,        0.0021625,         0.003747,        0.0029547,        0.0028476,        0.0048628,        0.0038552,        0.0043579,       0.00011468
   11,    49,         0.013596,         0.013578,       1.7184e-05,         0.003475,        0.0044066,        0.0026343,        0.0042317,         0.003433,         0.003338,        0.0051834,        0.0042607,        0.0042603,       0.00011211
   11,    50,         0.012498,         0.012491,       7.4445e-06,        0.0031579,        0.0042265,        0.0023631,        0.0038732,        0.0031181,        0.0030287,        0.0050679,        0.0040483,        0.0036743,       9.6693e-05
   11,    51,         0.011223,         0.011212,       1.0618e-05,        0.0030469,        0.0040043,        0.0023544,        0.0036701,        0.0030122,        0.0029593,        0.0047523,        0.0038558,        0.0032471,       8.5449e-05
   11,    52,         0.010444,         0.010338,       0.00010534,        0.0029619,        0.0038451,        0.0021339,        0.0037071,        0.0029205,         0.002814,        0.0045787,        0.0036963,         0.014038,       0.00036942
   11,    53,         0.010148,         0.010115,       3.2843e-05,        0.0029255,        0.0038033,        0.0022956,        0.0034923,         0.002894,        0.0029482,        0.0044341,        0.0036912,        0.0077759,       0.00020463
   11,    54,         0.011236,         0.011213,       2.3144e-05,        0.0030488,        0.0040045,         0.002269,        0.0037506,        0.0030098,        0.0029376,        0.0047647,        0.0038511,        0.0055542,       0.00014616
   11,    55,         0.010267,         0.010126,       0.00014078,        0.0028818,        0.0038054,        0.0019447,        0.0037253,         0.002835,        0.0025721,        0.0046433,        0.0036077,         0.016992,       0.00044716
   11,    56,         0.011529,         0.011493,       3.5794e-05,        0.0030858,        0.0040541,        0.0021607,        0.0039184,        0.0030395,        0.0028353,        0.0048982,        0.0038668,        0.0078735,        0.0002072
   11,    57,         0.010738,         0.010732,       6.6953e-06,        0.0029596,        0.0039175,         0.002373,        0.0034875,        0.0029303,        0.0031246,        0.0045136,        0.0038191,        0.0025269,       6.6496e-05
   11,    58,         0.011447,         0.011404,       4.2759e-05,        0.0030586,        0.0040384,        0.0024165,        0.0036364,        0.0030265,        0.0031623,        0.0046891,        0.0039257,        0.0087646,       0.00023065
   11,    59,        0.0099635,        0.0099088,       5.4741e-05,        0.0028159,        0.0037644,        0.0020819,        0.0034766,        0.0027792,        0.0027504,        0.0044851,        0.0036177,          0.01012,       0.00026631
   11,    60,         0.010957,         0.010945,       1.2569e-05,        0.0030293,        0.0039562,        0.0021851,        0.0037891,        0.0029871,        0.0028774,        0.0047209,        0.0037991,        0.0042358,       0.00011147
   12,     1,         0.011342,         0.011311,       3.1206e-05,        0.0030199,        0.0040219,        0.0024656,        0.0035187,        0.0029921,        0.0032146,        0.0046297,        0.0039222,        0.0070557,       0.00018568
   12,     2,         0.012112,         0.012095,       1.7208e-05,        0.0031895,        0.0041589,        0.0022041,        0.0040763,        0.0031402,        0.0028732,        0.0050432,        0.0039582,        0.0053833,       0.00014167
   12,     3,         0.012714,         0.012713,       6.3561e-07,        0.0031849,         0.004264,        0.0022488,        0.0040273,        0.0031381,        0.0029675,        0.0051594,        0.0040634,        0.0010742,       2.8269e-05
   12,     4,         0.010565,         0.010535,       2.9311e-05,        0.0029196,        0.0038815,        0.0023336,        0.0034469,        0.0028903,        0.0031299,        0.0044508,        0.0037903,        0.0062378,       0.00016415
   12,     5,         0.012343,         0.012322,       2.1681e-05,        0.0032913,        0.0041977,        0.0025789,        0.0039324,        0.0032557,        0.0032254,        0.0049109,        0.0040682,        0.0055786,       0.00014681
   12,     6,         0.013301,          0.01329,       1.1237e-05,        0.0033294,        0.0043595,        0.0022934,        0.0042617,        0.0032776,        0.0030124,        0.0052861,        0.0041493,         0.003479,       9.1553e-05
   12,     7,        0.0099003,        0.0098854,       1.4855e-05,        0.0027689,        0.0037599,        0.0020204,        0.0034425,        0.0027314,        0.0027146,        0.0044976,        0.0036061,        0.0051392,       0.00013524
   12,     8,         0.010389,         0.010358,       3.0943e-05,        0.0029007,        0.0038488,        0.0020832,        0.0036364,        0.0028598,        0.0027715,        0.0046078,        0.0036896,        0.0070679,         0.000186
   12,     9,         0.010107,         0.010065,       4.2213e-05,        0.0028729,        0.0037939,         0.002145,        0.0035281,        0.0028366,        0.0029025,        0.0044459,        0.0036742,        0.0087036,       0.00022904
   12,    10,        0.0098975,        0.0098861,       1.1405e-05,        0.0028053,          0.00376,        0.0021342,        0.0034093,        0.0027717,        0.0028823,        0.0044029,        0.0036426,        0.0044922,       0.00011822
   12,    11,         0.010498,         0.010446,       5.1898e-05,        0.0027598,        0.0038652,        0.0019424,        0.0034954,        0.0027189,        0.0026517,        0.0046964,        0.0036741,        0.0093506,       0.00024607
   12,    12,         0.010087,         0.010018,       6.9093e-05,        0.0028762,        0.0037851,        0.0022818,        0.0034112,        0.0028465,        0.0030313,        0.0043533,        0.0036923,         0.011914,       0.00031353
   12,    13,        0.0097556,        0.0097338,       2.1879e-05,        0.0028234,         0.003731,         0.002218,        0.0033683,        0.0027932,        0.0029844,        0.0042933,        0.0036388,        0.0050781,       0.00013363
   12,    14,         0.009249,        0.0092369,       1.2092e-05,        0.0027837,        0.0036345,        0.0021972,        0.0033116,        0.0027544,        0.0029635,        0.0041466,         0.003555,        0.0040527,       0.00010665
   12,    15,         0.010684,         0.010626,       5.7721e-05,         0.002989,        0.0038982,        0.0022744,        0.0036323,        0.0029533,        0.0029715,        0.0045745,         0.003773,         0.010803,        0.0002843
   12,    16,        0.0090159,        0.0090058,       1.0006e-05,        0.0027585,        0.0035888,        0.0020398,        0.0034054,        0.0027226,        0.0026347,        0.0042688,        0.0034518,        0.0042358,       0.00011147
   12,    17,         0.010185,         0.010182,       3.0211e-06,        0.0029278,         0.003816,        0.0021309,        0.0036451,         0.002888,        0.0029022,        0.0044819,         0.003692,         0.002124,       5.5895e-05
   12,    18,          0.01144,         0.011392,       4.7445e-05,        0.0029946,        0.0040363,        0.0022604,        0.0036554,        0.0029579,        0.0028704,        0.0048518,        0.0038611,        0.0093262,       0.00024543
   12,    19,        0.0093845,        0.0093279,       5.6591e-05,        0.0027825,        0.0036524,        0.0019927,        0.0034933,         0.002743,        0.0026121,        0.0043823,        0.0034972,         0.010315,       0.00027145
   12,    20,         0.010485,         0.010477,         7.65e-06,        0.0029341,        0.0038708,        0.0021177,        0.0036688,        0.0028932,        0.0028331,        0.0046092,        0.0037211,         0.003064,       8.0631e-05
   12,    21,        0.0089768,        0.0089205,       5.6286e-05,         0.002694,        0.0035717,        0.0019888,        0.0033286,        0.0026587,        0.0025831,          0.00427,        0.0034266,         0.010022,       0.00026374
   12,    22,        0.0095021,        0.0094279,        7.414e-05,        0.0028068,        0.0036719,        0.0021121,        0.0034321,        0.0027721,         0.002755,        0.0043343,        0.0035447,         0.011914,       0.00031353
   12,    23,          0.01178,          0.01177,       1.0878e-05,         0.003062,        0.0041026,         0.002164,        0.0038701,        0.0030171,        0.0028524,        0.0049656,         0.003909,        0.0045776,       0.00012046
   12,    24,         0.010135,         0.010124,       1.1436e-05,        0.0029453,         0.003805,        0.0021655,         0.003647,        0.0029063,        0.0028925,        0.0044697,        0.0036811,        0.0035278,       9.2838e-05
   12,    25,         0.011469,         0.011451,       1.7498e-05,         0.002985,        0.0040468,          0.00219,        0.0037005,        0.0029452,        0.0028634,         0.004872,        0.0038677,        0.0051636,       0.00013588
   12,    26,        0.0094218,        0.0094049,       1.6828e-05,          0.00273,        0.0036674,        0.0021453,        0.0032562,        0.0027007,        0.0027637,        0.0043221,        0.0035429,        0.0057983,       0.00015259
   12,    27,         0.010189,         0.010143,       4.6047e-05,        0.0028983,        0.0038086,        0.0020476,         0.003664,        0.0028558,         0.002736,        0.0045632,        0.0036496,         0.009375,       0.00024671
   12,    28,         0.011533,         0.011517,       1.5416e-05,        0.0030999,        0.0040584,        0.0023492,        0.0037755,        0.0030624,        0.0031428,        0.0047334,        0.0039381,        0.0047607,       0.00012528
   12,    29,         0.010231,          0.01022,       1.0191e-05,         0.002902,        0.0038231,        0.0021336,        0.0035936,        0.0028636,        0.0028516,        0.0045224,         0.003687,        0.0043457,       0.00011436
   12,    30,         0.010046,         0.010028,       1.7875e-05,        0.0028701,         0.003787,        0.0022126,        0.0034618,        0.0028372,        0.0028895,        0.0044423,        0.0036659,        0.0053833,       0.00014167
   12,    31,         0.011472,         0.011419,       5.3282e-05,         0.002897,         0.004041,        0.0021321,        0.0035854,        0.0028588,        0.0028749,        0.0048568,        0.0038658,        0.0096313,       0.00025346
   12,    32,        0.0096293,        0.0096208,       8.5286e-06,        0.0027563,        0.0037093,        0.0020345,        0.0034059,        0.0027202,        0.0027684,        0.0043868,        0.0035776,        0.0031006,       8.1594e-05
   12,    33,        0.0097017,        0.0096816,       2.0077e-05,        0.0028864,         0.003721,        0.0023613,         0.003359,        0.0028602,        0.0031447,        0.0041721,        0.0036584,        0.0052734,       0.00013877
   12,    34,         0.011075,         0.011075,       5.7009e-07,        0.0029887,        0.0039797,        0.0022302,        0.0036713,        0.0029507,        0.0029553,         0.004715,        0.0038351,       0.00095215,       2.5057e-05
   12,    35,          0.01093,         0.010917,       1.3164e-05,         0.003014,        0.0039512,        0.0021769,        0.0037674,        0.0029721,        0.0029049,        0.0046977,        0.0038013,        0.0048218,       0.00012689
   12,    36,         0.012128,         0.012087,       4.0859e-05,        0.0031214,        0.0041576,        0.0022935,        0.0038666,          0.00308,        0.0029412,        0.0050056,        0.0039734,        0.0091309,       0.00024029
   12,    37,         0.010322,         0.010316,       5.6761e-06,          0.00286,         0.003841,         0.002117,        0.0035287,        0.0028229,        0.0028794,        0.0045353,        0.0037073,         0.003064,       8.0631e-05
   12,    38,         0.011515,         0.011507,       7.9469e-06,        0.0031582,        0.0040566,        0.0024449,        0.0038002,        0.0031225,        0.0031123,        0.0047486,        0.0039304,        0.0025024,       6.5854e-05
   12,    39,         0.011414,         0.011412,       2.2983e-06,        0.0031029,        0.0040398,        0.0022574,        0.0038639,        0.0030606,        0.0028251,         0.004881,        0.0038531,         0.002063,       5.4289e-05
   12,    40,         0.011255,         0.011247,       7.2062e-06,        0.0031069,        0.0040106,        0.0022864,        0.0038454,        0.0030659,        0.0030721,        0.0046975,        0.0038848,        0.0029663,       7.8061e-05
   12,    41,         0.014625,         0.014588,        3.657e-05,        0.0034542,        0.0045676,         0.002539,        0.0042778,        0.0034084,        0.0033057,        0.0054593,        0.0043825,        0.0079346,        0.0002088
   12,    42,         0.016854,         0.016841,       1.3058e-05,        0.0037502,        0.0049076,        0.0026751,        0.0047177,        0.0036964,        0.0034456,        0.0059225,        0.0046841,        0.0051636,       0.00013588
   12,    43,         0.010782,         0.010758,       2.4661e-05,        0.0029591,        0.0039223,        0.0020505,        0.0037769,        0.0029137,        0.0026768,         0.004773,        0.0037249,        0.0057495,        0.0001513
   12,    44,         0.011968,          0.01185,       0.00011818,        0.0031231,        0.0041166,        0.0021276,        0.0040191,        0.0030734,        0.0029173,        0.0049537,        0.0039355,         0.014563,       0.00038324
   12,    45,         0.010568,         0.010517,       5.1066e-05,        0.0030094,        0.0038781,        0.0024076,        0.0035509,        0.0029793,        0.0031145,        0.0044548,        0.0037847,        0.0085571,       0.00022519
   12,    46,         0.011083,         0.011023,       5.9526e-05,        0.0029494,        0.0039704,         0.001775,        0.0040063,        0.0028906,        0.0024247,         0.004966,        0.0036953,         0.010815,       0.00028462
   12,    47,         0.013715,         0.013446,       0.00026897,        0.0034814,         0.004385,        0.0031248,        0.0038022,        0.0034635,         0.003848,        0.0048174,        0.0043327,         0.023376,       0.00061517
   12,    48,         0.011512,         0.011504,       7.8122e-06,        0.0030223,        0.0040561,        0.0021986,        0.0037637,        0.0029811,        0.0028321,        0.0049031,        0.0038676,        0.0039185,       0.00010312
   12,    49,         0.011016,         0.010985,       3.1613e-05,        0.0030422,        0.0039635,        0.0023479,        0.0036671,        0.0030075,        0.0029038,        0.0047179,        0.0038109,        0.0072876,       0.00019178
   12,    50,         0.011067,         0.011051,       1.6021e-05,         0.002971,        0.0039755,        0.0020247,        0.0038227,        0.0029237,         0.002707,        0.0048408,        0.0037739,        0.0051392,       0.00013524
   12,    51,         0.012385,         0.012383,       1.7119e-06,        0.0031992,        0.0042082,        0.0022738,        0.0040321,        0.0031529,        0.0029386,        0.0050868,        0.0040127,        0.0016479,       4.3367e-05
   12,    52,        0.0090158,        0.0090019,       1.3961e-05,        0.0027422,         0.003588,        0.0020344,        0.0033793,        0.0027068,        0.0026299,        0.0042702,        0.0034501,         0.004126,       0.00010858
   12,    53,          0.01035,          0.01033,         2.01e-05,        0.0028371,        0.0038436,        0.0019945,        0.0035954,         0.002795,        0.0027495,        0.0046114,        0.0036805,        0.0060303,       0.00015869
   12,    54,         0.012125,         0.012121,       4.4323e-06,        0.0031064,        0.0041634,        0.0021243,        0.0039902,        0.0030573,        0.0027935,        0.0050904,        0.0039419,        0.0026733,       7.0351e-05
   12,    55,         0.012142,         0.012138,       3.7376e-06,        0.0031685,        0.0041663,        0.0025536,        0.0037219,        0.0031378,        0.0032789,        0.0048275,        0.0040532,        0.0022095,       5.8144e-05
   12,    56,          0.01042,         0.010413,       6.2615e-06,        0.0029732,         0.003859,        0.0022064,        0.0036633,        0.0029349,        0.0027994,        0.0046089,        0.0037042,         0.003186,       8.3843e-05
   12,    57,        0.0089843,        0.0089759,       8.3136e-06,        0.0026811,        0.0035828,        0.0020014,        0.0032929,        0.0026471,        0.0025811,        0.0042887,        0.0034349,        0.0038086,       0.00010023
   12,    58,         0.010538,         0.010525,       1.2286e-05,        0.0029307,        0.0038797,        0.0020492,         0.003724,        0.0028866,        0.0028195,        0.0046308,        0.0037252,        0.0044556,       0.00011725
   12,    59,         0.010977,         0.010968,       8.0732e-06,        0.0029941,        0.0039605,         0.002211,        0.0036988,        0.0029549,        0.0029247,        0.0047015,        0.0038131,        0.0027466,       7.2278e-05
   12,    60,         0.009982,        0.0099767,       5.2946e-06,        0.0028855,        0.0037772,        0.0021263,        0.0035687,        0.0028475,        0.0027929,         0.004482,        0.0036374,        0.0021362,       5.6217e-05
   13,     1,         0.009315,        0.0093077,       7.2939e-06,        0.0026773,        0.0036484,        0.0018242,        0.0034451,        0.0026346,        0.0024597,        0.0044548,        0.0034573,        0.0036011,       9.4765e-05
   13,     2,        0.0084772,        0.0084631,       1.4108e-05,        0.0026363,        0.0034789,        0.0019845,        0.0032229,        0.0026037,        0.0026399,        0.0040894,        0.0033647,        0.0050415,       0.00013267
   13,     3,          0.01227,         0.012263,       7.8497e-06,         0.003072,        0.0041877,        0.0021278,        0.0039218,        0.0030248,        0.0028797,        0.0050849,        0.0039823,        0.0038086,       0.00010023
   13,     4,         0.013258,         0.013241,       1.6556e-05,        0.0032427,        0.0043516,        0.0021206,        0.0042526,        0.0031866,        0.0028621,        0.0053485,        0.0041053,        0.0038208,       0.00010055
   13,     5,         0.011043,         0.011025,        1.765e-05,        0.0030216,        0.0039707,        0.0023728,        0.0036055,        0.0029891,        0.0031151,        0.0046069,         0.003861,        0.0041992,       0.00011051
   13,     6,        0.0096162,        0.0095793,       3.6845e-05,        0.0028115,        0.0037013,        0.0021935,        0.0033676,        0.0027806,        0.0029513,        0.0042649,        0.0036081,        0.0072021,       0.00018953
   13,     7,         0.010787,         0.010695,       9.1648e-05,        0.0030063,        0.0039109,        0.0024367,        0.0035189,        0.0029778,        0.0030943,        0.0045215,        0.0038079,         0.013684,       0.00036011
   13,     8,        0.0097403,        0.0097284,       1.1879e-05,        0.0028348,        0.0037299,        0.0019821,        0.0036022,        0.0027921,        0.0027014,        0.0044571,        0.0035793,        0.0029541,        7.774e-05
   13,     9,         0.010798,         0.010715,       8.2853e-05,        0.0030286,        0.0039145,        0.0023969,        0.0035971,         0.002997,        0.0032182,         0.004449,        0.0038336,         0.012439,       0.00032734
   13,    10,           0.0116,         0.011532,       6.8029e-05,        0.0030143,        0.0040611,         0.002237,        0.0037139,        0.0029754,        0.0028834,        0.0048839,        0.0038836,         0.011731,       0.00030871
   13,    11,         0.012311,          0.01231,       1.6395e-06,        0.0032654,        0.0041957,        0.0024457,        0.0040031,        0.0032244,        0.0031818,        0.0049332,        0.0040575,         0.001355,       3.5657e-05
   13,    12,        0.0092083,        0.0091877,       2.0607e-05,         0.002763,        0.0036248,        0.0021139,        0.0033471,        0.0027305,        0.0027132,        0.0042824,        0.0034978,        0.0055786,       0.00014681
   13,    13,        0.0077066,        0.0076824,       2.4134e-05,        0.0024638,        0.0033146,        0.0017441,        0.0031115,        0.0024278,        0.0023735,        0.0039755,        0.0031745,        0.0061279,       0.00016126
   13,    14,        0.0098399,        0.0098364,       3.4549e-06,        0.0028494,        0.0037506,        0.0022196,        0.0034162,        0.0028179,        0.0028538,        0.0044042,         0.003629,        0.0023193,       6.1035e-05
   13,    15,        0.0092015,        0.0091925,       8.9709e-06,        0.0026997,        0.0036258,        0.0018577,        0.0034576,        0.0026576,        0.0025702,        0.0043626,        0.0034664,        0.0041382,        0.0001089
   13,    16,        0.0094328,        0.0094281,       4.7261e-06,        0.0028039,        0.0036719,        0.0019843,        0.0035414,        0.0027629,        0.0026135,        0.0044125,         0.003513,        0.0027954,       7.3563e-05
   13,    17,        0.0094497,        0.0094407,       9.0618e-06,         0.002847,        0.0036744,         0.002314,        0.0033266,        0.0028203,        0.0029827,        0.0042006,        0.0035916,        0.0038696,       0.00010183
   13,    18,        0.0096478,        0.0096187,       2.9124e-05,        0.0028563,        0.0037088,        0.0022128,        0.0034354,        0.0028241,        0.0028842,        0.0043184,        0.0036013,        0.0074951,       0.00019724
   13,    19,        0.0093561,         0.009342,       1.4148e-05,        0.0027945,        0.0036551,        0.0021416,        0.0033822,        0.0027619,        0.0028809,        0.0042325,        0.0035567,        0.0052124,       0.00013717
   13,    20,          0.01027,         0.010242,       2.8324e-05,        0.0028743,        0.0038271,        0.0021508,        0.0035256,        0.0028382,        0.0028622,        0.0045227,        0.0036925,        0.0068481,       0.00018021
   13,    21,         0.012204,         0.012184,       2.0342e-05,        0.0030976,        0.0041742,        0.0020933,        0.0040014,        0.0030473,        0.0026872,        0.0051582,        0.0039227,        0.0057739,       0.00015195
   13,    22,         0.010558,         0.010558,       6.1606e-07,        0.0028267,        0.0038856,        0.0018371,        0.0037173,        0.0027772,        0.0024573,         0.004822,        0.0036397,       0.00087891,       2.3129e-05
   13,    23,         0.010094,         0.010041,       5.2893e-05,          0.00288,        0.0037894,        0.0022391,        0.0034568,         0.002848,        0.0028943,        0.0044434,        0.0036689,        0.0097168,       0.00025571
   13,    24,         0.010074,         0.010066,       7.9543e-06,        0.0028814,        0.0037941,        0.0022479,        0.0034516,        0.0028497,        0.0030551,        0.0043533,        0.0037042,        0.0028809,       7.5812e-05
   13,    25,         0.010658,         0.010647,       1.0506e-05,        0.0030092,        0.0039021,        0.0022872,        0.0036589,        0.0029731,        0.0030029,        0.0045624,        0.0037826,        0.0045776,       0.00012046
   13,    26,          0.01032,         0.010311,       8.5994e-06,        0.0029228,          0.00384,        0.0021381,        0.0036291,        0.0028836,        0.0028413,        0.0045553,        0.0036983,         0.003772,       9.9262e-05
   13,    27,        0.0096917,        0.0096801,       1.1634e-05,        0.0027854,        0.0037207,        0.0021238,        0.0033807,        0.0027523,        0.0029216,        0.0043151,        0.0036184,        0.0037964,       9.9905e-05
   13,    28,        0.0082683,        0.0082641,       4.2236e-06,        0.0026084,        0.0034378,         0.001842,        0.0032981,        0.0025701,        0.0024053,        0.0041531,        0.0032792,        0.0025269,       6.6496e-05
   13,    29,        0.0097893,        0.0097302,       5.9137e-05,        0.0028685,        0.0037303,        0.0023457,        0.0033391,        0.0028424,        0.0031164,        0.0042069,        0.0036616,         0.010754,       0.00028301
   13,    30,         0.010294,         0.010285,       9.7951e-06,        0.0028653,        0.0038351,        0.0019496,        0.0036895,        0.0028195,        0.0025277,        0.0047111,        0.0036194,        0.0042969,       0.00011308
   13,    31,        0.0099156,        0.0098994,       1.6248e-05,        0.0028399,        0.0037626,        0.0018258,        0.0037525,        0.0027892,        0.0025001,        0.0046123,        0.0035562,         0.005249,       0.00013813
   13,    32,        0.0093861,        0.0093592,       2.6922e-05,         0.002799,        0.0036585,        0.0021273,        0.0034035,        0.0027654,        0.0028273,        0.0042704,        0.0035488,         0.007312,       0.00019242
   13,    33,         0.010537,         0.010514,       2.3225e-05,        0.0029182,        0.0038775,        0.0020354,        0.0037126,         0.002874,        0.0027322,        0.0046743,        0.0037032,        0.0067749,       0.00017829
   13,    34,        0.0081063,        0.0080947,       1.1577e-05,        0.0025157,        0.0034024,        0.0018718,        0.0030952,        0.0024835,        0.0025636,          0.00401,        0.0032868,        0.0046997,       0.00012368
   13,    35,         0.013158,         0.013147,       1.1324e-05,        0.0032048,         0.004336,        0.0020884,        0.0042096,         0.003149,        0.0027499,        0.0053773,        0.0040636,          0.00448,       0.00011789
   13,    36,         0.010225,         0.010219,       6.4459e-06,        0.0029249,        0.0038228,        0.0021753,        0.0035996,        0.0028874,        0.0029763,         0.004449,        0.0037126,        0.0036133,       9.5086e-05
