# Step; Sim. Time; t_SCF; t_Grad; Temp; E_Kin; E_Pot; E_Tot; Cons.Qty; Drift
        60;         30.0;    289.4;     99.2;     440.18;    0.125458;    -1207.328595;    -1207.203136;    -1207.300516;      1.70
        61;         30.5;    288.0;     98.8;     466.10;    0.132846;    -1207.335614;    -1207.202769;    -1207.300657;      1.46
        62;         31.0;    288.0;     99.3;     494.26;    0.140869;    -1207.343692;    -1207.202823;    -1207.300797;      1.21
        63;         31.5;    288.3;     98.7;     517.34;    0.147449;    -1207.350625;    -1207.203177;    -1207.300891;      1.05
        64;         32.0;    269.4;     99.5;     530.78;    0.151278;    -1207.354949;    -1207.203671;    -1207.300923;      0.99
        65;         32.5;    265.9;     98.7;     533.22;    0.151973;    -1207.356128;    -1207.204155;    -1207.300909;      1.01
        66;         33.0;    269.4;     97.8;     526.00;    0.149916;    -1207.354414;    -1207.204498;    -1207.300862;      1.10
        67;         33.5;    286.5;     99.4;     512.53;    0.146077;    -1207.350687;    -1207.204610;    -1207.300786;      1.23
        68;         34.0;    304.3;     99.0;     497.91;    0.141910;    -1207.346390;    -1207.204480;    -1207.300687;      1.40
        69;         34.5;    286.9;    100.1;     488.22;    0.139150;    -1207.343361;    -1207.204211;    -1207.300595;      1.57
        70;         35.0;    285.7;     99.1;     488.63;    0.139266;    -1207.343277;    -1207.204011;    -1207.300565;      1.62
        71;         35.5;    287.1;     97.7;     500.77;    0.142725;    -1207.346819;    -1207.204094;    -1207.300637;      1.49
        72;         36.0;    288.0;     98.7;     521.10;    0.148520;    -1207.353088;    -1207.204568;    -1207.300794;      1.22
        73;         36.5;    287.3;     98.4;     541.97;    0.154467;    -1207.359844;    -1207.205377;    -1207.300974;      0.90
        74;         37.0;    269.9;     98.8;     554.89;    0.158152;    -1207.364477;    -1207.206325;    -1207.301099;      0.68
        75;         37.5;    268.1;    101.5;     554.08;    0.157919;    -1207.365088;    -1207.207169;    -1207.301131;      0.62
        76;         38.0;    266.4;     99.3;     538.29;    0.153418;    -1207.361109;    -1207.207691;    -1207.301079;      0.72
        77;         38.5;    267.3;     99.4;     510.83;    0.145594;    -1207.353334;    -1207.207741;    -1207.300967;      0.91
        78;         39.0;    266.3;     98.8;     478.07;    0.136257;    -1207.343531;    -1207.207274;    -1207.300829;      1.16
        79;         39.5;    268.4;     98.7;     447.41;    0.127519;    -1207.333876;    -1207.206357;    -1207.300701;      1.38
        80;         40.0;    265.8;     98.8;     425.33;    0.121224;    -1207.326377;    -1207.205153;    -1207.300616;      1.53
        81;         40.5;    264.5;     98.3;     415.62;    0.118457;    -1207.322330;    -1207.203873;    -1207.300602;      1.55
        82;         41.0;    281.9;     99.5;     418.27;    0.119212;    -1207.321919;    -1207.202707;    -1207.300662;      1.45
        83;         41.5;    264.8;     98.9;     429.63;    0.122451;    -1207.324200;    -1207.201749;    -1207.300760;      1.28
        84;         42.0;    285.1;     98.0;     444.08;    0.126569;    -1207.327571;    -1207.201001;    -1207.300851;      1.12
        85;         42.5;    265.6;     98.2;     456.39;    0.130078;    -1207.330480;    -1207.200402;    -1207.300906;      1.02
        86;         43.0;    264.6;     98.6;     463.36;    0.132064;    -1207.331923;    -1207.199859;    -1207.300913;      1.01
        87;         43.5;    263.6;     99.0;     464.16;    0.132290;    -1207.331584;    -1207.199293;    -1207.300885;      1.06
        88;         44.0;    264.0;     98.3;     460.14;    0.131145;    -1207.329782;    -1207.198637;    -1207.300826;      1.16
        89;         44.5;    264.1;     98.0;     454.48;    0.129531;    -1207.327403;    -1207.197872;    -1207.300744;      1.30
        90;         45.0;    263.0;     98.0;     451.60;    0.128713;    -1207.325772;    -1207.197059;    -1207.300657;      1.46
        91;         45.5;    266.6;     98.4;     455.91;    0.129941;    -1207.326289;    -1207.196348;    -1207.300607;      1.54
        92;         46.0;    200.1;     99.9;     469.72;    0.133875;    -1207.329786;    -1207.195911;    -1207.300625;      1.51
        93;         46.5;    266.3;     99.5;     491.52;    0.140089;    -1207.335971;    -1207.195881;    -1207.300722;      1.34
        94;         47.0;    245.0;     98.8;     516.24;    0.147135;    -1207.343392;    -1207.196258;    -1207.300855;      1.11
        95;         47.5;    244.6;     97.7;     537.31;    0.153141;    -1207.350074;    -1207.196933;    -1207.300970;      0.91
        96;         48.0;    240.6;     95.7;     549.43;    0.156595;    -1207.354330;    -1207.197735;    -1207.301031;      0.80
        97;         48.5;    239.8;     97.3;     550.28;    0.156837;    -1207.355328;    -1207.198491;    -1207.301033;      0.80
        98;         49.0;    238.8;     96.7;     540.71;    0.154109;    -1207.353170;    -1207.199062;    -1207.300993;      0.87
        99;         49.5;    256.2;     93.9;     523.86;    0.149306;    -1207.348662;    -1207.199356;    -1207.300929;      0.98
       100;         50.0;    274.8;     94.3;     504.08;    0.143669;    -1207.343009;    -1207.199340;    -1207.300852;      1.11
