epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_f_mae,training_f_rmse,training_H_f_mae,training_B_f_mae,training_C_f_mae,training_psavg_f_mae,training_H_f_rmse,training_B_f_rmse,training_C_f_rmse,training_psavg_f_rmse,training_e_mae,training_e/N_mae,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
        11,  101.643,    0.005,        0.0086444,       3.9685e-05,        0.0086841,      0.00259,      0.00349,      0.00202,            0,      0.00309,       0.0017,       0.0028,            0,      0.00402,      0.00227,      0.00693,     0.000182,        0.0070961,       2.5968e-06,        0.0070987,      0.00226,      0.00317,      0.00173,            0,      0.00274,      0.00149,      0.00256,            0,      0.00363,      0.00206,      0.00199,     5.23e-05
        12,  110.302,    0.005,        0.0094855,       5.4176e-05,        0.0095397,      0.00271,      0.00366,      0.00201,            0,      0.00334,      0.00178,      0.00275,            0,      0.00432,      0.00236,      0.00844,     0.000222,        0.0065632,       2.3298e-06,        0.0065656,      0.00216,      0.00304,      0.00167,            0,      0.00261,      0.00142,      0.00249,            0,      0.00347,      0.00199,      0.00188,     4.95e-05
        13,  118.940,    0.005,        0.0078882,       3.1802e-05,          0.00792,      0.00246,      0.00334,      0.00187,            0,      0.00298,      0.00162,       0.0026,            0,      0.00388,      0.00216,      0.00602,     0.000158,        0.0060305,       2.0471e-06,        0.0060325,      0.00206,      0.00292,      0.00161,            0,      0.00247,      0.00136,      0.00242,            0,      0.00331,      0.00191,      0.00176,     4.63e-05
        14,  127.588,    0.005,        0.0072216,       3.5315e-05,        0.0072569,      0.00235,      0.00319,      0.00188,            0,      0.00277,      0.00155,      0.00263,            0,      0.00363,      0.00209,      0.00669,     0.000176,         0.005556,       1.9337e-06,         0.005558,      0.00196,       0.0028,      0.00155,            0,      0.00233,       0.0013,      0.00235,            0,      0.00315,      0.00183,      0.00171,     4.51e-05
        15,  136.235,    0.005,        0.0066923,       3.0105e-05,        0.0067224,      0.00226,      0.00308,      0.00178,            0,      0.00269,      0.00149,      0.00248,            0,      0.00353,        0.002,      0.00621,     0.000163,        0.0051684,       1.8248e-06,        0.0051702,      0.00188,       0.0027,      0.00151,            0,      0.00222,      0.00124,      0.00229,            0,      0.00302,      0.00177,      0.00165,     4.35e-05
        16,  144.893,    0.005,        0.0069465,       4.7444e-05,        0.0069939,      0.00231,      0.00313,      0.00181,            0,      0.00275,      0.00152,      0.00251,            0,       0.0036,      0.00204,      0.00728,     0.000192,        0.0048446,       1.6462e-06,        0.0048462,      0.00181,      0.00262,      0.00147,            0,      0.00212,       0.0012,      0.00225,            0,      0.00291,      0.00172,      0.00158,     4.15e-05
        17,  153.548,    0.005,        0.0060468,       2.2274e-05,        0.0060691,      0.00214,      0.00292,       0.0017,            0,      0.00254,      0.00141,      0.00238,            0,      0.00333,      0.00191,      0.00549,     0.000144,        0.0045293,       1.5454e-06,        0.0045308,      0.00174,      0.00253,      0.00144,            0,      0.00202,      0.00115,       0.0022,            0,      0.00279,      0.00166,      0.00151,     3.98e-05
        18,  162.235,    0.005,        0.0064977,       4.2094e-05,        0.0065397,      0.00222,      0.00303,      0.00178,            0,      0.00262,      0.00147,      0.00249,            0,      0.00345,      0.00198,      0.00706,     0.000186,        0.0042979,        1.412e-06,        0.0042994,      0.00169,      0.00246,       0.0014,            0,      0.00195,      0.00112,      0.00215,            0,      0.00271,      0.00162,      0.00144,     3.78e-05
        19,  170.871,    0.005,        0.0057119,       2.5927e-05,        0.0057378,      0.00207,      0.00284,      0.00173,            0,      0.00237,      0.00137,      0.00244,            0,      0.00316,      0.00187,      0.00554,     0.000146,        0.0040563,        1.375e-06,        0.0040577,      0.00164,      0.00239,      0.00137,            0,      0.00188,      0.00108,      0.00211,            0,      0.00262,      0.00158,      0.00141,     3.71e-05
        20,  179.543,    0.005,        0.0053658,       3.3904e-05,        0.0053997,        0.002,      0.00275,       0.0016,            0,      0.00237,      0.00132,      0.00224,            0,      0.00314,       0.0018,      0.00607,      0.00016,        0.0038438,       1.3315e-06,        0.0038451,      0.00158,      0.00233,      0.00134,            0,      0.00181,      0.00105,      0.00207,            0,      0.00254,      0.00154,      0.00139,     3.65e-05
        21,  188.196,    0.005,        0.0057457,       2.7087e-05,        0.0057728,      0.00206,      0.00285,      0.00167,            0,      0.00242,      0.00136,      0.00239,            0,      0.00321,      0.00187,      0.00568,     0.000149,        0.0036824,       1.2343e-06,        0.0036836,      0.00154,      0.00228,      0.00131,            0,      0.00175,      0.00102,      0.00204,            0,      0.00248,      0.00151,      0.00133,     3.49e-05
        22,  196.847,    0.005,         0.004607,       1.2442e-05,        0.0046195,      0.00184,      0.00255,      0.00149,            0,      0.00216,      0.00122,      0.00213,            0,      0.00288,      0.00167,      0.00414,     0.000109,        0.0034901,       1.1869e-06,        0.0034913,      0.00149,      0.00222,      0.00128,            0,      0.00168,     0.000986,        0.002,            0,       0.0024,      0.00147,       0.0013,     3.43e-05
        23,  205.502,    0.005,        0.0043906,       8.4621e-06,         0.004399,      0.00178,      0.00249,      0.00143,            0,      0.00209,      0.00117,      0.00207,            0,      0.00282,      0.00163,       0.0032,     8.42e-05,        0.0033063,       1.1379e-06,        0.0033075,      0.00144,      0.00216,      0.00124,            0,      0.00162,     0.000952,      0.00196,            0,      0.00233,      0.00143,      0.00128,     3.36e-05
        24,  214.148,    0.005,        0.0044431,       1.2459e-05,        0.0044556,       0.0018,      0.00251,      0.00149,            0,      0.00208,      0.00119,      0.00215,            0,      0.00278,      0.00165,      0.00389,     0.000102,        0.0031678,       1.0167e-06,        0.0031689,      0.00141,      0.00212,      0.00122,            0,      0.00157,     0.000931,      0.00193,            0,      0.00227,       0.0014,      0.00121,     3.17e-05
        25,  222.812,    0.005,        0.0040578,       1.0383e-05,        0.0040682,      0.00171,      0.00239,      0.00139,            0,        0.002,      0.00113,        0.002,            0,       0.0027,      0.00157,      0.00379,     9.97e-05,        0.0030313,       9.8043e-07,        0.0030323,      0.00137,      0.00207,      0.00119,            0,      0.00152,     0.000905,       0.0019,            0,      0.00221,      0.00137,      0.00118,     3.11e-05
        26,  231.465,    0.005,        0.0040649,       1.5073e-05,          0.00408,      0.00173,       0.0024,      0.00137,            0,      0.00205,      0.00114,      0.00196,            0,      0.00273,      0.00156,      0.00436,     0.000115,        0.0029107,       9.3288e-07,        0.0029117,      0.00133,      0.00203,      0.00116,            0,      0.00148,     0.000881,      0.00187,            0,      0.00216,      0.00134,      0.00115,     3.02e-05
        27,  240.118,    0.005,         0.004465,       1.2213e-05,        0.0044772,      0.00179,      0.00251,       0.0014,            0,      0.00215,      0.00118,      0.00201,            0,      0.00289,      0.00163,      0.00404,     0.000106,        0.0028181,       9.0526e-07,         0.002819,       0.0013,        0.002,      0.00114,            0,      0.00145,     0.000864,      0.00184,            0,      0.00212,      0.00132,      0.00113,     2.97e-05
        28,  248.772,    0.005,         0.004011,       8.4874e-06,        0.0040194,       0.0017,      0.00238,      0.00135,            0,      0.00202,      0.00112,      0.00196,            0,       0.0027,      0.00156,      0.00337,     8.87e-05,        0.0027342,       8.1786e-07,         0.002735,      0.00127,      0.00197,      0.00112,            0,      0.00142,     0.000844,      0.00182,            0,      0.00209,       0.0013,      0.00107,     2.81e-05
        29,  257.435,    0.005,        0.0035821,       8.3351e-06,        0.0035904,      0.00159,      0.00225,      0.00128,            0,      0.00187,      0.00105,      0.00188,            0,      0.00254,      0.00147,      0.00321,     8.44e-05,        0.0026366,       7.1566e-07,        0.0026373,      0.00124,      0.00193,      0.00109,            0,      0.00138,     0.000823,       0.0018,            0,      0.00204,      0.00128,      0.00101,     2.66e-05
        30,  266.089,    0.005,        0.0036705,       7.7322e-06,        0.0036782,      0.00163,      0.00228,      0.00128,            0,      0.00194,      0.00108,      0.00186,            0,       0.0026,      0.00149,      0.00312,     8.22e-05,        0.0025593,       7.2003e-07,          0.00256,      0.00122,       0.0019,      0.00107,            0,      0.00135,     0.000807,      0.00178,            0,      0.00201,      0.00126,      0.00101,     2.66e-05
        31,  274.744,    0.005,        0.0040686,       1.1154e-05,        0.0040798,      0.00169,       0.0024,      0.00133,            0,      0.00202,      0.00111,      0.00194,            0,      0.00275,      0.00156,      0.00377,     9.92e-05,        0.0024886,       6.8724e-07,        0.0024893,       0.0012,      0.00188,      0.00105,            0,      0.00133,     0.000795,      0.00175,            0,      0.00198,      0.00124,      0.00097,     2.55e-05
        32,  283.388,    0.005,        0.0033751,       5.0314e-06,        0.0033801,      0.00152,      0.00218,      0.00125,            0,      0.00177,      0.00101,      0.00187,            0,      0.00243,      0.00143,      0.00253,     6.65e-05,        0.0024187,       6.7096e-07,        0.0024194,      0.00117,      0.00185,      0.00103,            0,       0.0013,     0.000776,      0.00174,            0,      0.00194,      0.00123,     0.000963,     2.53e-05
        33,  292.107,    0.005,         0.003841,       1.0693e-05,        0.0038516,      0.00165,      0.00233,      0.00133,            0,      0.00193,      0.00109,      0.00196,            0,      0.00262,      0.00153,      0.00356,     9.37e-05,        0.0023654,       6.6782e-07,        0.0023661,      0.00115,      0.00183,      0.00101,            0,      0.00128,     0.000763,      0.00172,            0,      0.00192,      0.00121,     0.000961,     2.53e-05
        34,  300.758,    0.005,        0.0039196,       8.1923e-06,        0.0039278,      0.00165,      0.00235,      0.00131,            0,      0.00195,      0.00109,      0.00194,            0,      0.00267,      0.00154,      0.00323,     8.49e-05,        0.0023177,       6.2374e-07,        0.0023183,      0.00115,      0.00181,      0.00101,            0,      0.00127,      0.00076,       0.0017,            0,       0.0019,       0.0012,     0.000928,     2.44e-05
        35,  309.412,    0.005,        0.0035718,       4.5887e-06,        0.0035763,      0.00158,      0.00225,      0.00124,            0,      0.00189,      0.00105,      0.00185,            0,      0.00255,      0.00147,      0.00239,     6.29e-05,        0.0022658,       6.0737e-07,        0.0022664,      0.00112,      0.00179,      0.00099,            0,      0.00124,     0.000745,      0.00169,            0,      0.00187,      0.00119,     0.000921,     2.42e-05
        36,  318.061,    0.005,        0.0030235,       6.7214e-06,        0.0030302,      0.00144,      0.00207,      0.00116,            0,      0.00169,      0.00095,      0.00176,            0,      0.00231,      0.00135,      0.00291,     7.66e-05,         0.002199,       5.8192e-07,        0.0021996,       0.0011,      0.00176,     0.000976,            0,      0.00122,     0.000731,      0.00167,            0,      0.00184,      0.00117,     0.000903,     2.38e-05
        37,  326.703,    0.005,        0.0039289,        8.823e-06,        0.0039378,      0.00169,      0.00236,      0.00132,            0,      0.00202,      0.00111,      0.00191,            0,      0.00269,      0.00154,      0.00338,     8.89e-05,        0.0021651,       5.9349e-07,        0.0021657,      0.00109,      0.00175,     0.000966,            0,       0.0012,     0.000722,      0.00166,            0,      0.00182,      0.00116,     0.000922,     2.43e-05
        38,  335.345,    0.005,        0.0033338,       5.1691e-06,         0.003339,       0.0015,      0.00217,      0.00116,            0,      0.00182,     0.000991,      0.00177,            0,      0.00248,      0.00142,       0.0025,     6.58e-05,        0.0021203,       5.6705e-07,        0.0021208,      0.00107,      0.00173,     0.000951,            0,      0.00118,     0.000711,      0.00165,            0,       0.0018,      0.00115,     0.000906,     2.38e-05
        39,  343.966,    0.005,        0.0033663,       7.4453e-06,        0.0033738,      0.00153,      0.00218,      0.00117,            0,      0.00185,      0.00101,      0.00176,            0,       0.0025,      0.00142,      0.00295,     7.77e-05,        0.0020826,       5.0224e-07,        0.0020831,      0.00106,      0.00172,      0.00094,            0,      0.00117,     0.000704,      0.00164,            0,      0.00178,      0.00114,     0.000845,     2.22e-05
        40,  352.595,    0.005,        0.0033917,       4.8396e-06,        0.0033965,      0.00151,      0.00216,       0.0012,            0,      0.00179,     0.000997,       0.0018,            0,      0.00244,      0.00141,      0.00251,     6.59e-05,        0.0020423,       4.8641e-07,        0.0020427,      0.00104,       0.0017,     0.000927,            0,      0.00115,     0.000692,      0.00163,            0,      0.00176,      0.00113,      0.00084,     2.21e-05
        41,  361.295,    0.005,        0.0038754,       5.3216e-06,        0.0038808,      0.00166,      0.00234,      0.00132,            0,      0.00196,      0.00109,      0.00194,            0,      0.00265,      0.00153,      0.00262,     6.89e-05,        0.0020189,       4.5508e-07,        0.0020194,      0.00104,      0.00169,     0.000924,            0,      0.00115,     0.000692,      0.00162,            0,      0.00175,      0.00112,     0.000818,     2.15e-05
        42,  370.962,    0.005,        0.0031426,       4.3323e-06,         0.003147,      0.00147,       0.0021,      0.00116,            0,      0.00175,      0.00097,      0.00175,            0,      0.00238,      0.00138,       0.0024,     6.31e-05,        0.0019815,        4.242e-07,        0.0019819,      0.00103,      0.00167,     0.000913,            0,      0.00113,      0.00068,      0.00161,            0,      0.00173,      0.00111,     0.000789,     2.08e-05
        43,  380.770,    0.005,        0.0027658,       4.2394e-06,        0.0027701,      0.00138,      0.00198,      0.00109,            0,      0.00164,      0.00091,      0.00166,            0,      0.00222,       0.0013,      0.00233,     6.13e-05,        0.0019402,       4.5927e-07,        0.0019406,      0.00101,      0.00166,     0.000896,            0,      0.00111,     0.000669,      0.00159,            0,      0.00171,       0.0011,     0.000832,     2.19e-05
        44,  390.601,    0.005,        0.0029393,       6.1372e-06,        0.0029455,      0.00136,      0.00204,      0.00108,            0,      0.00161,     0.000896,       0.0017,            0,       0.0023,      0.00133,      0.00262,     6.89e-05,        0.0019035,       4.6587e-07,         0.001904,      0.00099,      0.00164,     0.000879,            0,      0.00109,     0.000656,      0.00158,            0,      0.00169,      0.00109,     0.000839,     2.21e-05
        45,  400.370,    0.005,        0.0029871,       4.7419e-06,        0.0029919,      0.00143,      0.00206,      0.00112,            0,      0.00171,     0.000944,      0.00172,            0,      0.00232,      0.00135,      0.00246,     6.47e-05,        0.0018747,       4.3224e-07,        0.0018752,     0.000986,      0.00163,     0.000877,            0,      0.00108,     0.000654,      0.00157,            0,      0.00168,      0.00108,      0.00082,     2.16e-05
        46,  410.120,    0.005,        0.0023435,       2.9161e-06,        0.0023464,      0.00123,      0.00182,      0.00101,            0,      0.00143,     0.000813,      0.00159,            0,        0.002,       0.0012,      0.00187,     4.93e-05,        0.0018368,       4.5539e-07,        0.0018373,     0.000965,      0.00161,     0.000863,            0,      0.00106,      0.00064,      0.00156,            0,      0.00166,      0.00107,     0.000847,     2.23e-05
        47,  419.860,    0.005,         0.002684,       7.9564e-06,        0.0026919,      0.00134,      0.00195,      0.00108,            0,      0.00157,     0.000884,       0.0017,            0,      0.00215,      0.00128,      0.00325,     8.56e-05,        0.0017911,       4.1097e-07,        0.0017915,     0.000952,      0.00159,     0.000851,            0,      0.00104,     0.000632,      0.00154,            0,      0.00163,      0.00106,     0.000796,     2.09e-05
        48,  429.681,    0.005,        0.0024304,       5.9359e-06,        0.0024363,      0.00126,      0.00185,        0.001,            0,      0.00149,     0.000831,      0.00157,            0,      0.00208,      0.00121,      0.00265,     6.97e-05,        0.0017684,       4.2403e-07,        0.0017688,     0.000943,      0.00158,     0.000845,            0,      0.00103,     0.000626,      0.00154,            0,      0.00162,      0.00105,     0.000814,     2.14e-05
        49,  439.360,    0.005,        0.0027515,       3.9441e-06,        0.0027554,      0.00135,      0.00197,      0.00105,            0,      0.00162,     0.000891,      0.00164,            0,      0.00223,      0.00129,      0.00219,     5.77e-05,        0.0017464,       4.1292e-07,        0.0017468,     0.000934,      0.00157,     0.000836,            0,      0.00102,     0.000619,      0.00153,            0,      0.00161,      0.00105,     0.000804,     2.12e-05
        50,  449.019,    0.005,        0.0028612,       5.0666e-06,        0.0028662,      0.00139,      0.00201,      0.00109,            0,      0.00166,     0.000917,      0.00167,            0,      0.00227,      0.00131,      0.00253,     6.66e-05,        0.0017225,       3.9629e-07,        0.0017229,     0.000925,      0.00156,     0.000827,            0,      0.00101,     0.000613,      0.00152,            0,       0.0016,      0.00104,     0.000776,     2.04e-05
