epoch, wall, LR,validation_loss_f,validation_loss_e,validation_loss,validation_f_mae,validation_f_rmse,validation_H_f_mae,validation_B_f_mae,validation_C_f_mae,validation_O_f_mae,validation_psavg_f_mae,validation_H_f_rmse,validation_B_f_rmse,validation_C_f_rmse,validation_O_f_rmse,validation_psavg_f_rmse,validation_e_mae,validation_e/N_mae
         0,   33.675,    0.005,           1.0505,       0.00017059,           1.0506,       0.0282,       0.0388,       0.0195,       0.0346,       0.0391,       0.0346,       0.0319,       0.0265,       0.0505,       0.0501,       0.0437,       0.0427,       0.0244,     0.000407
