# Step; Sim. Time; t_SCF; t_Grad; Temp; E_Kin; E_Pot; E_Tot; Cons.Qty; Drift
        20;         10.0;    159.5;     51.7;     426.67;    0.077018;     -772.134147;     -772.057130;     -772.083260;     -0.23
        21;         10.5;    156.5;     57.5;     431.76;    0.077936;     -772.134382;     -772.056446;     -772.083225;     -0.14
        22;         11.0;    168.9;     52.8;     422.85;    0.076327;     -772.131967;     -772.055639;     -772.083151;      0.07
        23;         11.5;    165.6;     50.3;     406.63;    0.073400;     -772.128071;     -772.054671;     -772.083070;      0.29
        24;         12.0;    139.3;     55.7;     390.33;    0.070458;     -772.124019;     -772.053560;     -772.083001;      0.48
        25;         12.5;    129.3;     54.5;     379.83;    0.068562;     -772.120945;     -772.052383;     -772.082966;      0.58
        26;         13.0;    156.2;     52.4;     378.74;    0.068365;     -772.119595;     -772.051230;     -772.082965;      0.58
        27;         13.5;    152.1;     51.5;     387.87;    0.070014;     -772.120202;     -772.050188;     -772.082988;      0.52
        28;         14.0;    155.6;     51.9;     405.01;    0.073107;     -772.122447;     -772.049340;     -772.083043;      0.37
        29;         14.5;    154.7;     51.8;     425.36;    0.076780;     -772.125490;     -772.048710;     -772.083122;      0.15
        30;         15.0;    154.8;     50.1;     442.42;    0.079861;     -772.128111;     -772.048250;     -772.083208;     -0.09
        31;         15.5;    158.6;     49.4;     449.65;    0.081165;     -772.129005;     -772.047839;     -772.083276;     -0.28
        32;         16.0;    154.5;     51.1;     442.59;    0.079891;     -772.127204;     -772.047313;     -772.083295;     -0.33
        33;         16.5;    144.0;     52.8;     421.18;    0.076027;     -772.122536;     -772.046509;     -772.083240;     -0.18
        34;         17.0;    143.9;     50.8;     391.04;    0.070585;     -772.115932;     -772.045347;     -772.083114;      0.17
        35;         17.5;    141.9;     53.2;     362.66;    0.065462;     -772.109352;     -772.043890;     -772.082961;      0.59
        36;         18.0;    144.8;     50.4;     347.88;    0.062796;     -772.105134;     -772.042338;     -772.082854;      0.89
        37;         18.5;    147.2;     50.0;     354.28;    0.063950;     -772.104907;     -772.040957;     -772.082858;      0.88
        38;         19.0;    136.3;     52.0;     380.60;    0.068701;     -772.108640;     -772.039939;     -772.082974;      0.56
        39;         19.5;    135.1;     52.8;     417.02;    0.075275;     -772.114586;     -772.039311;     -772.083134;      0.11
        40;         20.0;    156.1;     51.1;     450.55;    0.081327;     -772.120287;     -772.038960;     -772.083253;     -0.22
        41;         20.5;    175.4;     52.7;     471.55;    0.085119;     -772.123845;     -772.038726;     -772.083290;     -0.32
        42;         21.0;    180.0;     51.1;     477.12;    0.086125;     -772.124597;     -772.038472;     -772.083253;     -0.22
        43;         21.5;    177.0;     51.1;     470.44;    0.084918;     -772.123033;     -772.038115;     -772.083177;     -0.00
        44;         22.0;    126.8;     53.1;     457.93;    0.082661;     -772.120302;     -772.037641;     -772.083102;      0.20
        45;         22.5;    155.1;     50.0;     446.70;    0.080632;     -772.117710;     -772.037078;     -772.083046;      0.36
        46;         23.0;    157.2;     51.0;     442.40;    0.079857;     -772.116345;     -772.036489;     -772.083004;      0.48
        47;         23.5;    157.7;     52.9;     448.17;    0.080899;     -772.116885;     -772.035986;     -772.082993;      0.51
        48;         24.0;    120.3;     51.1;     464.28;    0.083806;     -772.119486;     -772.035680;     -772.083026;      0.41
        49;         24.5;    124.2;     50.7;     488.10;    0.088106;     -772.123751;     -772.035644;     -772.083104;      0.20
        50;         25.0;    156.9;     51.8;     514.53;    0.092877;     -772.128752;     -772.035875;     -772.083196;     -0.06
        51;         25.5;    129.3;     51.4;     536.59;    0.096859;     -772.133184;     -772.036324;     -772.083298;     -0.34
        52;         26.0;    168.7;     51.4;     547.35;    0.098801;     -772.135663;     -772.036863;     -772.083387;     -0.59
        53;         26.5;    171.2;     50.1;     542.02;    0.097839;     -772.135128;     -772.037289;     -772.083414;     -0.66
        54;         27.0;    161.3;     50.3;     519.95;    0.093855;     -772.131290;     -772.037435;     -772.083370;     -0.54
        55;         27.5;    150.1;     50.7;     486.15;    0.087755;     -772.124942;     -772.037187;     -772.083254;     -0.22
        56;         28.0;    123.3;     50.5;     450.54;    0.081326;     -772.117904;     -772.036579;     -772.083115;      0.17
        57;         28.5;    157.8;     51.7;     424.88;    0.076694;     -772.112461;     -772.035767;     -772.083017;      0.44
        58;         29.0;    132.7;     51.4;     417.46;    0.075355;     -772.110324;     -772.034969;     -772.083004;      0.47
        59;         29.5;    134.3;     52.9;     428.52;    0.077351;     -772.111732;     -772.034381;     -772.083095;      0.22
        60;         30.0;    148.3;     53.3;     450.26;    0.081275;     -772.115320;     -772.034046;     -772.083232;     -0.16
        61;         30.5;    145.3;     50.7;     471.38;    0.085087;     -772.118965;     -772.033878;     -772.083337;     -0.45
        62;         31.0;    135.0;     52.2;     483.12;    0.087208;     -772.120957;     -772.033750;     -772.083369;     -0.54
        63;         31.5;    134.4;     51.2;     482.71;    0.087133;     -772.120682;     -772.033549;     -772.083332;     -0.43
        64;         32.0;    140.0;     52.0;     473.02;    0.085385;     -772.118602;     -772.033217;     -772.083256;     -0.22
        65;         32.5;    140.9;     51.4;     460.18;    0.083067;     -772.115823;     -772.032756;     -772.083173;      0.01
        66;         33.0;    134.0;     50.9;     450.87;    0.081385;     -772.113606;     -772.032221;     -772.083105;      0.19
        67;         33.5;    158.3;     50.2;     450.38;    0.081298;     -772.113008;     -772.031710;     -772.083066;      0.30
        68;         34.0;    133.0;     50.3;     461.58;    0.083319;     -772.114658;     -772.031338;     -772.083059;      0.32
        69;         34.5;    157.4;     51.4;     484.35;    0.087429;     -772.118648;     -772.031219;     -772.083088;      0.24
        70;         35.0;    158.2;     50.5;     515.57;    0.093065;     -772.124493;     -772.031428;     -772.083149;      0.07
        71;         35.5;    154.4;     51.4;     549.54;    0.099197;     -772.131182;     -772.031984;     -772.083235;     -0.17
        72;         36.0;    154.4;     50.4;     578.96;    0.104507;     -772.137335;     -772.032827;     -772.083328;     -0.42
        73;         36.5;    159.0;     49.3;     596.57;    0.107686;     -772.141507;     -772.033821;     -772.083404;     -0.63
        74;         37.0;    154.3;     50.2;     597.21;    0.107801;     -772.142578;     -772.034776;     -772.083436;     -0.72
        75;         37.5;    152.9;     49.3;     579.81;    0.104660;     -772.140163;     -772.035504;     -772.083405;     -0.64
        76;         38.0;    156.1;     49.4;     548.52;    0.099012;     -772.134882;     -772.035870;     -772.083310;     -0.37
        77;         38.5;    157.0;     49.6;     512.17;    0.092451;     -772.128309;     -772.035858;     -772.083182;     -0.02
        78;         39.0;    152.2;     49.1;     481.40;    0.086897;     -772.122474;     -772.035577;     -772.083078;      0.27
        79;         39.5;    163.9;     50.0;     464.18;    0.083788;     -772.118999;     -772.035211;     -772.083052;      0.34
        80;         40.0;    151.5;     49.5;     461.96;    0.083387;     -772.118299;     -772.034913;     -772.083116;      0.17
        81;         40.5;    154.9;     48.0;     469.19;    0.084693;     -772.119421;     -772.034729;     -772.083225;     -0.14
        82;         41.0;    167.5;     50.7;     476.89;    0.086082;     -772.120682;     -772.034600;     -772.083316;     -0.39
        83;         41.5;    162.0;     49.4;     477.58;    0.086208;     -772.120629;     -772.034422;     -772.083350;     -0.48
        84;         42.0;    163.3;     50.4;     468.51;    0.084569;     -772.118667;     -772.034098;     -772.083325;     -0.42
        85;         42.5;    135.0;     49.6;     451.69;    0.081534;     -772.115110;     -772.033576;     -772.083262;     -0.24
        86;         43.0;    145.9;     50.2;     432.18;    0.078012;     -772.110867;     -772.032855;     -772.083186;     -0.03
        87;         43.5;    140.0;     49.1;     415.79;    0.075053;     -772.107038;     -772.031985;     -772.083116;      0.16
        88;         44.0;    132.0;     49.4;     407.48;    0.073554;     -772.104613;     -772.031059;     -772.083069;      0.29
        89;         44.5;    151.0;     50.6;     410.39;    0.074078;     -772.104270;     -772.030192;     -772.083053;      0.34
        90;         45.0;    152.3;     49.1;     425.25;    0.076761;     -772.106257;     -772.029496;     -772.083067;      0.30
        91;         45.5;    154.6;     50.6;     450.16;    0.081258;     -772.110326;     -772.029068;     -772.083113;      0.17
        92;         46.0;    152.4;     50.4;     480.71;    0.086773;     -772.115729;     -772.028956;     -772.083184;     -0.03
        93;         46.5;    154.3;     52.0;     510.64;    0.092175;     -772.121317;     -772.029142;     -772.083269;     -0.26
        94;         47.0;    144.5;     48.1;     533.17;    0.096241;     -772.125771;     -772.029531;     -772.083343;     -0.46
        95;         47.5;    147.5;     50.0;     542.77;    0.097974;     -772.127949;     -772.029975;     -772.083380;     -0.57
        96;         48.0;    143.3;     49.3;     537.11;    0.096952;     -772.127264;     -772.030312;     -772.083365;     -0.53
        97;         48.5;    143.3;     50.6;     518.36;    0.093568;     -772.123980;     -772.030413;     -772.083291;     -0.32
        98;         49.0;    143.6;     50.2;     493.13;    0.089014;     -772.119251;     -772.030237;     -772.083181;     -0.01
        99;         49.5;    142.0;     48.7;     470.29;    0.084891;     -772.114746;     -772.029855;     -772.083081;      0.26
       100;         50.0;    145.7;     46.2;     457.03;    0.082497;     -772.111913;     -772.029416;     -772.083050;      0.35
